episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,2,1,0,False,False,0.049999237060546875,0.049999237060546875,893.4543030215427,17869.086060430855
2,case2,8,2,2,0,False,False,nan,nan,888.1554270801134,17763.10854160227
3,case2,8,2,1,0,False,False,0.0,0.0,896.3591832553036,17927.183665106073
4,case2,8,1,1,0,False,False,nan,nan,922.2227451422717,18444.454902845435
5,case2,8,2,1,0,False,False,0.0,0.0,897.6190312827937,17952.380625655875
6,case2,8,2,1,0,False,False,0.0,0.0,897.1984534839169,17943.969069678336
7,case2,8,3,1,1,False,False,0.049999237060546875,0.049999237060546875,890.5985623731743,17811.971247463487
8,case2,8,1,1,0,False,False,nan,nan,921.0407738240901,18420.815476481803
9,case2,8,1,1,0,False,False,nan,nan,918.1063409531955,18362.12681906391
10,case2,8,2,1,0,False,False,0.049999237060546875,0.049999237060546875,897.1391016417649,17942.782032835297
11,case2,8,2,1,0,False,False,0.0,0.0,892.9966221896,17859.932443792
12,case2,8,3,1,1,False,False,0.0,0.0,890.6258715096395,17812.51743019279
13,case2,8,1,1,0,False,False,nan,nan,917.7778822105378,18355.557644210756
14,case2,8,2,1,0,False,False,0.049999237060546875,0.049999237060546875,896.2258804777637,17924.517609555274
15,case2,8,1,1,0,False,False,nan,nan,917.0774002925493,18341.548005850986
16,case2,8,2,1,0,False,False,0.0500030517578125,0.0500030517578125,894.4258190865628,17888.516381731257
17,case2,8,0,0,0,False,False,nan,nan,935.7533192467411,18715.06638493482
18,case2,8,0,0,0,False,False,nan,nan,930.9813922968227,18619.627845936455
19,case2,8,1,1,0,False,False,nan,nan,921.2498202372342,18424.996404744685
20,case2,8,2,1,0,False,False,0.0500030517578125,0.0500030517578125,896.0509292924311,17921.018585848622
