episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,10,4,1,False,False,22.849998474121094,7.899999141693115,851.724932153759,17034.49864307518
2,case2,8,8,4,1,False,False,22.200000762939453,11.125001907348633,836.7033088749358,16734.066177498717
3,case2,8,7,3,1,False,False,22.79999542236328,11.424999237060547,844.8042393897194,16896.08478779439
4,case2,8,8,4,2,False,False,0.0500030517578125,0.049999237060546875,854.5372934473547,17090.745868947095
5,case2,8,9,4,3,False,False,0.1999969482421875,0.08333078771829605,846.5073856397997,16930.147712795995
6,case2,8,8,4,1,False,False,22.700000762939453,11.350000381469727,832.0523770109285,16641.04754021857
7,case2,8,11,5,2,False,False,22.549999237060547,7.633335113525391,800.0589842235838,16001.179684471677
8,case2,8,10,5,2,False,False,22.749996185302734,7.716665744781494,815.5221646697261,16310.44329339452
9,case2,8,10,5,3,False,False,0.40000152587890625,0.2000020295381546,855.8065537039656,17116.131074079312
10,case2,8,10,4,2,False,False,22.449996948242188,7.516664981842041,829.5326342960464,16590.652685920926
11,case2,8,10,4,2,False,False,22.849998474121094,5.724998474121094,843.5392361316888,16870.784722633776
12,case2,8,10,4,3,False,False,0.20000457763671875,0.07500267028808594,865.1193696207716,17302.387392415432
13,case2,8,10,4,3,False,False,0.34999847412109375,0.13750076293945312,853.9165432772395,17078.33086554479
14,case2,8,9,4,2,False,False,22.349998474121094,7.600000858306885,809.9156470254063,16198.312940508127
15,case2,8,11,5,2,False,False,22.85000228881836,5.83750057220459,818.2109634257853,16364.219268515706
16,case2,8,9,4,2,False,False,22.749996185302734,7.700000762939453,843.8942950466183,16877.885900932364
17,case2,8,9,4,2,False,False,0.25,0.116668701171875,835.2598927956185,16705.19785591237
18,case2,8,9,5,1,False,False,22.650001525878906,11.35000228881836,809.5245626378019,16190.491252756037
19,case2,8,11,4,1,False,False,22.299999237060547,5.887499809265137,820.3937169198064,16407.874338396126
20,case2,8,9,4,2,False,False,22.35000228881836,7.6166672706604,839.4632295852992,16789.264591705985
