environment_steps_k,mean,shadow_lower,shadow_upper,n_seeds,moving_average_window_updates
6.00000000,2.753581553,2.752878376,2.754284729,5,5
12.00000000,2.749870893,2.748522824,2.751218961,5,5
18.00000000,2.746434264,2.744776121,2.748092407,5,5
24.00000000,2.743265285,2.741168249,2.745362321,5,5
30.00000000,2.740128774,2.737473088,2.742784461,5,5
36.00000000,2.733550947,2.729633925,2.73746797,5,5
42.00000000,2.726618509,2.721180525,2.732056494,5,5
48.00000000,2.71892057,2.711763682,2.726077458,5,5
54.00000000,2.710114511,2.701257503,2.718971519,5,5
60.00000000,2.700022647,2.68963671,2.710408584,5,5
66.00000000,2.688796341,2.677209832,2.70038285,5,5
72.00000000,2.676913298,2.664669506,2.689157089,5,5
78.00000000,2.66468983,2.652104136,2.677275524,5,5
84.00000000,2.652396831,2.639683905,2.665109757,5,5
90.00000000,2.640312052,2.627732257,2.652891847,5,5
96.00000000,2.628385345,2.616085594,2.640685097,5,5
102.00000000,2.616483591,2.604671382,2.6282958,5,5
108.00000000,2.604471748,2.593232863,2.615710632,5,5
114.00000000,2.592474888,2.581689791,2.603259986,5,5
120.00000000,2.580609703,2.570116081,2.591103325,5,5
126.00000000,2.569038518,2.558822746,2.579254291,5,5
132.00000000,2.557833592,2.547602955,2.568064229,5,5
138.00000000,2.547085423,2.536690216,2.55748063,5,5
144.00000000,2.53680191,2.526125219,2.547478601,5,5
150.00000000,2.526867296,2.515598001,2.538136592,5,5
156.00000000,2.517205777,2.505200536,2.529211018,5,5
162.00000000,2.507838799,2.495518359,2.520159239,5,5
168.00000000,2.498764674,2.486556178,2.51097317,5,5
174.00000000,2.489880085,2.478028068,2.501732101,5,5
180.00000000,2.481302273,2.470072267,2.492532279,5,5
186.00000000,2.473015306,2.462667881,2.483362731,5,5
192.00000000,2.465121702,2.455387507,2.474855896,5,5
198.00000000,2.457774309,2.447940963,2.467607654,5,5
204.00000000,2.451018297,2.440223458,2.461813135,5,5
210.00000000,2.444714599,2.432298963,2.457130235,5,5
216.00000000,2.438701517,2.42413203,2.453271004,5,5
222.00000000,2.432847477,2.416313603,2.449381352,5,5
228.00000000,2.427097641,2.409586423,2.444608858,5,5
234.00000000,2.421220885,2.403673338,2.438768432,5,5
240.00000000,2.415076556,2.398109744,2.432043368,5,5
246.00000000,2.40882604,2.392682722,2.424969357,5,5
252.00000000,2.402772889,2.387596798,2.41794898,5,5
258.00000000,2.396725858,2.382175896,2.41127582,5,5
264.00000000,2.390745632,2.376755253,2.404736012,5,5
270.00000000,2.385163701,2.371920363,2.398407039,5,5
276.00000000,2.380023951,2.367702898,2.392345003,5,5
282.00000000,2.375027533,2.363425157,2.386629909,5,5
288.00000000,2.370207542,2.359142568,2.381272517,5,5
294.00000000,2.365706416,2.354781321,2.376631512,5,5
300.00000000,2.361427243,2.350189992,2.372664493,5,5
306.00000000,2.357363968,2.345430544,2.369297393,5,5
312.00000000,2.353422073,2.340724396,2.366119749,5,5
318.00000000,2.349649095,2.336365819,2.36293237,5,5
324.00000000,2.345979824,2.332166535,2.359793112,5,5
330.00000000,2.342485156,2.328222376,2.356747936,5,5
336.00000000,2.339221447,2.324594109,2.353848786,5,5
342.00000000,2.336232697,2.321413569,2.351051824,5,5
348.00000000,2.33348391,2.318526572,2.348441247,5,5
354.00000000,2.330955491,2.315942857,2.345968126,5,5
360.00000000,2.328526079,2.313310667,2.343741491,5,5
366.00000000,2.326056989,2.310531774,2.341582203,5,5
372.00000000,2.323629824,2.307745374,2.339514274,5,5
