environment_steps_k,mean,shadow_lower,shadow_upper,n_seeds,moving_average_window_updates
6.00000000,2.753224316,2.752456136,2.753992495,5,5
12.00000000,2.749227712,2.747402378,2.751053046,5,5
18.00000000,2.745433841,2.742780425,2.748087256,5,5
24.00000000,2.741919916,2.738629684,2.745210149,5,5
30.00000000,2.738456498,2.734889062,2.742023935,5,5
36.00000000,2.731210985,2.727280154,2.735141817,5,5
42.00000000,2.723893677,2.72031741,2.727469944,5,5
48.00000000,2.716075804,2.713534395,2.718617213,5,5
54.00000000,2.707392297,2.706100593,2.708684001,5,5
60.00000000,2.698033903,2.696602986,2.69946482,5,5
66.00000000,2.688264287,2.685345483,2.69118309,5,5
72.00000000,2.67808674,2.673696862,2.682476618,5,5
78.00000000,2.667813629,2.662397145,2.673230113,5,5
84.00000000,2.657725666,2.651610651,2.66384068,5,5
90.00000000,2.647852258,2.641293152,2.654411364,5,5
96.00000000,2.638082945,2.631553697,2.644612193,5,5
102.00000000,2.628386421,2.62177358,2.634999261,5,5
108.00000000,2.618761497,2.611973473,2.62554952,5,5
114.00000000,2.609181573,2.60235104,2.616012107,5,5
120.00000000,2.599351175,2.592656803,2.606045547,5,5
126.00000000,2.589392087,2.582579912,2.596204261,5,5
132.00000000,2.579605951,2.572487961,2.58672394,5,5
138.00000000,2.569903195,2.562274032,2.577532358,5,5
144.00000000,2.560277634,2.552014696,2.568540572,5,5
150.00000000,2.550927949,2.542187639,2.55966826,5,5
156.00000000,2.541661112,2.532574863,2.550747362,5,5
162.00000000,2.532576373,2.52295444,2.542198306,5,5
168.00000000,2.523924829,2.513648249,2.534201408,5,5
174.00000000,2.51561849,2.504565029,2.526671952,5,5
180.00000000,2.507593177,2.495708075,2.519478279,5,5
186.00000000,2.499903968,2.487278227,2.512529709,5,5
192.00000000,2.492521234,2.479356389,2.505686078,5,5
198.00000000,2.485188887,2.471667782,2.498709992,5,5
204.00000000,2.478109497,2.464462604,2.491756389,5,5
210.00000000,2.47135147,2.457485908,2.485217032,5,5
216.00000000,2.465016891,2.450931544,2.479102239,5,5
222.00000000,2.458993035,2.444685827,2.473300244,5,5
228.00000000,2.453447277,2.438888392,2.468006163,5,5
234.00000000,2.448092546,2.433158484,2.463026609,5,5
240.00000000,2.442923849,2.427541235,2.458306463,5,5
246.00000000,2.437920306,2.422003845,2.453836768,5,5
252.00000000,2.433028409,2.416649794,2.449407023,5,5
258.00000000,2.428125778,2.411199364,2.445052193,5,5
264.00000000,2.423482409,2.405867303,2.441097514,5,5
270.00000000,2.419003605,2.400595954,2.437411257,5,5
276.00000000,2.414631753,2.395525698,2.433737808,5,5
282.00000000,2.410455412,2.390553347,2.430357477,5,5
288.00000000,2.406558589,2.385962196,2.427154981,5,5
294.00000000,2.402750858,2.38157441,2.423927305,5,5
300.00000000,2.399137518,2.377499699,2.420775337,5,5
306.00000000,2.395776135,2.373813072,2.417739198,5,5
312.00000000,2.392610067,2.370433299,2.414786835,5,5
318.00000000,2.389667669,2.367164724,2.412170614,5,5
324.00000000,2.387065535,2.36414464,2.40998643,5,5
330.00000000,2.384658244,2.361355736,2.407960753,5,5
336.00000000,2.382355165,2.35856461,2.406145719,5,5
342.00000000,2.380153816,2.355969479,2.404338154,5,5
348.00000000,2.37799925,2.35374119,2.402257311,5,5
354.00000000,2.375812797,2.351613158,2.400012436,5,5
360.00000000,2.373731302,2.349575129,2.397887476,5,5
366.00000000,2.371802402,2.347807128,2.395797675,5,5
372.00000000,2.369929049,2.34608629,2.393771807,5,5
378.00000000,2.368167199,2.344225748,2.392108651,5,5
384.00000000,2.36652464,2.342405129,2.390644151,5,5
390.00000000,2.364944873,2.340717397,2.38917235,5,5
396.00000000,2.363405337,2.339128648,2.387682027,5,5
402.00000000,2.361957061,2.337668075,2.386246047,5,5
408.00000000,2.36054055,2.336364494,2.384716606,5,5
414.00000000,2.359178662,2.335144874,2.383212451,5,5
420.00000000,2.357855778,2.333894421,2.381817136,5,5
426.00000000,2.356557988,2.332658865,2.380457111,5,5
432.00000000,2.355338415,2.331461966,2.379214864,5,5
438.00000000,2.354235736,2.330310044,2.378161428,5,5
444.00000000,2.353156185,2.329132583,2.377179786,5,5
450.00000000,2.352143342,2.327979562,2.376307121,5,5
456.00000000,2.351231313,2.326865862,2.375596763,5,5
462.00000000,2.350353818,2.325848149,2.374859488,5,5
468.00000000,2.349493469,2.324903505,2.374083433,5,5
474.00000000,2.348724364,2.324097404,2.373351324,5,5
480.00000000,2.348028891,2.323427952,2.372629831,5,5
486.00000000,2.347380654,2.322822513,2.371938795,5,5
492.00000000,2.346799329,2.322266364,2.371332295,5,5
498.00000000,2.346243505,2.321745594,2.370741416,5,5
504.00000000,2.345704382,2.321245239,2.370163526,5,5
510.00000000,2.345154628,2.32071315,2.369596107,5,5
516.00000000,2.344632211,2.320216015,2.369048407,5,5
522.00000000,2.344119396,2.319724461,2.36851433,5,5
528.00000000,2.343641108,2.319256014,2.368026202,5,5
534.00000000,2.343182485,2.318807843,2.367557127,5,5
540.00000000,2.342767565,2.318414552,2.367120578,5,5
546.00000000,2.342372211,2.318049325,2.366695096,5,5
552.00000000,2.342010238,2.317713155,2.366307322,5,5
558.00000000,2.341676478,2.317389808,2.365963149,5,5
564.00000000,2.341381286,2.317095843,2.365666729,5,5
570.00000000,2.341113997,2.316824501,2.365403493,5,5
576.00000000,2.340886328,2.316583915,2.365188741,5,5
582.00000000,2.3406883,2.316374678,2.365001922,5,5
588.00000000,2.340517849,2.316195821,2.364839878,5,5
594.00000000,2.340371563,2.316041039,2.364702088,5,5
600.00000000,2.340250367,2.315911921,2.364588812,5,5
