case,episode,seed,defender_id,target_index,hit_time_s,terminal_abs_ny_g,hit_distance_m
case1,1,89003,12,4,27.70000000000026,0.21604874276911046,2.279609584328006
case1,1,89003,1,1,28.350000000000268,0.7123962394551235,1.7914959390593108
case1,1,89003,9,1,28.350000000000268,0.3238922567806366,1.2611536132025867
case1,1,89003,17,1,28.350000000000268,0.0017088471313287668,1.68987223392914
case1,1,89003,14,6,29.20000000000028,0.25018874315213246,1.624508561140478
case1,1,89003,6,6,29.25000000000028,0.555435489684983,1.334773067138705
case1,1,89003,7,7,29.85000000000029,0.1926840594581758,2.3243405942255513
case1,1,89003,11,3,30.150000000000293,0.029253676519578165,1.91388198516843
case1,1,89003,19,3,30.150000000000293,0.060767094238924874,0.9216361295342856
case1,1,89003,3,3,30.200000000000294,0.3163357089163506,0.6654138247936419
case1,1,89003,0,0,31.30000000000031,0.18975714721866963,1.8800417805283913
case1,1,89003,8,0,31.30000000000031,0.2628173735776536,2.7308034021912113
case1,1,89003,16,0,31.35000000000031,0.09729874779950615,0.992195417956395
case1,1,89003,5,5,33.05000000000026,0.17470218053798728,1.2300316054137534
case1,1,89003,10,2,33.05000000000026,0.30252613572157516,1.7602958397721382
case1,1,89003,13,5,33.05000000000026,0.4977705786754316,1.311209604977731
case1,1,89003,18,2,33.05000000000026,0.17883466202986864,2.0318914496109897
case1,1,89003,2,2,33.10000000000026,0.22353514865353052,0.8867593258384391
