update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,actor_lr,wall_time_s
1,6000,166921124.7109375,1.0,1.0,0.021874999999998757,0.7709466176699593,0.02045211553055799,0.19966666666666666,-0.0024911593929573426,0.3981403738260269,2.753704035282135,0.001018318300633109,0.0002999262307746768,31.50698947906494
2,12000,166599656.578125,1.0,1.0,0.02187499999999898,0.7443503946232566,0.038941244239707386,0.2302,-0.004392018064390868,0.5222343444824219,2.7462565183639525,0.0014459023912119055,0.00029970499590002654,63.67729330062866
3,18000,166109091.3203125,1.0,1.0,0.018749999999998934,0.7207030984743323,0.05550105244923094,0.25604166666666667,-0.005635813180924742,0.17781865485012532,2.738888311386108,0.004775267781556275,0.0002993365137081604,95.18314981460571
4,24000,166012107.05859375,1.0,1.0,0.02343749999999878,0.6992112210553977,0.07048521957082478,0.2793583333333333,-0.006694756519573275,0.07852130196988583,2.731898832321167,0.0063164753341116014,0.0002988211478465144,125.6777172088623
5,30000,145403320.38964844,0.75,0.75,0.020982142857141665,0.6801063354527521,0.08398529874137522,0.30235833333333334,-0.010988227056805045,0.04983641542494297,2.726154613494873,0.016112461246376237,0.000298159406918973,156.79811668395996
6,36000,165792730.3828125,1.0,1.0,0.01249999999999929,0.6629269955641828,0.09598175074349496,0.318225,-0.007007794108358212,0.029961592610925437,2.7210633516311646,0.014456884874788422,0.0002973519439839389,188.0500614643097
7,42000,165720787.10351562,1.0,1.0,0.021874999999998757,0.6471360878368798,0.10687419234948049,0.3352,-0.010613257269142196,0.025947365164756774,2.7150703191757204,0.015117533299904317,0.00029639955590984266,222.54082870483398
8,48000,165474640.44726562,1.0,1.0,0.020312499999998845,0.6332420928645714,0.11659680678041717,0.353925,-0.013197550873883301,0.021409409027546643,2.706002414226532,0.0167451172640423,0.00029530318258873023,248.15529322624207
9,54000,165456611.6142578,1.0,1.0,0.0265624999999986,0.6208016936702723,0.12534167707034918,0.3661333333333333,-0.013860607531387358,0.019476459268480538,2.693755042552948,0.018720479975106813,0.0002940639060087029,277.32987117767334
10,60000,165389795.23632812,1.0,1.0,0.021874999999998757,0.6098774378008389,0.1332135342465486,0.3797833333333333,-0.014811525601544417,0.01818958641961217,2.680055558681488,0.02240305597500255,0.00029268294918612537,307.0676419734955
11,66000,165313869.54296875,1.0,1.0,0.021874999999998757,0.5995236560764163,0.14030606247091398,0.389125,-0.01425137312617153,0.016140341851860286,2.6661423087120055,0.024836320892870422,0.00029116167495865663,337.2876389026642
12,72000,165336613.58789062,1.0,1.0,0.018749999999998934,0.5905973127161818,0.14669246703569633,0.39931666666666665,-0.015227937430609018,0.017064996901899575,2.6530979752540587,0.02664997670962165,0.0002895015846402935,366.7621021270752
13,78000,165467433.25097656,1.0,1.0,0.021874999999998868,0.5825424175052837,0.1525956713619374,0.408875,-0.016369819804094733,0.014177816919982433,2.6403667449951174,0.031874003000209726,0.0002877043165397551,396.9625811576843
14,84000,165475245.26953125,1.0,1.0,0.018749999999998934,0.575298190456375,0.15787973908052505,0.41756666666666664,-0.016095486463746055,0.013819429045543074,2.6281001925468446,0.028929130012982834,0.0002857716443436699,427.41701674461365
15,90000,145080265.86816406,0.75,0.75,0.027455357142855692,0.568518657330681,0.16266313014449363,0.42764166666666664,-0.018583635287359356,0.012736298562958836,2.6143691539764404,0.03475316525697708,0.00028370547536616097,457.8074929714203
16,96000,165270001.38867188,1.0,1.0,0.023437499999998668,0.5624174740546959,0.16684079997937193,0.429425,-0.016463149595074354,0.013186848536133767,2.6014495849609376,0.02446948221959173,0.00028150784866655756,488.66387128829956
17,102000,165001267.88183594,1.0,1.0,0.02343749999999878,0.5567416318555825,0.17077317339857098,0.43838333333333335,-0.014209250966086984,0.013019232684746385,2.589403510093689,0.022529365035174415,0.00027918093303708956,518.4944143295288
18,108000,165174338.55273438,1.0,1.0,0.02499999999999858,0.5522669548080106,0.17406406101327632,0.44215,-0.01180512840510346,0.013100785622373223,2.5794399261474608,0.020639558253698054,0.00027672702486255125,548.936606168747
19,114000,165084845.16992188,1.0,1.0,0.02343749999999878,0.5481593092327548,0.17723709093810264,0.44843333333333335,-0.0132070729508996,0.01342375953681767,2.5698243737220765,0.01910794823591287,0.000274148545854047,576.6357345581055
