case,model,episodes,attack_success_rate,target_success_rate,all_hit_rate,sync_success_rate,all_sync_rate,mean_target_time,max_sync_spread,mean_sync_spread
case2,PN,1,1.0,1.0,1.0,1.0,1.0,35.026041666666785,0.350000000000005,0.11249999999999716
