case,episode,seed,failed_count,failed_defender_ids,failed_target_indices,interception_success,all_active_defenders_hit,cooperative_success,targets_covered,active_defenders_hit,E_co_time_s,E_n_g,E_miss_m,E_t_s,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms,original_interception_success,original_cooperative_success,asset_safe_interception_success,asset_safe_active_group_success,asset_safe_cooperative_success,breach_before_first_hit_target_indices,not_completed_before_breach_target_indices,mission_first_hit_completion_time_s,mission_active_group_completion_time_s
case2,66,90066,2,5;10,5;2,1,1,1,8,18,0.022916666666666773,0.24047917048203343,2.2041768021851507,65.7999999999984,65.8,50.0,3.0,0.3,400.0,1,1,0,0,0,5,5,nan,nan
