condition,case,variant,episode,seed,defender_id,target_id,time,dist_to_target,defender_pos_x,defender_pos_y,defender_pos_z
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,12,24,25.500000000000227,1.5796299531541704,-804.1915491839842,181.21374982744325,387.6965095279555
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,4,24,25.60000000000023,0.409873015200587,-803.2412070936506,180.50769437589128,387.14020862445926
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,2,22,26.900000000000247,1.7441628749870897,259.9419457935,751.5922660789965,516.8766076543873
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,10,22,26.900000000000247,2.346328507764192,259.8977692379251,751.0594004071244,516.5787796190341
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,18,22,27.00000000000025,1.0251994237354314,259.2589910094977,750.0302303468775,515.6651052573131
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,1,21,27.05000000000025,0.29146921068646664,387.74324569925113,736.4613527404777,513.9773553480773
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,13,25,27.05000000000025,0.5902352704674476,-504.7045314474357,-708.7654117188033,350.1858489754944
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,17,21,27.05000000000025,2.1579526541144736,386.6010165960895,735.2162355456383,513.0160697390219
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,9,21,27.10000000000025,2.963835216209239,385.48641636435866,733.7846457799454,511.8817737137886
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,5,25,27.250000000000252,2.757739497149824,-500.0069123094387,-703.4155474825014,346.9098178471847
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,0,20,27.400000000000254,1.88403851854552,832.1840887480588,-183.08820603741265,532.108266589206
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,16,20,27.400000000000254,2.026520491952181,832.0528433131456,-183.15140464519246,532.0365911335465
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,8,20,27.500000000000256,0.6340210662286754,831.1701331063792,-182.64098423864166,531.3719997801301
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,3,23,28.050000000000264,2.685066934236581,-749.2657936496383,475.00869904862265,403.9212700082584
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,11,23,28.050000000000264,0.3921123561723935,-750.7510667678332,476.46030987779613,405.0072256787538
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,19,23,28.200000000000266,0.414428959477446,-747.9612732456076,474.48390693212286,403.26621557994673
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,15,27,28.45000000000027,1.7695000093478161,757.9094619371276,-390.1376590647498,515.5418315832411
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,7,27,28.60000000000027,1.4841705964877674,755.3059673062215,-388.6632187354037,513.636265089172
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,14,26,28.900000000000276,0.5310012335855715,-146.5932799398967,-872.5699388188328,480.9203430482826
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,65,99465,6,26,29.000000000000277,0.31140002167904524,-146.22602571665684,-870.3756626301363,479.5995757230911
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,2,22,24.40000000000021,0.9949434426906951,144.54422326789202,768.5894539085594,416.23856112724405
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,18,22,24.40000000000021,1.9148207665494745,144.66185165250366,767.7762491807034,415.7662764126698
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,10,22,24.450000000000212,0.8139888155645361,144.30014862906322,767.5990048754489,415.6472448534942
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,11,23,24.750000000000217,0.660694576482033,-681.1404847925608,320.7735269791757,371.52127642500847
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,12,24,24.750000000000217,2.5581918013946923,-745.9612179124038,215.1038751589718,465.15880697082207
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,3,23,24.800000000000217,0.31371211277648464,-680.3855613827935,320.3362961673066,371.0331560618171
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,4,24,24.850000000000218,0.9174470593216193,-745.1665060551063,214.49343262837561,464.62312403809614
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,19,23,24.90000000000022,1.2012478886650106,-677.6217355084812,318.5899608745371,369.25381710177766
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,13,25,26.700000000000244,1.4724868321057953,-398.312187492711,-716.1618485163742,477.0813618371825
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,5,25,26.850000000000247,2.862535396895316,-395.8226417554389,-712.5862097300775,474.5429097798622
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,0,20,26.950000000000248,0.34064719741570293,764.9497097002396,-282.1703955927883,477.44197007580664
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,16,20,26.950000000000248,0.6307197805813356,764.5777003251487,-282.12008100446457,477.19190403690914
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,8,20,27.05000000000025,1.256829668007716,761.7741187936224,-281.2435837083128,475.30383764547963
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,66,99466,1,21,27.20000000000025,0.42130166106850936,332.24117113127903,856.8177316155358,391.39408746426835
