episode,seed,defender_id,target_index,target_id,hit_time_s,min_distance_m,miss_at_arrival_m
1,73201,0,1,21,32.15,0.44746323161386525,2.3660488514914717
1,73201,1,7,27,32.7,0.11209402085060148,0.11209402085060148
1,73201,2,4,24,nan,105.18721315840412,nan
1,73201,3,5,25,36.800000000000004,0.21096183663681387,1.6922026555253056
1,73201,4,7,27,33.75,0.47438424785274896,0.47438424785274896
1,73201,5,5,25,36.9,1.5818423485132167,1.5818423485132167
1,73201,6,6,26,33.45,1.1796610318380878,1.1796610318380878
1,73201,7,6,26,33.4,0.9613749335434478,2.8458337318247198
1,73201,8,0,20,37.7,0.19456574416192463,0.19456574416192463
1,73201,9,1,21,32.25,2.271595228487951,2.271595228487951
1,73201,10,2,22,34.7,0.0984677381154539,1.8821830161306807
1,73201,11,3,23,33.75,1.1304386776219764,2.860419275411426
1,73201,12,4,24,nan,110.76253740371133,nan
1,73201,13,3,23,34.15,0.9250394411673523,0.9250394411673523
1,73201,14,7,27,32.7,0.32532583874507875,0.32532583874507875
1,73201,15,0,20,37.7,0.9271749717279277,0.9271749717279277
1,73201,16,2,22,35.15,0.5883025778239482,0.5883025778239482
1,73201,17,2,22,36.1,2.381085358565052,2.381085358565052
1,73201,18,5,25,36.9,2.393677561811105,2.393677561811105
1,73201,19,3,23,33.800000000000004,0.9929415810623388,2.049693689818522
2,73202,0,6,26,32.9,0.9524922569158905,0.9951489822054077
2,73202,1,0,20,nan,33.89673276788734,nan
2,73202,2,3,23,36.35,0.7620167105827775,0.7620167105827775
2,73202,3,6,26,34.2,2.241129701773458,2.241129701773458
2,73202,4,4,24,nan,109.65896842049263,nan
2,73202,5,5,25,36.9,0.5672305851943241,1.336748194096678
2,73202,6,3,23,36.35,0.8453571576159443,0.8453571576159443
2,73202,7,7,27,32.85,0.8059756800739039,0.8059756800739039
2,73202,8,0,20,nan,35.98949343274939,nan
2,73202,9,5,25,38.15,2.953591611153748,2.953591611153748
2,73202,10,2,22,33.95,1.5664101440583058,1.5664101440583058
2,73202,11,1,21,34.2,1.1155044189935281,1.1155044189935281
2,73202,12,4,24,nan,113.69978442751211,nan
2,73202,13,4,24,nan,107.44518932055004,nan
2,73202,14,1,21,32.45,0.5229989936176468,1.4188175533745864
2,73202,15,1,21,32.35,0.6590483403328602,1.2815640518069187
2,73202,16,0,20,nan,36.86961513362999,nan
2,73202,17,7,27,32.9,0.411713153218452,0.411713153218452
2,73202,18,2,22,34.0,1.2961515968893549,1.2961515968893549
2,73202,19,3,23,34.800000000000004,2.1170154314924257,2.1170154314924257
