update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,actor_update_fraction,completed_episodes,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,1024,442626.5110519482,1.0,1.0,1.0,1.0,1.0,1.0,0.07500000000000107,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.041935512743657456,1.0885150343179704,2.761419355869293,0.015695157181471586,3.960540747642517,1.258480042219162,6.298756296659121,0.0017085937499999998,0.0002998847409179881,18.782759189605713
2,2048,882632.5385478251,1.0,1.0,1.0,1.0,1.0,1.0,0.05312500000000031,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.13498842790722848,0.7637776985764504,2.7575441002845764,0.8386368729174137,2.2513607263565065,10.91531452536583,1.6180750627070666,0.81,0.0002995391413931026,37.62979030609131
3,3072,442868.9819917176,1.0,1.0,1.0,1.0,1.0,1.0,0.08125000000000027,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.06070118043571711,0.3114340536296368,2.745096802711487,-0.47623498141765597,5.916398394107818,1.0283399611711501,2.0785502448678015,0.0984770902183612,0.00029896373431476147,55.77438139915466
4,4096,882472.083813671,1.0,1.0,1.0,1.0,1.0,1.0,0.07812500000000111,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.08486387915909291,0.43739419206976893,2.732843577861786,-0.39063833504915235,6.863107359409332,0.6051193185150623,1.1693792827427387,0.011972515182562033,0.00029815940691897306,73.62271308898926
5,5120,882598.1273080502,1.0,1.0,1.0,1.0,1.0,1.0,0.09062500000000129,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.1508865798357874,0.33988156318664553,2.73132860660553,0.3336455525830388,3.0892735540866854,6.3196640610694885,2.049056550860405,1.0,0.00029712739942028293,91.95581007003784
6,6144,442831.80906461924,1.0,1.0,1.0,1.0,1.0,1.0,0.08125000000000071,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.07147946748882532,0.15725870728492736,2.7251530289649963,-0.41058666408061983,4.769498443603515,2.7958040207624437,1.2836610861122608,0.12157665459056936,0.00029586930309945264,110.41524577140808
7,7168,882498.2291253209,1.0,1.0,1.0,1.0,1.0,1.0,0.07812500000000067,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,2,0.08107332084327937,0.2372191958129406,2.7150869488716127,-0.4318628549575806,5.388384330272674,0.7062141805887222,1.6761518016457557,0.014780882941434608,0.00029438705784982027,129.05420017242432
8,8192,794743.7818661295,1.0,1.0,1.0,1.0,1.0,1.0,0.08750000000000124,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.09610127934720367,0.177297180891037,2.717589795589447,-0.4001719683408737,7.031876564025879,0.753948500007391,1.230241734534502,0.0017970102999144335,0.0002926829491861255,148.65847206115723
9,9216,66338.61050091125,0.0,0.0,0.95,1.0,0.875,0.875,0.10000000000000142,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.12021822388051077,0.052267564553767444,2.725108098983765,-0.38861005306243895,4.497366178035736,1.6583493411540986,1.9740528091788292,0.00021847450052839252,0.0002907596047204114,165.22918248176575
10,10240,640801.128876362,1.0,1.0,1.0,1.0,1.0,1.0,0.08125000000000115,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.05932182394899428,0.2740050457417965,2.72894549369812,0.0002195003442466259,4.9662791848182675,0.9815778151154518,1.1895089708268642,0.0011390624999999999,0.00028861999011043737,183.67829632759094
