seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
74002,20,8,True,True,True,0.017013888888889845,0.8648322262048753,1.2132405687561745,36.16250000000001,0.10000000000000142,1.052203532232466,2.934801485022529,798,0.0631954548277395,0.0631954548277395,823.0218029930256,0.06711198676859503,0.0,0,"[2, 3, 3, 3, 2, 2, 3, 2]","[2, 3, 3, 3, 2, 2, 3, 2]"
