seed,target_index,target_id,group_size,defender_ids,mean_arrival_time_s,min_arrival_time_s,max_arrival_time_s,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
74002,0,20,2,6;8,39.45,39.45,39.45,0.0,0.0,0.5960761465049422,0.2474462765086218,39.45
74002,1,21,3,9;14;17,35.050000000000004,35.0,35.1,0.10000000000000142,0.033333333333333805,0.7206882120648573,1.5723398915777278,35.1
74002,2,22,3,10;12;18,33.650000000000006,33.6,33.7,0.10000000000000142,0.03333333333333618,1.0368888212590663,0.9859619444105353,33.7
74002,3,23,3,3;11;19,32.63333333333333,32.6,32.65,0.04999999999999716,0.02222222222222096,1.007035106736954,1.2176285555610442,32.65
74002,4,24,2,4;5,38.7,38.7,38.7,0.0,0.0,1.0007857002454246,0.9747485276717425,38.7
74002,5,25,2,2;13,39.875,39.85,39.900000000000006,0.05000000000000426,0.02500000000000213,0.2909711217783039,2.062055612930104,39.900000000000006
74002,6,26,3,0;1;16,35.18333333333333,35.15,35.2,0.05000000000000426,0.022222222222225696,1.0525144924911236,2.4035973860615196,35.2
74002,7,27,2,7;15,34.6,34.6,34.6,0.0,0.0,1.2136982085583305,0.24214635532810186,34.6
