episode,seed,defender_id,target_index,target_id,hit_time_s,min_distance_m,miss_at_arrival_m
1,73101,0,1,21,32.0,0.25501055382506654,1.6949054307681832
1,73101,1,1,21,32.25,0.3624706614352911,0.3624706614352911
1,73101,2,2,22,nan,3.966477790647624,nan
1,73101,3,3,23,48.35,1.9262649411556283,1.9262649411556283
1,73101,4,4,24,nan,88.74527219783637,nan
1,73101,5,5,25,nan,174.91539300244096,nan
1,73101,6,6,26,nan,72.41540009393285,nan
1,73101,7,0,20,nan,294.48649174941244,nan
1,73101,8,6,26,nan,71.51186085779815,nan
1,73101,9,1,21,32.15,0.10332517111307168,1.8759866638649918
1,73101,10,2,22,nan,3.2547784876164623,nan
1,73101,11,3,23,48.300000000000004,1.6568501979703607,2.6659798451583434
1,73101,12,5,25,nan,183.83433882610257,nan
1,73101,13,4,24,nan,84.38819228710666,nan
1,73101,14,6,26,nan,66.25597352779668,nan
1,73101,15,7,27,32.050000000000004,0.5108279725519597,2.4907606078737183
1,73101,16,7,27,32.1,0.9082637391248475,0.9082637391248475
1,73101,17,0,20,nan,300.3479124029427,nan
1,73101,18,4,24,nan,84.77330428192819,nan
1,73101,19,3,23,48.300000000000004,1.859276552091695,2.1414856559708135
2,73102,0,6,26,32.75,0.6127165878745843,2.5436629375559585
2,73102,1,1,21,51.85,1.3976369252310679,1.3976369252310679
2,73102,2,2,22,nan,24.895664714807868,nan
2,73102,3,3,23,48.650000000000006,2.1741552617063893,2.1741552617063893
2,73102,4,4,24,71.9,0.6987892466576007,2.6664365336142803
2,73102,5,4,24,nan,4.32084096729787,nan
2,73102,6,0,20,nan,290.91438081434154,nan
2,73102,7,7,27,32.050000000000004,0.3147649203304556,2.2941804343462935
2,73102,8,7,27,32.1,1.4965683419009432,1.4965683419009432
2,73102,9,7,27,32.0,0.9088645142493665,2.8861870893111377
2,73102,10,1,21,39.050000000000004,0.26341795731839873,2.104224839312929
2,73102,11,3,23,48.650000000000006,2.0256285653653334,2.0256285653653334
2,73102,12,0,20,nan,121.53547606275967,nan
2,73102,13,5,25,50.050000000000004,0.7277061645998023,2.6266516416633796
2,73102,14,0,20,nan,285.5128884381902,nan
2,73102,15,6,26,32.800000000000004,1.8781445627378757,1.8781445627378757
2,73102,16,5,25,57.150000000000006,2.9768503131302526,2.9768503131302526
2,73102,17,1,21,51.85,2.1294380120828076,2.1294380120828076
2,73102,18,2,22,nan,26.153626558392244,nan
2,73102,19,2,22,nan,31.55331786213665,nan
