seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
74009,20,8,True,True,True,0.02222222222222229,0.8091647438209091,1.3102933665665135,35.7625,0.10000000000000142,1.0243758448402314,2.9568281822352485,779,0.0645077245367219,0.0645077245367219,836.7574450094253,0.07311926045161443,0.0,0,"[3, 2, 2, 2, 3, 3, 2, 3]","[3, 2, 2, 2, 3, 3, 2, 3]"
