case,metric,v2_mean,v3_mean,v3_vs_v2_mean_change_percent,v2_std,v3_std,v3_vs_v2_std_ratio,v2_q1,v2_median,v2_q3,v3_q1,v3_median,v3_q3
case1,E_co_time_s,0.061438062390142545,0.05836903596423097,-4.99531773385481,0.015000269347424624,0.018530292983896378,1.2353306833838833,0.050741271543710324,0.06018499759210626,0.07147310071462787,0.045622951918852135,0.056196104916266,0.06944841570618653
case1,E_n_g,0.08556219814127203,0.09690561798414592,13.257513352035133,0.013504462013165828,0.03583287278033879,2.6534098689310577,0.07599595514116918,0.08539467631619511,0.09500805299780986,0.07372788853124132,0.09025232104783155,0.11067521337721109
case1,E_miss_m,3.393938572858826,3.306120936285926,-2.5874845607157915,0.35929308672054927,0.5091331685800299,1.417041372065205,3.147733614654609,3.3686820966527287,3.6229560183645466,2.9504946060905377,3.260588568453468,3.5887965979308865
case1,E_t_s,31.757550000000002,30.86495,-2.8106702185779486,1.4144897591636283,2.49291468388333,1.7624126775985722,30.900000000000002,31.650000000000002,32.550000000000004,29.3,30.400000000000002,32.0125
case2,E_co_time_s,0.11606916607836931,0.11276744220243132,-2.8446175564910026,0.05154313569739485,0.06009645807696965,1.165944936485638,0.08044660761345884,0.10553177327204788,0.14286532840446314,0.07183967744231605,0.10192520910471484,0.14047372952583265
case2,E_n_g,0.21509938025234873,0.24133787281006716,12.198311555773023,0.06646698417615364,0.11235068650620612,1.6903232168387472,0.1610792468580613,0.21997702164089222,0.2693961840759583,0.15920304886032838,0.23456441821072388,0.30978860901876915
case2,E_miss_m,3.6795278359175514,3.687526666922858,0.2173874301812928,0.4109434849866214,0.7105740362322007,1.7291283648293732,3.396659876939995,3.6565562625770145,3.95899539036734,3.208019259306098,3.596886297164985,4.079733328007464
case2,E_t_s,38.1495,37.47515,-1.767650952175004,3.444651705960325,4.543852613594996,1.3191036428248202,35.7875,37.95,40.2625,34.087500000000006,37.075,40.800000000000004
