update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,actor_lr,wall_time_s
1,6000,166716872.70703125,0.0,0.0,0.03958333333333108,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0005369509075535461,1.058780699968338,2.7605464458465576,0.0026994719905794285,0.000299991802820144,27.55875515937805
2,12000,166691165.81640625,0.0,0.0,0.07291666666666252,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0013361589275746155,0.7850229740142822,2.772237408161163,0.0024930187129632796,0.00029996721217948936,55.64866399765015
3,18000,166379452.98046875,0.0,0.0,0.03749999999999787,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0012537913804408162,0.19775962717831136,2.7873578786849977,0.003014178373256393,0.0002999262307746768,84.11741304397583
4,24000,166702697.12890625,0.0,0.0,0.02916666666666501,0.8000000000000002,1.1102230246251565e-16,0.0,-0.001529813910019584,0.05848811874166131,2.8012565851211546,0.002706244268322666,0.00029986886309977926,112.49097752571106
5,30000,166782532.95703125,0.0,0.0,0.02499999999999858,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0014773680246435105,0.03339792550541461,2.8155560374259947,0.0030906399933962768,0.00029979511544580873,140.1730034351349
6,36000,166291110.95117188,0.0,0.0,0.04374999999999751,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0017122906661825254,0.02813986367546022,2.8332383275032043,0.003209576525408775,0.00029970499590002654,167.57876563072205
7,42000,166784645.4296875,0.0,0.0,0.038541666666664476,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0018277535098604857,0.023138504568487407,2.849498438835144,0.003498873076656217,0.0002995985143450564,196.83392906188965
8,48000,165591222.1015625,0.0,0.0,0.0562499999999968,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0014094190788455307,0.017058391636237503,2.8636066913604736,0.002714780643332437,0.00029947568245780083,227.23675203323364
9,54000,164396177.51171875,0.0,0.0,3.337499999999811,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0023195569840027018,0.018636608961969614,2.8762699842453,0.003832451947140525,0.00029933651370816036,255.46516847610474
10,60000,166675032.65820312,0.0,0.0,0.04374999999999751,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0016148284332302865,0.014782232930883765,2.891161894798279,0.003781577816394466,0.00029918102335755675,284.6241092681885
11,66000,166875373.70117188,0.0,0.0,0.05208333333333037,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0018505848696804606,0.014763521309942008,2.908443820476532,0.0038416046056865215,0.00029900922845725917,314.0045380592346
12,72000,166111567.61914062,0.0,0.0,0.06354166666666305,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0016393330821301787,0.013977430388331413,2.924189341068268,0.003684048119901373,0.0002988211478465144,343.4056558609009
13,78000,167584395.18164062,0.0,0.0,0.03541666666666465,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0015050527843413874,0.012078589713200926,2.938377523422241,0.0034894633024903144,0.0002986168021504807,373.585152387619
14,84000,166876108.5859375,0.0,0.0,0.02916666666666501,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0016642286034766584,0.014359426870942115,2.9537729024887085,0.0035638980139116594,0.00029839621377796666,403.01516580581665
15,90000,166151110.71875,0.0,0.0,0.04374999999999751,0.8000000000000002,1.1102230246251565e-16,0.0,-0.001577613939298317,0.01303787436336279,2.9719584465026854,0.0034027024452233158,0.000298159406918973,431.78418350219727
16,96000,166779727.1796875,0.0,0.0,0.04583333333333073,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0012632725993171334,0.014661177294328809,2.9889246344566347,0.0037514924660728617,0.0002979064075420404,461.75826382637024
17,102000,166200485.71679688,0.0,0.0,0.02083333333333215,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0015365945349913091,0.015132301673293113,3.0016411542892456,0.004411729800328612,0.0002976372433914015,490.9922049045563
18,108000,165861265.87695312,0.0,0.0,0.04062499999999769,0.8000000000000002,1.1102230246251565e-16,0.0,-0.002061399383819662,0.01616859817877412,3.015052604675293,0.0027325897164596213,0.0002973519439839389,520.0708394050598
19,114000,166121471.97851562,0.0,0.0,0.03749999999999787,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0017258475229027681,0.013055104296654463,3.02796550989151,0.003851073209444683,0.0002970505406059473,549.3278262615204
