case,episode,seed,defender_id,target_index,hit_time_s,terminal_abs_ny_g,hit_distance_m
case1,1,89015,12,4,27.70000000000026,0.0007194517122270094,2.3530076672934777
case1,1,89015,7,7,28.50000000000027,0.06502680594683113,1.7222429039932534
case1,1,89015,15,7,28.50000000000027,0.2082727182306099,0.8057425094482731
case1,1,89015,9,1,28.650000000000272,0.18712404688900325,0.817570540895337
case1,1,89015,17,1,28.650000000000272,0.12810868366636738,1.1403177212763154
case1,1,89015,14,6,29.20000000000028,0.47555840724517184,2.636815719349711
case1,1,89015,6,6,29.25000000000028,0.26146812077543713,1.3039941776736912
case1,1,89015,11,3,30.150000000000293,0.09896456353588254,1.5677962644248464
case1,1,89015,19,3,30.150000000000293,0.08008714003157535,1.1457814498137657
case1,1,89015,3,3,30.200000000000294,0.14963544604204146,1.0516929172449114
case1,1,89015,0,0,31.30000000000031,0.3317603537757074,1.6050923014064589
case1,1,89015,8,0,31.30000000000031,0.00538424291596018,1.9765749937786832
case1,1,89015,16,0,31.35000000000031,0.6912980039301747,0.5526544768323108
case1,1,89015,10,2,33.05000000000026,0.13747395523506933,1.8398776491372641
case1,1,89015,18,2,33.05000000000026,0.06321862449414067,2.144788731890487
case1,1,89015,2,2,33.10000000000026,0.1651478170610229,1.155119616625853
case1,1,89015,13,5,33.10000000000026,0.035016167375224144,1.962994175315256
case1,1,89015,5,5,33.150000000000254,0.400496825223018,1.9289510639295748
