update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,actor_lr,wall_time_s
1,6000,160271627.76367188,0.0,0.0,0.04374999999999751,0.7709628046808076,0.020292819455791283,0.19966666666666666,-0.006823827542393701,0.7005056858062744,2.7529255032539366,0.004571973251135399,0.000299991802820144,29.29146671295166
2,12000,165368563.6171875,0.0,0.0,0.03541666666666465,0.7446510850290013,0.0387091503707371,0.23008333333333333,-0.008465566649101674,0.3560209609568119,2.743105673789978,0.004336807393478237,0.00029996721217948936,57.632646560668945
3,18000,164505019.45898438,0.0,0.0,0.046458333333330694,0.7209806203655486,0.055275433635153526,0.25555833333333333,-0.008611078337162325,0.07043757569044828,2.730554151535034,0.007506252703455596,0.0002999262307746768,86.47096943855286
4,24000,163676405.08398438,0.0,0.0,0.034374999999998046,0.6996870604296482,0.070177028186771,0.27905,-0.008132099884096532,0.03865547850728035,2.7178496956825255,0.008762845606493453,0.00029986886309977926,115.04710102081299
5,30000,164225317.15625,0.0,0.0,0.046874999999997335,0.6807432812326418,0.08355934925531336,0.301775,-0.008592957866494545,0.029382357746362685,2.7054122924804687,0.013446996015763536,0.00029979511544580873,144.3784191608429
6,36000,161831894.9765625,0.0,0.0,0.044999999999997445,0.6636930141005284,0.09559631658061657,0.31783333333333336,-0.007355337313492782,0.044156751874834296,2.6944664478302003,0.017473642257318556,0.00029970499590002654,173.0036163330078
7,42000,162739949.20703125,0.0,0.0,0.05999999999999659,0.6482798527288154,0.10635953519088882,0.3343833333333333,-0.010171096090925858,0.023608473408967257,2.683176863193512,0.018774998907720046,0.0002995985143450564,202.11563277244568
8,48000,160057285.04882812,0.0,0.0,0.05166666666666373,0.6346559560650695,0.11595399106207481,0.35275833333333334,-0.008416381664574146,0.0207007247954607,2.669191765785217,0.023458137893664334,0.00029947568245780083,231.5908043384552
9,54000,163091279.40039062,0.0,0.0,0.0862499999999951,0.6221069975583323,0.12454052280157847,0.364925,-0.011050162606989034,0.01858348920941353,2.654517614841461,0.023081075021103015,0.00029933651370816036,261.51174569129944
10,60000,160518721.67773438,0.0,0.0,1.694374999999904,0.6107026031546312,0.13249534531357376,0.3788916666666667,-0.008822965784565895,0.020340862032026053,2.6402663946151734,0.027534365681993467,0.00029918102335755675,291.1713182926178
11,66000,161530410.24804688,0.0,0.0,0.038541666666664476,0.6007279066958364,0.13949262342645052,0.3878666666666667,-0.009136202730587684,0.017866943357512356,2.6265222072601317,0.031492159739037365,0.00029900922845725917,320.4004752635956
12,72000,162753421.12695312,0.0,0.0,0.05312499999999698,0.5916066343604612,0.1458665600961868,0.3980166666666667,-0.01162729007191956,0.016706215823069213,2.612040841579437,0.029531323218593995,0.0002988211478465144,349.14873003959656
13,78000,162943830.34960938,0.0,0.0,0.03479166666666469,0.583467626183089,0.15166426373673605,0.4082,-0.011768725771980825,0.015813415963202716,2.5973746180534363,0.024801118416562674,0.0002986168021504807,378.7554233074188
14,84000,163279610.62890625,0.0,0.0,0.034374999999998046,0.5762552084763153,0.15665506212955774,0.4166916666666667,-0.011356347940454726,0.015743937296792864,2.5848392248153687,0.027913441399410387,0.00029839621377796666,407.85329389572144
15,90000,162684947.68554688,0.0,0.0,0.04062499999999769,0.569503413196018,0.16125158190971667,0.426975,-0.011061083915410563,0.016850610729306936,2.573168706893921,0.02191933446285623,0.000298159406918973,434.50573229789734
16,96000,162920609.578125,0.0,0.0,0.018541666666665613,0.5637117035697119,0.1654326244118811,0.42855,-0.010062046977691353,0.0158616463188082,2.5627607345581054,0.015643664981452733,0.0002979064075420404,457.94124960899353
