episode,seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
1,73401,20,8,True,True,True,0.02048611111111054,0.835297363215501,1.6520089241032285,35.3,0.05000000000000426,0.8867357720912997,2.742373176158925,745,0.06252227601816393,0.06252227601816393,849.2982989992015,0.0639466666671475,0.0,0,"[3, 2, 3, 2, 3, 2, 2, 3]","[3, 2, 3, 2, 3, 2, 2, 3]"
2,73402,20,8,True,True,True,0.015972222222222648,0.7821054093541517,1.5178535136798035,35.1375,0.10000000000000142,1.0589070304908579,2.569738135956073,744,0.23958036438678437,0.23958036438678437,1659.7302029840648,0.258744445511134,0.0,0,"[3, 2, 3, 1, 3, 3, 2, 3]","[3, 2, 3, 1, 3, 3, 2, 3]"
3,73403,20,8,True,False,False,0.1895833333333326,0.8041068236122816,1.7758089891929407,36.3625,1.0499999999999972,1.287042762145044,2.9546056768137587,786,0.2865195585935912,0.2865195585935912,1665.5087820254266,0.8592677870857935,0.0,0,"[2, 3, 2, 3, 3, 2, 2, 3]","[2, 3, 2, 3, 3, 2, 2, 3]"
