environment_steps_k,mean,shadow_lower,shadow_upper,n_seeds,moving_average_window_updates
6.00000000,0.8301068187,0.5061819237,1.154031714,5,5
12.00000000,0.6730609092,0.4810707108,0.8650511077,5,5
18.00000000,0.496125221,0.3633068867,0.6289435553,5,5
24.00000000,0.3880738632,0.2896391662,0.4865085602,5,5
30.00000000,0.3186914103,0.2398240883,0.3975587323,5,5
36.00000000,0.1578045638,0.1190543327,0.1965547948,5,5
42.00000000,0.05920002015,0.04884082767,0.06955921263,5,5
48.00000000,0.03415090802,0.03032439738,0.03797741866,5,5
54.00000000,0.02441397688,0.02257156042,0.02625639334,5,5
60.00000000,0.01895269189,0.01708562726,0.02081975653,5,5
66.00000000,0.01641217767,0.01531672651,0.01750762882,5,5
72.00000000,0.01430298961,0.01358183245,0.01502414677,5,5
78.00000000,0.0132959464,0.01249765034,0.01409424246,5,5
84.00000000,0.01252032414,0.01170555586,0.01333509242,5,5
90.00000000,0.01201059262,0.01131154891,0.01270963633,5,5
96.00000000,0.01160508413,0.01096064684,0.01224952142,5,5
102.00000000,0.01122086668,0.01053528475,0.01190644862,5,5
108.00000000,0.01097346124,0.01022037433,0.01172654815,5,5
114.00000000,0.01076568525,0.00978889116,0.01174247933,5,5
120.00000000,0.01045114426,0.009278724671,0.01162356384,5,5
126.00000000,0.01022917456,0.008947719676,0.01151062944,5,5
132.00000000,0.01007591364,0.008780895637,0.01137093164,5,5
138.00000000,0.00993406505,0.008675494578,0.01119263552,5,5
144.00000000,0.009818479951,0.008671391878,0.01096556802,5,5
150.00000000,0.009866073694,0.008981970527,0.01075017686,5,5
156.00000000,0.009835906942,0.009135976757,0.01053583713,5,5
162.00000000,0.009875955898,0.009234129617,0.01051778218,5,5
168.00000000,0.009854203036,0.009258260152,0.01045014592,5,5
174.00000000,0.009898076622,0.009363444039,0.01043270921,5,5
180.00000000,0.009884871718,0.009307741797,0.01046200164,5,5
186.00000000,0.009833030542,0.009059112846,0.01060694824,5,5
192.00000000,0.0101033053,0.009462291234,0.01074431937,5,5
198.00000000,0.01019289157,0.009512773793,0.01087300935,5,5
204.00000000,0.01011456237,0.009392752937,0.01083637181,5,5
210.00000000,0.01003624141,0.009359044951,0.01071343786,5,5
216.00000000,0.01012177427,0.009443135223,0.01080041332,5,5
222.00000000,0.009754532134,0.009332037593,0.01017702668,5,5
228.00000000,0.009617171302,0.008827711758,0.01040663085,5,5
234.00000000,0.009691283699,0.008816682143,0.01056588526,5,5
240.00000000,0.009733942932,0.008863526417,0.01060435945,5,5
246.00000000,0.009741897872,0.008974972425,0.01050882332,5,5
252.00000000,0.009802793572,0.008913938565,0.01069164858,5,5
258.00000000,0.009885124783,0.008948973561,0.01082127601,5,5
264.00000000,0.009821283861,0.008931126849,0.01071144087,5,5
270.00000000,0.00985755892,0.008985358104,0.01072975974,5,5
276.00000000,0.009824659881,0.009018218782,0.01063110098,5,5
282.00000000,0.00985003271,0.009119234854,0.01058083057,5,5
288.00000000,0.009792355435,0.009132833371,0.0104518775,5,5
294.00000000,0.009804033811,0.00918103306,0.01042703456,5,5
300.00000000,0.009740398541,0.009143611598,0.01033718548,5,5
306.00000000,0.009610269388,0.008940425374,0.0102801134,5,5
312.00000000,0.009502236854,0.00877925629,0.01022521742,5,5
318.00000000,0.009473099249,0.008746685669,0.01019951283,5,5
324.00000000,0.009423805968,0.008724229897,0.01012338204,5,5
330.00000000,0.009341668496,0.008599057534,0.01008427946,5,5
336.00000000,0.009385848422,0.008730942357,0.01004075449,5,5
342.00000000,0.009400378613,0.008759612269,0.01004114496,5,5
348.00000000,0.009312660879,0.008636480338,0.009988841419,5,5
354.00000000,0.009329935196,0.008586119345,0.01007375105,5,5
360.00000000,0.009437758939,0.008671178375,0.0102043395,5,5
366.00000000,0.009477459989,0.008781901537,0.01017301844,5,5
372.00000000,0.009457104343,0.008836488445,0.01007772024,5,5
378.00000000,0.009472890997,0.00880019271,0.01014558929,5,5
384.00000000,0.009519625343,0.008833680862,0.01020556982,5,5
390.00000000,0.00943605357,0.008751021977,0.01012108516,5,5
396.00000000,0.009443758826,0.008759902639,0.01012761501,5,5
402.00000000,0.009492336394,0.008763386796,0.01022128599,5,5
408.00000000,0.009543329872,0.008842639557,0.01024402019,5,5
414.00000000,0.009453376866,0.008766353197,0.01014040053,5,5
420.00000000,0.00952106151,0.008856372867,0.01018575015,5,5
426.00000000,0.009532492876,0.008871142286,0.01019384347,5,5
432.00000000,0.009524117713,0.008871651436,0.01017658399,5,5
438.00000000,0.009483017378,0.008856406973,0.01010962778,5,5
444.00000000,0.009569937292,0.008939173116,0.01020070147,5,5
450.00000000,0.009540947706,0.008917044586,0.01016485083,5,5
456.00000000,0.009469449781,0.0088157074,0.01012319216,5,5
462.00000000,0.009461004257,0.008780888843,0.01014111967,5,5
468.00000000,0.009479502067,0.008777393618,0.01018161052,5,5
474.00000000,0.009379091024,0.00863162888,0.01012655317,5,5
480.00000000,0.009385327828,0.008649922261,0.0101207334,5,5
486.00000000,0.009428299904,0.008750225724,0.01010637408,5,5
492.00000000,0.009421492664,0.008711585718,0.01013139961,5,5
498.00000000,0.009413392444,0.008685663486,0.0101411214,5,5
504.00000000,0.009406803644,0.008754412918,0.01005919437,5,5
510.00000000,0.009333922028,0.008661180506,0.01000666355,5,5
516.00000000,0.009314326396,0.008639884451,0.009988768341,5,5
522.00000000,0.009300165846,0.008659229564,0.009941102128,5,5
528.00000000,0.00928499143,0.008696840632,0.009873142228,5,5
534.00000000,0.009264005889,0.008635651931,0.009892359847,5,5
540.00000000,0.009237890474,0.008568942628,0.009906838319,5,5
546.00000000,0.009222252624,0.008579438542,0.009865066706,5,5
552.00000000,0.009163130756,0.008522656529,0.009803604984,5,5
558.00000000,0.009131065848,0.008483615788,0.009778515909,5,5
564.00000000,0.00916575902,0.008539227714,0.009792290327,5,5
570.00000000,0.009233965094,0.008670654273,0.009797275915,5,5
576.00000000,0.009274268487,0.008708737919,0.009839799054,5,5
582.00000000,0.009318975499,0.008764530321,0.009873420677,5,5
588.00000000,0.009345007596,0.008798615955,0.009891399236,5,5
594.00000000,0.009343385787,0.008825964263,0.00986080731,5,5
600.00000000,0.009326485023,0.008794065567,0.009858904479,5,5
