condition,case,variant,episode,seed,attack_pattern,assignment_mode,target_coverage_success,all_defenders_hit,cooperative_success,mission_success,failure_class,targets_covered,complete_groups,coordinated_groups,E_co_time_s,E_n_g,E_miss_m,E_t_s,mean_closest_approach_m,worst_closest_approach_m,mean_agent_return,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms,initial_perturbation_scale,defender_position_rms_m,attacker_radial_scale_std,idbo_runtime_ms,idbo_best_cost,idbo_repaired_cost,idbo_final_disagreement,assignment_repair_moves,case4_geometry
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.0569444444444452,0.1781746937601411,1.1991081588177133,27.443750000000257,0.6996678012900495,2.728013334063867,441551.28173139784,28.6,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.053472222222222886,0.18760218644457452,1.4580194011528582,25.975000000000236,0.8598407576999328,2.7669401216667926,441551.77091410215,27.25,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,55,99455,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05520833333333427,0.1418745597155796,1.2394394621117402,27.85000000000026,0.6270568251876312,2.6099431032235607,441621.2434091565,29.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,56,99456,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04895833333333388,0.17121461020530468,1.610145929621022,26.975000000000247,0.9205369012601942,2.980426160933922,441634.428981469,29.35,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,57,99457,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04861111111111175,0.14665791013663798,1.4079394453780552,27.412500000000257,0.7769707138825618,2.940668269984623,441617.90219051705,29.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,58,99458,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.049305555555556456,0.142250100436062,1.6533475465348964,26.81250000000025,0.9866780062876378,2.426440756035692,441608.25526728155,29.400000000000002,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,59,99459,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.050000000000000856,0.1500237611049793,1.5519692863280798,26.981250000000248,0.7208872999019841,2.520020501384285,441545.13498515903,29.05,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,60,99460,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05833333333333431,0.20800203679976553,1.2696116482311273,26.262500000000237,0.8453033623309274,2.229047059236113,441553.7104671564,28.35,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,61,99461,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.047916666666667496,0.13337630339474926,1.1449793208884163,26.862500000000246,0.5986952162687367,2.290178438380841,441634.415774321,30.6,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,62,99462,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05069444444444556,0.17570861452741732,1.5402696764382109,26.51250000000024,0.8574849034871275,2.70564144461646,441547.30317717826,28.700000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,63,99463,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.061805555555556335,0.1518610563886629,1.616041108622514,27.743750000000258,0.7910294589279788,2.998497783938941,441637.1707533274,28.75,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,64,99464,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04652777777777854,0.13765923581707482,1.5866416121504237,27.281250000000252,0.9113288450209968,2.7225544197582154,441650.2569070235,28.950000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
