case,episode,seed,target_index,assigned_defenders,active_defenders,active_hits,target_covered,active_group_complete,coordinated,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
case1,13,89013,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.17166679656062053,1.5190982026413453,31.35000000000031
case1,13,89013,1,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.15353197037657518,2.8522742206582925,28.750000000000274
case1,13,89013,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.22409056215147505,1.5942211801160928,33.10000000000026
case1,13,89013,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.36238842986556846,1.7117462441586824,30.200000000000294
case1,13,89013,4,2,2,2,1,1,1,0.0,0.0,0.23528678630594965,2.00592158465178,26.750000000000245
case1,13,89013,5,2,1,1,1,1,1,0.0,0.0,0.45767241395607616,0.5471700668936219,37.10000000000003
case1,13,89013,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.13396746794641157,1.9242638864117505,29.25000000000028
case1,13,89013,7,2,2,2,1,1,1,0.0,0.0,0.29851280314111406,0.6049166642151085,28.50000000000027
case1,14,89014,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.38687108830325506,1.5088982614257354,31.35000000000031
case1,14,89014,1,3,3,3,1,1,1,0.0,0.0,0.08448120511375963,1.4799663525712834,28.350000000000268
case1,14,89014,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.20710875024290676,2.0067730013059424,33.10000000000026
case1,14,89014,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.2026058392922764,1.3679576126752406,30.200000000000294
case1,14,89014,4,2,1,1,1,1,1,0.0,0.0,0.004956534149813646,0.6761818621332903,34.000000000000206
case1,14,89014,5,2,2,2,1,1,1,0.0,0.0,0.3145688782015078,1.6903449631228367,33.10000000000026
case1,14,89014,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.49338713950404567,1.4427815098741688,29.25000000000028
case1,14,89014,7,2,1,1,1,1,1,0.0,0.0,0.09689701313507623,2.5257645205326744,29.85000000000029
case1,15,89015,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.34281626292769724,1.378411391275085,31.35000000000031
case1,15,89015,1,3,2,2,1,1,1,0.0,0.0,0.1576162717743163,0.9790915295485776,28.650000000000272
case1,15,89015,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.12194759244575232,1.7127304006292892,33.10000000000026
case1,15,89015,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.10955542985748684,1.2546831075875708,30.200000000000294
case1,15,89015,4,2,1,1,1,1,1,0.0,0.0,0.000719675360215416,2.3529918451233214,27.70000000000026
case1,15,89015,5,2,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.21775664810503353,1.9459060164444284,33.150000000000254
case1,15,89015,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.36851239816445885,1.9710044101766497,29.25000000000028
case1,15,89015,7,2,2,2,1,1,1,0.0,0.0,0.1366509811773566,1.2635956971371516,28.50000000000027
case1,16,89016,0,3,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.25918072159242517,1.577101152085805,32.100000000000314
case1,16,89016,1,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4375042985492765,2.07957371759008,28.750000000000274
case1,16,89016,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.06067487274003245,1.221991199205601,33.10000000000026
case1,16,89016,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.13334652859217455,1.0500666439269044,30.200000000000294
case1,16,89016,4,2,2,1,1,0,0,0.0,0.0,0.0683803174238225,2.753823943135528,26.750000000000245
case1,16,89016,5,2,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.2771607511734671,2.0711125365176564,33.150000000000254
case1,16,89016,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2541642892990498,1.3549007371421642,29.25000000000028
case1,16,89016,7,2,2,2,1,1,1,0.0,0.0,0.1549030578672364,1.4791052592111216,28.50000000000027
case1,17,89017,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.28793828964698326,1.4183838006402916,31.35000000000031
case1,17,89017,1,3,3,3,1,1,1,0.0,0.0,0.3613611249093427,1.4176975090348376,28.350000000000268
case1,17,89017,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.24903122157429955,1.4579887613453597,33.10000000000026
case1,17,89017,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.24867354651814363,1.290613134153818,30.200000000000294
case1,17,89017,4,2,2,2,1,1,1,0.0,0.0,0.2782673310441909,2.283101221974219,26.750000000000245
case1,17,89017,5,2,2,2,1,1,1,0.0,0.0,0.13623653972506966,1.6159994049647812,33.150000000000254
case1,17,89017,6,2,1,1,1,1,1,0.0,0.0,0.10073022031619372,1.5545413081897634,30.050000000000292
case1,17,89017,7,2,1,1,1,1,1,0.0,0.0,0.1587115726248632,1.506574849941609,29.350000000000282
case1,18,89018,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.28328117308051587,1.6190672396164898,31.35000000000031
case1,18,89018,1,3,3,3,1,1,1,0.0,0.0,0.33001872920693653,1.584543524634065,28.350000000000268
case1,18,89018,2,3,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.4485638895247377,1.794627311795633,35.00000000000015
case1,18,89018,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.3076119070269372,1.6723542385325505,30.200000000000294
case1,18,89018,4,2,1,1,1,1,1,0.0,0.0,0.27185587645098364,0.8661862223125891,33.500000000000234
case1,18,89018,5,2,2,2,1,1,1,0.0,0.0,0.5028936602722135,1.9474319569406533,33.10000000000026
case1,18,89018,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.31057654411621105,2.0369761916680167,29.25000000000028
case1,18,89018,7,2,2,2,1,1,1,0.0,0.0,0.021047107165882067,0.6419796689654573,28.50000000000027
case1,19,89019,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.29903876608361096,1.3053270140874431,31.35000000000031
case1,19,89019,1,3,3,3,1,1,1,0.0,0.0,0.3492319799795382,1.3412003436695663,28.350000000000268
case1,19,89019,2,3,2,2,1,1,1,0.0,0.0,0.220863016776981,1.5042277288114911,33.40000000000024
case1,19,89019,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.27529571766367394,1.3726446016304623,30.200000000000294
case1,19,89019,4,2,2,2,1,1,1,0.0,0.0,0.11820742498916806,2.257546030299364,26.750000000000245
case1,19,89019,5,2,2,2,1,1,1,0.0,0.0,0.057351691853359935,1.2626283531120164,33.150000000000254
case1,19,89019,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4513634440000894,2.2499190278074557,29.25000000000028
case1,19,89019,7,2,1,1,1,1,1,0.0,0.0,0.07689752491542762,2.1810131700265876,29.85000000000029
case1,20,89020,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.391156828826762,1.1114390822377895,31.35000000000031
case1,20,89020,1,3,3,3,1,1,1,0.0,0.0,0.14495157341710216,1.4050861357329936,28.350000000000268
case1,20,89020,2,3,1,1,1,1,1,0.0,0.0,0.4200363980868683,1.520779167906139,34.700000000000166
case1,20,89020,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.026562386753194982,1.2846711607624537,30.200000000000294
case1,20,89020,4,2,2,2,1,1,1,0.0,0.0,0.379621289395043,2.005859041569699,26.750000000000245
case1,20,89020,5,2,2,2,1,1,1,0.0,0.0,0.22264905227591503,0.7037970880411619,33.10000000000026
case1,20,89020,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3449652881410029,1.7909388350279092,29.25000000000028
case1,20,89020,7,2,2,2,1,1,1,0.0,0.0,0.08226837230020098,0.6932733458486329,28.50000000000027
case1,21,89021,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.18784986398682713,1.305680367229549,31.35000000000031
case1,21,89021,1,3,3,3,1,1,1,0.0,0.0,0.36931235766035847,1.6579465746040352,28.350000000000268
case1,21,89021,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.09412742641886603,1.4770276802140447,33.10000000000026
case1,21,89021,3,3,2,2,1,1,1,0.0,0.0,0.2551730442420561,1.0191542962762925,30.350000000000296
case1,21,89021,4,2,1,1,1,1,1,0.0,0.0,0.2049291977239548,0.786837333485817,33.80000000000022
case1,21,89021,5,2,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.06502124690868333,2.089148825618872,33.20000000000025
case1,21,89021,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.10331905361351724,1.6378432194212698,29.25000000000028
case1,21,89021,7,2,2,2,1,1,1,0.0,0.0,0.21918368412638137,1.0265089413119552,28.50000000000027
case1,22,89022,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.09244975219003682,1.3525103561524692,31.35000000000031
case1,22,89022,1,3,3,3,1,1,1,0.0,0.0,0.31414135365498513,1.6483257914944562,28.350000000000268
case1,22,89022,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.3094543704621241,1.4959269639386765,33.10000000000026
case1,22,89022,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.4131881099790439,1.5436150326117728,30.200000000000294
case1,22,89022,4,2,2,2,1,1,1,0.0,0.0,0.07732761171409448,2.3439758090186995,26.750000000000245
case1,22,89022,5,2,2,2,1,1,1,0.0,0.0,0.15219148626646672,1.0309425431778534,33.150000000000254
case1,22,89022,6,2,1,1,1,1,1,0.0,0.0,0.465017306979565,0.9690021853404512,29.80000000000029
case1,22,89022,7,2,1,1,1,1,1,0.0,0.0,0.10947355388892638,2.0421490212370688,29.85000000000029
case1,23,89023,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.3797707524061041,1.3346255681031665,31.35000000000031
case1,23,89023,1,3,2,2,1,1,1,0.0,0.0,0.2275047504002149,1.0390261165977754,28.650000000000272
case1,23,89023,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.12848406214048846,1.4986212350800627,33.10000000000026
case1,23,89023,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.31346183355154933,1.4048693946374726,30.200000000000294
case1,23,89023,4,2,2,2,1,1,1,0.0,0.0,0.18112381916672843,2.061783412873019,26.750000000000245
case1,23,89023,5,2,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.6094040481186838,1.9595940393524267,33.150000000000254
case1,23,89023,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.24491350180443713,2.0099227630294463,29.25000000000028
case1,23,89023,7,2,1,1,1,1,1,0.0,0.0,0.24362789161454118,1.0287528118913858,29.350000000000282
case1,24,89024,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.4487552764801554,1.8258570866507924,31.35000000000031
case1,24,89024,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.1253484048911175,1.9714639319162626,28.350000000000268
case1,24,89024,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.17876699280321082,1.4450564975013975,33.10000000000026
case1,24,89024,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.1747474875098182,1.4359172593998146,30.200000000000294
case1,24,89024,4,2,2,2,1,1,1,0.0,0.0,0.08678606915974652,2.1471026050793447,26.750000000000245
case1,24,89024,5,2,2,2,1,1,1,0.0,0.0,0.26875047239102257,1.0002976489755868,33.10000000000026
case1,24,89024,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.19929097049816144,1.8543068796760585,29.25000000000028
case1,24,89024,7,2,0,0,0,0,0,nan,nan,nan,nan,nan
case1,25,89025,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.10040379577714058,1.524700843303093,31.35000000000031
case1,25,89025,1,3,3,3,1,1,1,0.0,0.0,0.29530777674373954,1.3479380034983652,28.350000000000268
case1,25,89025,2,3,2,2,1,1,1,0.0,0.0,0.2328585551994528,2.2816270668955525,33.35000000000024
case1,25,89025,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.15460984096942046,1.571284046732572,30.200000000000294
case1,25,89025,4,2,1,1,1,1,1,0.0,0.0,0.1520693034174833,2.616257625761872,27.70000000000026
case1,25,89025,5,2,2,2,1,1,1,0.0,0.0,0.3844364068273011,1.7298416281285296,33.05000000000026
case1,25,89025,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.19653303934297733,1.7163048743497047,29.25000000000028
case1,25,89025,7,2,2,2,1,1,1,0.0,0.0,0.2887765811112382,1.2538261867669542,28.50000000000027
case1,26,89026,0,3,2,2,1,1,1,0.0,0.0,0.23111700964935733,1.9680032452012628,32.100000000000314
case1,26,89026,1,3,3,3,1,1,1,0.0,0.0,0.08555882357484475,1.5427720425138132,28.350000000000268
case1,26,89026,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.028831511190475872,1.6423566009139474,33.10000000000026
case1,26,89026,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.23173945158776366,1.765556863758581,30.200000000000294
case1,26,89026,4,2,2,2,1,1,1,0.0,0.0,0.18905621085727026,2.2480877433984747,26.750000000000245
case1,26,89026,5,2,1,0,0,0,0,nan,nan,nan,nan,nan
case1,26,89026,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4306216548381289,2.1063208180925623,29.25000000000028
case1,26,89026,7,2,2,2,1,1,1,0.0,0.0,0.18940118558280908,0.5965064785041171,28.50000000000027
case1,27,89027,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.20797738057806894,1.5326867569084783,31.35000000000031
case1,27,89027,1,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3166954796795064,1.9523285330071487,29.650000000000286
case1,27,89027,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.18545440766420543,1.2314731805905652,33.10000000000026
case1,27,89027,3,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.156226460440522,1.2542739600183055,30.200000000000294
case1,27,89027,4,2,2,2,1,1,1,0.0,0.0,0.3018786229622161,2.717682416637029,26.750000000000245
case1,27,89027,5,2,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.4116842212166415,2.5055766757824243,33.10000000000026
case1,27,89027,6,2,1,1,1,1,1,0.0,0.0,0.17007305095232417,1.380878724826021,30.050000000000292
case1,27,89027,7,2,2,2,1,1,1,0.0,0.0,0.0794359571182827,0.6988272420753756,28.50000000000027
case1,28,89028,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.19478435285711182,1.565747185644697,31.35000000000031
case1,28,89028,1,3,3,3,1,1,1,0.0,0.0,0.23516995419175038,1.5867062316482636,28.350000000000268
case1,28,89028,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.4101171384368265,1.3408645034819735,33.10000000000026
case1,28,89028,3,3,2,2,1,1,1,0.0,0.0,0.23871646016363202,0.6153334625225421,30.350000000000296
case1,28,89028,4,2,2,2,1,1,1,0.0,0.0,0.23625996852981837,2.5332266467448634,26.750000000000245
case1,28,89028,5,2,1,1,1,1,1,0.0,0.0,0.1321694405526237,2.74357333929783,34.80000000000016
case1,28,89028,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.34507999008741624,1.4248090855369107,29.25000000000028
case1,28,89028,7,2,2,2,1,1,1,0.0,0.0,0.2275832765969884,1.5073177159681608,28.50000000000027
case1,29,89029,0,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.265256205197168,2.0926735521283257,31.35000000000031
case1,29,89029,1,3,3,3,1,1,1,0.0,0.0,0.16999385644479093,1.4932669708770263,28.350000000000268
case1,29,89029,2,3,3,3,1,1,1,0.04999999999999716,0.02222222222222096,0.3010044335072559,1.7181395390844978,33.10000000000026
