seed,target_index,target_id,group_size,defender_ids,mean_arrival_time_s,min_arrival_time_s,max_arrival_time_s,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
74005,0,20,2,7;14,38.15,38.15,38.15,0.0,0.0,0.5666671234628855,1.1147947657796733,38.15
74005,1,21,3,1;9;17,34.68333333333333,34.65,34.7,0.05000000000000426,0.022222222222225696,0.5418457297599203,2.1598470343594687,34.7
74005,2,22,2,2;10,34.375,34.35,34.4,0.04999999999999716,0.02499999999999858,1.0391615881847924,2.294268480821596,34.4
74005,3,23,3,3;11;19,32.6,32.550000000000004,32.65,0.09999999999999432,0.03333333333333144,1.0115734375924765,1.5734924273446849,32.65
74005,4,24,2,4;5,38.2,38.2,38.2,0.0,0.0,0.49547922601523403,1.8775814782682636,38.2
74005,5,25,3,12;13;18,38.483333333333334,38.45,38.5,0.04999999999999716,0.02222222222222096,0.15844175075006273,1.0872442512410827,38.5
74005,6,26,3,0;8;16,35.43333333333333,35.4,35.45,0.05000000000000426,0.022222222222225696,1.0409592041721034,1.2456978052954477,35.45
74005,7,27,2,6;15,34.725,34.7,34.75,0.04999999999999716,0.02499999999999858,0.8313798928363509,1.8253509617774033,34.75
