seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
74005,20,8,True,True,True,0.01875000000000012,0.7106884940967282,1.6472846506109526,35.849999999999994,0.09999999999999432,1.1132307054431094,2.6830946694444355,770,0.04912190503648124,0.04912190503648124,830.9214820037596,0.053082646450365735,0.0,0,"[2, 3, 2, 3, 2, 3, 3, 2]","[2, 3, 2, 3, 2, 3, 3, 2]"
