seed,defender_id,target_index,target_id,hit_time_s,miss_at_arrival_m,min_distance_m
74005,0,6,26,35.4,0.25177749311338565,0.25177749311338565
74005,1,1,21,34.7,1.8973596160717001,1.8973596160717001
74005,2,2,22,34.4,2.6830946694444355,2.6830946694444355
74005,3,3,23,32.65,0.5410281405194894,0.5410281405194894
74005,4,4,24,38.2,1.9592767638495225,1.9592767638495225
74005,5,4,24,38.2,1.7958861926870047,1.7958861926870047
74005,6,7,27,34.75,0.9670928142774967,0.9670928142774967
74005,7,0,20,38.15,0.5231199853502939,0.5231199853502939
74005,8,6,26,35.45,1.918502517113947,1.918502517113947
74005,9,1,21,34.65,2.2492617107879167,0.39958114224141916
74005,10,2,22,34.35,1.9054422921987568,0.09265330900555584
74005,11,3,23,32.550000000000004,2.749649945753295,0.8644914748000841
74005,12,5,25,38.5,0.6023684110488506,0.6023684110488506
74005,13,5,25,38.45,1.9891046829993035,0.09565524219512755
74005,14,0,20,38.15,1.7064695462090524,1.7064695462090524
74005,15,7,27,34.7,2.68360910927731,0.7050973178540153
74005,16,6,26,35.45,1.56681340565901,1.56681340565901
74005,17,1,21,34.7,2.33291977621879,2.33291977621879
74005,18,5,25,38.5,0.6702596596750939,0.6702596596750939
74005,19,3,23,32.6,1.4297991957612701,0.6911666315279164
