seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
74001,20,8,True,True,True,0.014236111111110747,0.6659978352662635,1.3448783218058087,36.00625,0.05000000000000426,1.1198394354442238,2.6386539048877684,780,0.14864883951011276,0.14864883951011276,826.5766159747727,0.15095560501071262,0.0,0,"[3, 3, 2, 3, 2, 3, 1, 3]","[3, 3, 2, 3, 2, 3, 1, 3]"
