seed,target_index,target_id,group_size,defender_ids,mean_arrival_time_s,min_arrival_time_s,max_arrival_time_s,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
74001,0,20,3,0;1;8,37.63333333333333,37.6,37.65,0.04999999999999716,0.02222222222222096,1.0206174511268788,1.2075592216094602,37.65
74001,1,21,3,7;9;17,34.583333333333336,34.550000000000004,34.6,0.04999999999999716,0.02222222222222096,0.5020101874710042,1.9938569974647298,34.6
74001,2,22,2,2;10,34.025000000000006,34.0,34.050000000000004,0.05000000000000426,0.02500000000000213,0.6315949022507787,0.5636255806444463,34.050000000000004
74001,3,23,3,3;11;19,32.96666666666667,32.95,33.0,0.04999999999999716,0.02222222222222096,1.0094030396783102,0.9566229151051617,33.0
74001,4,24,2,4;5,38.900000000000006,38.900000000000006,38.900000000000006,0.0,0.0,0.39473373294264025,1.734451061652135,38.900000000000006
74001,5,25,3,12;13;18,39.0,39.0,39.0,0.0,0.0,0.16713852422876432,1.4096651007840715,39.0
74001,6,26,1,16,35.5,35.5,35.5,0.0,0.0,1.009525554648135,1.471264266349119,35.5
74001,7,27,3,6;14;15,35.333333333333336,35.300000000000004,35.35,0.04999999999999716,0.02222222222222096,0.5929592897835971,1.4219814308373475,35.35
