seed,defender_id,target_index,target_id,hit_time_s,miss_at_arrival_m,min_distance_m
74001,0,0,20,37.6,0.8892678269858568,0.8892678269858568
74001,1,0,20,37.65,0.45855245355917623,0.45855245355917623
74001,2,2,22,34.050000000000004,0.9670359059279892,0.9670359059279892
74001,3,3,23,33.0,0.9885318277130872,0.9885318277130872
74001,4,4,24,38.900000000000006,1.8043807984235873,1.8043807984235873
74001,5,4,24,38.900000000000006,1.6645213248806827,1.6645213248806827
74001,6,7,27,35.35,1.649133585655899,1.649133585655899
74001,7,1,21,34.6,2.6386539048877684,2.6386539048877684
74001,8,0,20,37.65,2.2748573842833477,2.2748573842833477
74001,9,1,21,34.550000000000004,1.6603645423035613,0.3504292554632561
74001,10,2,22,34.0,0.16021525536090345,0.16021525536090345
74001,11,3,23,32.95,0.07346706175769147,0.07346706175769147
74001,12,5,25,39.0,1.7902631715936486,1.7902631715936486
74001,13,5,25,39.0,0.5099367831681653,0.5099367831681653
74001,14,7,27,35.300000000000004,2.3569635282698704,0.3776819727969948
74001,15,7,27,35.35,0.2598471785862727,0.2598471785862727
74001,16,6,26,35.5,1.471264266349119,1.471264266349119
74001,17,1,21,34.6,1.68255254520286,1.68255254520286
74001,18,5,25,39.0,1.9287953475904012,1.9287953475904012
74001,19,3,23,32.95,1.8078698558447066,0.45740085869776786
