variant,variant_label,case,seed,episode,target_id,assigned_member_count,strict_all_8_groups_complete,arrival_time_mean_s,arrival_time_min_s,arrival_time_max_s,E_co_time_s,E_n_terminal_sample_g,E_miss_m,E_t_s
no_trust,w/o Trust,case1,701,12,22,3,1,40.05,40.05,40.05,0.0,0.3022500165221367,1.5127521531298498,40.05
no_trust,w/o Trust,case1,701,12,23,3,1,35.35,35.35,35.35,0.0,0.20717595938530428,1.527043878415516,35.35
no_trust,w/o Trust,case1,701,12,24,2,1,32.5,32.5,32.5,0.0,0.3789035558343925,1.4479370726811809,32.5
no_trust,w/o Trust,case1,701,12,25,2,1,40.95,40.95,40.95,0.0,0.34391543630772964,2.5101350250309418,40.95
no_trust,w/o Trust,case1,701,12,26,2,1,37.625,37.6,37.65,0.02499999999999858,0.3126368138249572,2.197302653174108,37.65
no_trust,w/o Trust,case1,701,12,27,2,1,36.65,36.65,36.65,0.0,0.2752268715754668,1.1678836450414187,36.65
no_trust,w/o Trust,case1,701,13,20,3,1,35.833333333333336,35.8,35.85,0.022222222222223326,0.17893106347714452,1.724328107290307,35.85
no_trust,w/o Trust,case1,701,13,21,3,1,33.85,33.85,33.85,0.0,0.16300249675667217,1.5964188487632687,33.85
no_trust,w/o Trust,case1,701,13,22,3,1,40.05,40.05,40.05,0.0,0.1132319025993182,1.0123215222006332,40.05
no_trust,w/o Trust,case1,701,13,23,3,1,35.31666666666666,35.3,35.35,0.022222222222223326,0.20272177972018177,2.612044860762165,35.35
no_trust,w/o Trust,case1,701,13,24,2,1,32.5,32.5,32.5,0.0,0.29028644274107407,1.4639307986567656,32.5
no_trust,w/o Trust,case1,701,13,25,2,1,40.95,40.95,40.95,0.0,0.32228874466575586,1.9499480866565522,40.95
no_trust,w/o Trust,case1,701,13,26,2,1,37.625,37.6,37.65,0.02499999999999858,0.35215431132913083,2.1075924320662134,37.65
no_trust,w/o Trust,case1,701,13,27,2,1,36.65,36.65,36.65,0.0,0.2510587146152764,1.5765019855845084,36.65
no_trust,w/o Trust,case1,701,14,20,3,1,35.833333333333336,35.8,35.85,0.022222222222223326,0.2974988165627968,1.6138355385357805,35.85
no_trust,w/o Trust,case1,701,14,21,3,1,33.85,33.85,33.85,0.0,0.3164101806013442,1.4684839425386083,33.85
no_trust,w/o Trust,case1,701,14,22,3,1,40.05,40.05,40.05,0.0,0.4240466631144086,1.3820021926435089,40.05
no_trust,w/o Trust,case1,701,14,23,3,1,35.35,35.35,35.35,0.0,0.1631857043255249,1.606353264356703,35.35
no_trust,w/o Trust,case1,701,14,24,2,1,32.475,32.45,32.5,0.02499999999999858,0.5366455010089702,1.992702796760093,32.5
no_trust,w/o Trust,case1,701,14,25,2,1,41.0,41.0,41.0,0.0,0.36650951307717644,2.6278556226871386,41.0
no_trust,w/o Trust,case1,701,14,26,2,1,37.625,37.6,37.65,0.02499999999999858,0.4595915117621589,2.393701475916103,37.65
no_trust,w/o Trust,case1,701,14,27,2,1,36.65,36.65,36.65,0.0,0.137383230516517,2.159443944936492,36.65
no_trust,w/o Trust,case1,701,15,20,3,1,35.833333333333336,35.8,35.85,0.022222222222223326,0.1947889446174,1.2354731837243202,35.85
no_trust,w/o Trust,case1,701,15,21,3,1,33.81666666666666,33.8,33.85,0.022222222222223326,0.10659668757791667,2.2745135734611748,33.85
no_trust,w/o Trust,case1,701,15,22,3,1,40.05,40.05,40.05,0.0,0.37433024740092763,1.8446974632633586,40.05
no_trust,w/o Trust,case1,701,15,23,3,1,35.35,35.35,35.35,0.0,0.23052365455389098,1.685595729669184,35.35
no_trust,w/o Trust,case1,701,15,24,2,1,32.475,32.45,32.5,0.02499999999999858,0.2018545575744583,1.9549750703880062,32.5
no_trust,w/o Trust,case1,701,15,25,2,1,40.95,40.95,40.95,0.0,0.3925058823751001,1.9773757185209742,40.95
no_trust,w/o Trust,case1,701,15,26,2,1,37.625,37.6,37.65,0.02499999999999858,0.44338253925255533,1.999306561887789,37.65
no_trust,w/o Trust,case1,701,15,27,2,1,36.675,36.65,36.7,0.02500000000000213,0.3481812994354025,1.7801556535396539,36.7
no_trust,w/o Trust,case1,701,16,20,3,1,35.833333333333336,35.8,35.85,0.022222222222223326,0.20324818060297267,1.2776087457647725,35.85
no_trust,w/o Trust,case1,701,16,21,3,1,33.85,33.85,33.85,0.0,0.08672034924409237,1.1958251498397148,33.85
no_trust,w/o Trust,case1,701,16,22,3,1,40.05,40.05,40.05,0.0,0.3616441155778682,1.4916645770773573,40.05
no_trust,w/o Trust,case1,701,16,23,3,1,35.333333333333336,35.3,35.35,0.022222222222223326,0.1965616160606828,2.2479681339953674,35.35
no_trust,w/o Trust,case1,701,16,24,2,1,32.5,32.5,32.5,0.0,0.46673512083369134,0.9770349913011408,32.5
no_trust,w/o Trust,case1,701,16,25,2,1,40.95,40.95,40.95,0.0,0.3974596833049424,2.3604705295550428,40.95
no_trust,w/o Trust,case1,701,16,26,2,1,37.625,37.6,37.65,0.02499999999999858,0.18526830680238882,1.2574781516613722,37.65
no_trust,w/o Trust,case1,701,16,27,2,1,36.65,36.65,36.65,0.0,0.20151988540559487,1.2386337416852546,36.65
no_trust,w/o Trust,case1,701,17,20,3,1,35.833333333333336,35.8,35.85,0.022222222222223326,0.32005449020696936,1.337566322620286,35.85
no_trust,w/o Trust,case1,701,17,21,3,1,33.833333333333336,33.8,33.85,0.022222222222223326,0.2840667134045016,1.6035888805226832,33.85
no_trust,w/o Trust,case1,701,17,22,3,1,40.05,40.05,40.05,0.0,0.16802954763309944,1.3883965971487822,40.05
no_trust,w/o Trust,case1,701,17,23,3,1,35.35,35.35,35.35,0.0,0.31241949310055145,1.9940097971157005,35.35
no_trust,w/o Trust,case1,701,17,24,2,1,32.475,32.45,32.5,0.02499999999999858,0.36007365034164057,2.6779355360016193,32.5
no_trust,w/o Trust,case1,701,17,25,2,1,40.95,40.95,40.95,0.0,0.5838944589070697,1.6878909569880178,40.95
no_trust,w/o Trust,case1,701,17,26,2,1,37.625,37.6,37.65,0.02499999999999858,0.28370848160350476,1.399563739756343,37.65
no_trust,w/o Trust,case1,701,17,27,2,1,36.675,36.65,36.7,0.02500000000000213,0.3344204692102406,1.826905191988804,36.7
no_trust,w/o Trust,case1,701,18,20,3,1,35.833333333333336,35.8,35.85,0.022222222222223326,0.24612326323478975,1.8087382565284347,35.85
no_trust,w/o Trust,case1,701,18,21,3,1,33.85,33.85,33.85,0.0,0.35363434259947374,1.4427623613433118,33.85
no_trust,w/o Trust,case1,701,18,22,3,1,40.05,40.05,40.05,0.0,0.16791974584370142,1.4704600399170318,40.05
no_trust,w/o Trust,case1,701,18,23,3,1,35.333333333333336,35.3,35.35,0.022222222222223326,0.17056713501647258,2.0646660643584305,35.35
no_trust,w/o Trust,case1,701,18,24,2,1,32.475,32.45,32.5,0.02499999999999858,0.32004179704705804,1.5514178725812067,32.5
no_trust,w/o Trust,case1,701,18,25,2,1,40.975,40.95,41.0,0.02499999999999858,0.31961698979147357,2.3054494135991757,41.0
no_trust,w/o Trust,case1,701,18,26,2,1,37.625,37.6,37.65,0.02499999999999858,0.3978119211384724,2.0508755920450517,37.65
no_trust,w/o Trust,case1,701,18,27,2,1,36.65,36.65,36.65,0.0,0.30175395397379967,1.35261691639804,36.65
no_trust,w/o Trust,case1,701,19,20,3,0,35.833333333333336,35.8,35.85,0.022222222222223326,0.20548501494713445,1.5904851991836555,35.85
no_trust,w/o Trust,case1,701,19,21,3,0,33.85,33.85,33.85,0.0,0.3287767952511311,1.3262462830363997,33.85
no_trust,w/o Trust,case1,701,19,22,3,0,40.05,40.05,40.05,0.0,0.2552259350413417,1.7703693424908942,40.05
no_trust,w/o Trust,case1,701,19,23,3,0,35.31666666666666,35.3,35.35,0.022222222222223326,0.22943358953497517,2.749863371152101,35.35
no_trust,w/o Trust,case1,701,19,24,2,0,32.475,32.45,32.5,0.02499999999999858,0.3501153211978561,1.7073567859933543,32.5
no_trust,w/o Trust,case1,701,19,26,2,0,37.625,37.6,37.65,0.02499999999999858,0.3688445856327732,2.220978722512023,37.65
no_trust,w/o Trust,case1,701,19,27,2,0,36.65,36.65,36.65,0.0,0.3380708643436376,2.2055138374658085,36.65
no_trust,w/o Trust,case1,701,20,20,3,1,35.833333333333336,35.8,35.85,0.022222222222223326,0.2090421359435368,1.5296433547091979,35.85
no_trust,w/o Trust,case1,701,20,21,3,1,33.85,33.85,33.85,0.0,0.335920848675007,1.1870611614618174,33.85
no_trust,w/o Trust,case1,701,20,22,3,1,40.05,40.05,40.05,0.0,0.3501928196970099,1.3607334262326714,40.05
no_trust,w/o Trust,case1,701,20,23,3,1,35.333333333333336,35.3,35.35,0.022222222222223326,0.10620950195597045,2.1382660238867035,35.35
no_trust,w/o Trust,case1,701,20,24,2,1,32.45,32.45,32.45,0.0,0.3029096889361417,2.8226434532935536,32.45
no_trust,w/o Trust,case1,701,20,25,2,1,40.95,40.95,40.95,0.0,0.3881238797638075,2.5868627965908244,40.95
no_trust,w/o Trust,case1,701,20,26,2,1,37.625,37.6,37.65,0.02499999999999858,0.27795875967443306,1.7545785398793363,37.65
no_trust,w/o Trust,case1,701,20,27,2,1,36.65,36.65,36.65,0.0,0.4284950412424941,2.5691740353949917,36.65
no_trust,w/o Trust,case1,702,1,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.2793102707971146,1.7004517475633962,33.4
no_trust,w/o Trust,case1,702,1,21,3,1,31.75,31.75,31.75,0.0,0.3205553759223427,1.3164919342695391,31.75
no_trust,w/o Trust,case1,702,1,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.24345610215424326,2.2484651233495145,37.3
no_trust,w/o Trust,case1,702,1,23,3,1,34.15,34.15,34.15,0.0,0.25410452495215025,1.4411479984637265,34.15
no_trust,w/o Trust,case1,702,1,24,2,1,30.4,30.4,30.4,0.0,0.15819029034923213,0.7957680150400852,30.4
no_trust,w/o Trust,case1,702,1,25,2,1,37.1,37.1,37.1,0.0,0.17675908012533253,1.112825374980291,37.1
no_trust,w/o Trust,case1,702,1,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.2675232752846946,2.6395122789545553,34.25
no_trust,w/o Trust,case1,702,1,27,2,1,33.4,33.4,33.4,0.0,0.2092990290405233,1.055380815319665,33.4
no_trust,w/o Trust,case1,702,2,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.42400335556760443,1.1430566764506358,33.4
no_trust,w/o Trust,case1,702,2,21,3,1,31.75,31.75,31.75,0.0,0.27824393055174546,1.9206899597345124,31.75
no_trust,w/o Trust,case1,702,2,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.21672960929774696,2.082347518095612,37.3
no_trust,w/o Trust,case1,702,2,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.29247292973715716,1.1595780166345036,34.2
no_trust,w/o Trust,case1,702,2,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.3103700405510823,2.0073608637213964,30.4
no_trust,w/o Trust,case1,702,2,25,2,1,37.1,37.1,37.1,0.0,0.4368232159222369,1.152493739545549,37.1
no_trust,w/o Trust,case1,702,2,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.2928153434931925,2.7126572069425166,34.25
no_trust,w/o Trust,case1,702,2,27,2,1,33.4,33.4,33.4,0.0,0.2326084376863241,1.3059537792580784,33.4
no_trust,w/o Trust,case1,702,3,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.28261681710516146,1.2599042953819801,33.4
no_trust,w/o Trust,case1,702,3,21,3,1,31.75,31.75,31.75,0.0,0.1987395915940595,0.8974996049469338,31.75
no_trust,w/o Trust,case1,702,3,22,3,1,37.28333333333333,37.25,37.3,0.02222222222222096,0.316637743706297,2.324059267212601,37.3
no_trust,w/o Trust,case1,702,3,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.2658706251401409,1.2056149843143806,34.2
no_trust,w/o Trust,case1,702,3,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.2680854304118187,1.7732221842529274,30.4
no_trust,w/o Trust,case1,702,3,25,2,1,37.1,37.1,37.1,0.0,0.3370468433062843,1.6977471164028641,37.1
no_trust,w/o Trust,case1,702,3,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.14354631757708042,2.579828818641766,34.25
no_trust,w/o Trust,case1,702,3,27,2,1,33.4,33.4,33.4,0.0,0.24473176692738474,1.340561502974258,33.4
no_trust,w/o Trust,case1,702,4,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.35178673185184683,1.6777700977356818,33.4
no_trust,w/o Trust,case1,702,4,21,3,1,31.75,31.75,31.75,0.0,0.1917657875936084,1.369332824182029,31.75
no_trust,w/o Trust,case1,702,4,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.21223142605519799,1.964697787629686,37.3
no_trust,w/o Trust,case1,702,4,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.18178737837679684,1.4057704236737834,34.2
no_trust,w/o Trust,case1,702,4,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.323872180872271,1.6992746482479881,30.4
no_trust,w/o Trust,case1,702,4,25,2,1,37.1,37.1,37.1,0.0,0.38532855852976033,1.0402007804633617,37.1
no_trust,w/o Trust,case1,702,4,26,2,1,34.25,34.25,34.25,0.0,0.23797661662739472,2.256303301901366,34.25
no_trust,w/o Trust,case1,702,4,27,2,1,33.4,33.4,33.4,0.0,0.189774841503777,1.2322845911782774,33.4
no_trust,w/o Trust,case1,702,5,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.35992894586683294,1.2283240632574133,33.4
no_trust,w/o Trust,case1,702,5,21,3,1,31.75,31.75,31.75,0.0,0.3495493923236343,1.291389412898541,31.75
no_trust,w/o Trust,case1,702,5,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.14697996157979884,2.352215611135213,37.3
no_trust,w/o Trust,case1,702,5,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.19845411706211716,0.8823649754924466,34.2
no_trust,w/o Trust,case1,702,5,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.1885686668070349,1.7051005179028054,30.4
no_trust,w/o Trust,case1,702,5,25,2,1,37.1,37.1,37.1,0.0,0.08138037398887392,1.0275311897906914,37.1
no_trust,w/o Trust,case1,702,5,26,2,1,34.25,34.25,34.25,0.0,0.24619434659254724,2.038160723657229,34.25
no_trust,w/o Trust,case1,702,5,27,2,1,33.4,33.4,33.4,0.0,0.2617927813072862,1.1227483261333666,33.4
no_trust,w/o Trust,case1,702,6,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.12270541663211144,1.3905314813090721,33.4
no_trust,w/o Trust,case1,702,6,21,3,1,31.75,31.75,31.75,0.0,0.260951436911033,0.9520561218793518,31.75
no_trust,w/o Trust,case1,702,6,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.3107653416670064,2.0676593607873848,37.3
no_trust,w/o Trust,case1,702,6,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.2557261214736947,1.168629990971458,34.2
no_trust,w/o Trust,case1,702,6,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.23734924654222764,2.400245651233348,30.4
no_trust,w/o Trust,case1,702,6,25,2,1,37.1,37.1,37.1,0.0,0.2702938351222609,0.9151649041857604,37.1
no_trust,w/o Trust,case1,702,6,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.3488310844548288,2.606928858262913,34.25
no_trust,w/o Trust,case1,702,6,27,2,1,33.4,33.4,33.4,0.0,0.3715447611996463,1.3340541792620242,33.4
no_trust,w/o Trust,case1,702,7,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.2846574655678428,1.751340752828691,33.4
no_trust,w/o Trust,case1,702,7,21,3,1,31.75,31.75,31.75,0.0,0.2202340277364293,1.2365089416918302,31.75
no_trust,w/o Trust,case1,702,7,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.3200115655890175,2.151963416496003,37.3
no_trust,w/o Trust,case1,702,7,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.2376400069678242,0.8904500992422172,34.2
no_trust,w/o Trust,case1,702,7,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.39857312282335583,1.6787208639617777,30.4
no_trust,w/o Trust,case1,702,7,25,2,1,37.1,37.1,37.1,0.0,0.23112598989161104,1.141352757155813,37.1
no_trust,w/o Trust,case1,702,7,26,2,1,34.25,34.25,34.25,0.0,0.31803943780005695,1.8009737852927128,34.25
no_trust,w/o Trust,case1,702,7,27,2,1,33.4,33.4,33.4,0.0,0.32870745810830715,1.2951059182075397,33.4
no_trust,w/o Trust,case1,702,8,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.2840666183927281,1.5469394834210564,33.4
no_trust,w/o Trust,case1,702,8,21,3,1,31.75,31.75,31.75,0.0,0.2626376724669343,1.5582192031393312,31.75
no_trust,w/o Trust,case1,702,8,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.21650670239685457,2.0273505671994756,37.3
no_trust,w/o Trust,case1,702,8,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.22411642834162226,1.0697402465564354,34.2
no_trust,w/o Trust,case1,702,8,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.26353951489027466,1.8217358178228689,30.4
no_trust,w/o Trust,case1,702,8,25,2,1,37.1,37.1,37.1,0.0,0.36368696751324026,0.9719743896496758,37.1
no_trust,w/o Trust,case1,702,8,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.3429638554830512,2.740690171738252,34.25
no_trust,w/o Trust,case1,702,8,27,2,1,33.4,33.4,33.4,0.0,0.23855895684905454,0.7648614457373007,33.4
no_trust,w/o Trust,case1,702,9,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.3341115551245286,1.3186367610064604,33.4
no_trust,w/o Trust,case1,702,9,21,3,1,31.75,31.75,31.75,0.0,0.2609322694656692,1.2677114742968725,31.75
no_trust,w/o Trust,case1,702,9,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.24561057687757146,1.9477808303356703,37.3
no_trust,w/o Trust,case1,702,9,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.25952844193552144,0.9819543126770256,34.2
no_trust,w/o Trust,case1,702,9,24,2,1,30.4,30.4,30.4,0.0,0.1494987578122826,1.6367860734152857,30.4
no_trust,w/o Trust,case1,702,9,25,2,1,37.1,37.1,37.1,0.0,0.2538924860145987,0.9577308131856391,37.1
no_trust,w/o Trust,case1,702,9,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.21524818418200914,2.5062192721480576,34.25
no_trust,w/o Trust,case1,702,9,27,2,1,33.4,33.4,33.4,0.0,0.2235030585714683,0.9747600084918617,33.4
no_trust,w/o Trust,case1,702,10,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.21709616870185397,1.8035790929579074,33.4
no_trust,w/o Trust,case1,702,10,21,3,1,31.75,31.75,31.75,0.0,0.2116258899756025,1.185674223268609,31.75
no_trust,w/o Trust,case1,702,10,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.27753125000471707,1.9625723037216538,37.3
no_trust,w/o Trust,case1,702,10,23,3,1,34.15,34.15,34.15,0.0,0.4629962162195225,1.369796914600091,34.15
no_trust,w/o Trust,case1,702,10,24,2,1,30.4,30.4,30.4,0.0,0.22549639469163732,1.1393797968895916,30.4
no_trust,w/o Trust,case1,702,10,25,2,1,37.1,37.1,37.1,0.0,0.12983220275228585,1.08065856947842,37.1
no_trust,w/o Trust,case1,702,10,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.25880394180785377,2.4837964365029808,34.25
no_trust,w/o Trust,case1,702,10,27,2,1,33.4,33.4,33.4,0.0,0.2569020839259436,1.4380198103563746,33.4
no_trust,w/o Trust,case1,702,11,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.3084962397798438,1.4132944468964146,33.4
no_trust,w/o Trust,case1,702,11,21,3,1,31.75,31.75,31.75,0.0,0.22336065559464854,0.8956134374426515,31.75
no_trust,w/o Trust,case1,702,11,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.45816333852346003,1.9179531270175143,37.3
no_trust,w/o Trust,case1,702,11,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.3193505842029491,1.3848169903851761,34.2
no_trust,w/o Trust,case1,702,11,24,2,1,30.4,30.4,30.4,0.0,0.2062869834788975,0.7527913542343134,30.4
no_trust,w/o Trust,case1,702,11,25,2,1,37.1,37.1,37.1,0.0,0.28445597415138657,1.658300820297408,37.1
no_trust,w/o Trust,case1,702,11,26,2,1,34.25,34.25,34.25,0.0,0.20691281575535364,2.1386710126373716,34.25
no_trust,w/o Trust,case1,702,11,27,2,1,33.4,33.4,33.4,0.0,0.27579677497215604,1.4425939006292552,33.4
no_trust,w/o Trust,case1,702,12,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.16319601434395326,1.5743336014076472,33.4
no_trust,w/o Trust,case1,702,12,21,3,1,31.75,31.75,31.75,0.0,0.20271025031561116,1.0115055910421278,31.75
no_trust,w/o Trust,case1,702,12,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.20699233441278655,1.8670757219892133,37.3
no_trust,w/o Trust,case1,702,12,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.16294060827165283,1.586784813096538,34.2
no_trust,w/o Trust,case1,702,12,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.28525362156281414,2.2071725139384104,30.4
no_trust,w/o Trust,case1,702,12,25,2,1,37.1,37.1,37.1,0.0,0.22214236156950276,1.3359287348965494,37.1
no_trust,w/o Trust,case1,702,12,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.29697631925701967,2.6972880568010256,34.25
no_trust,w/o Trust,case1,702,12,27,2,1,33.4,33.4,33.4,0.0,0.23620392624845765,0.7557369592103141,33.4
no_trust,w/o Trust,case1,702,13,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.3431408492180186,1.3585809868597531,33.4
no_trust,w/o Trust,case1,702,13,21,3,1,31.75,31.75,31.75,0.0,0.2166385482169171,1.5173707817761455,31.75
no_trust,w/o Trust,case1,702,13,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.266196993394247,2.156759527281406,37.3
no_trust,w/o Trust,case1,702,13,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.36041516786216915,0.950967288548969,34.2
no_trust,w/o Trust,case1,702,13,24,2,1,30.4,30.4,30.4,0.0,0.3795643659968689,1.419613790545323,30.4
no_trust,w/o Trust,case1,702,13,25,2,1,37.1,37.1,37.1,0.0,0.30888835907516143,1.2849085179557633,37.1
no_trust,w/o Trust,case1,702,13,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.18516338544231364,2.5329822728099947,34.25
no_trust,w/o Trust,case1,702,13,27,2,1,33.4,33.4,33.4,0.0,0.21212113011461503,1.3784065134401149,33.4
no_trust,w/o Trust,case1,702,14,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.22633816614281907,1.4516743735729716,33.4
no_trust,w/o Trust,case1,702,14,21,3,1,31.75,31.75,31.75,0.0,0.240321692165826,1.1382685403371295,31.75
no_trust,w/o Trust,case1,702,14,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.2163167600922303,2.049986600629252,37.3
no_trust,w/o Trust,case1,702,14,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.1209213008874531,0.8216949390112439,34.2
no_trust,w/o Trust,case1,702,14,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.4991934326515052,2.1128919567122,30.4
no_trust,w/o Trust,case1,702,14,25,2,1,37.1,37.1,37.1,0.0,0.21260613322472094,1.0714837567450435,37.1
no_trust,w/o Trust,case1,702,14,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.3501681018449009,2.450156315340852,34.25
no_trust,w/o Trust,case1,702,14,27,2,1,33.4,33.4,33.4,0.0,0.23657327411743012,1.3789182702489604,33.4
no_trust,w/o Trust,case1,702,15,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.18643579260859358,1.385803151555958,33.4
no_trust,w/o Trust,case1,702,15,21,3,1,31.75,31.75,31.75,0.0,0.161340998607879,1.184427683626861,31.75
no_trust,w/o Trust,case1,702,15,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.13293827670148942,1.9227809666273927,37.3
no_trust,w/o Trust,case1,702,15,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.14178365134906443,1.0274702177101818,34.2
no_trust,w/o Trust,case1,702,15,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.22343873591785446,2.331807190455164,30.4
no_trust,w/o Trust,case1,702,15,25,2,1,37.1,37.1,37.1,0.0,0.23390056513901228,0.6666665489173532,37.1
no_trust,w/o Trust,case1,702,15,26,2,1,34.25,34.25,34.25,0.0,0.11706249103920494,2.096102671376631,34.25
no_trust,w/o Trust,case1,702,15,27,2,1,33.4,33.4,33.4,0.0,0.28388947511431617,1.2338248479856557,33.4
no_trust,w/o Trust,case1,702,16,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.24056790542044335,1.2210975036920317,33.4
no_trust,w/o Trust,case1,702,16,21,3,1,31.75,31.75,31.75,0.0,0.277963704738355,1.4353059532286567,31.75
no_trust,w/o Trust,case1,702,16,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.395545078150261,2.167235742582955,37.3
no_trust,w/o Trust,case1,702,16,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.31577420879783324,0.9933353366172438,34.2
no_trust,w/o Trust,case1,702,16,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.3399820723619824,2.5745606067271183,30.4
no_trust,w/o Trust,case1,702,16,25,2,1,37.1,37.1,37.1,0.0,0.19226866431756318,1.6035533836437752,37.1
no_trust,w/o Trust,case1,702,16,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.25159022310417395,2.6365676732940555,34.25
no_trust,w/o Trust,case1,702,16,27,2,1,33.4,33.4,33.4,0.0,0.20875360415949057,1.6576324400694362,33.4
no_trust,w/o Trust,case1,702,17,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.28860176978403307,1.5155854529338662,33.4
no_trust,w/o Trust,case1,702,17,21,3,1,31.75,31.75,31.75,0.0,0.36652327838314536,1.735434406657298,31.75
no_trust,w/o Trust,case1,702,17,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.26729912991044685,2.1713303564936286,37.3
no_trust,w/o Trust,case1,702,17,23,3,1,34.166666666666664,34.15,34.2,0.022222222222223326,0.12813447978333434,1.2173707701964382,34.2
no_trust,w/o Trust,case1,702,17,24,2,1,30.375,30.35,30.4,0.02499999999999858,0.19478678274656397,1.6950943941134469,30.4
no_trust,w/o Trust,case1,702,17,25,2,1,37.1,37.1,37.1,0.0,0.31144472528007217,1.8141454272834991,37.1
no_trust,w/o Trust,case1,702,17,26,2,1,34.225,34.2,34.25,0.02499999999999858,0.4025956853101964,2.5677880214634268,34.25
no_trust,w/o Trust,case1,702,17,27,2,1,33.4,33.4,33.4,0.0,0.27085878319640105,1.591296602433034,33.4
no_trust,w/o Trust,case1,702,18,20,3,1,33.36666666666667,33.35,33.4,0.02222222222222096,0.34236217185415724,1.2932274917774806,33.4
no_trust,w/o Trust,case1,702,18,21,3,1,31.75,31.75,31.75,0.0,0.17557784825323783,1.722717835595546,31.75
no_trust,w/o Trust,case1,702,18,22,3,1,37.266666666666666,37.25,37.3,0.02222222222222096,0.2024221922854117,2.2533811881964088,37.3
