variant,variant_label,case,seed,episode,hit_count,target_hit_count,target_sync_count,evaluator_all_hit,evaluator_all_sync,complete_group_count,has_complete_group,strict_all_8_groups_complete,E_co_time_s,E_n_terminal_sample_g,E_miss_m,E_t_s
full,ART-MAPPO,case1,703,5,20,8,8,True,True,8,1,1,0.017361111111110716,0.2861725571483767,1.706094884497943,35.18125
full,ART-MAPPO,case1,703,6,20,8,8,True,True,8,1,1,0.01180555555555518,0.2802068060888353,1.891144536585168,35.162499999999994
full,ART-MAPPO,case1,703,7,20,8,8,True,True,8,1,1,0.014930555555555447,0.3163565837445113,1.9680071628174378,35.16875
full,ART-MAPPO,case1,703,8,20,8,8,True,True,8,1,1,0.014583333333333098,0.2837765478664558,1.7624845871937447,35.175
full,ART-MAPPO,case1,703,9,20,8,8,True,True,8,1,1,0.014583333333333098,0.29030880330375475,1.7734623950131299,35.175
full,ART-MAPPO,case1,703,10,19,8,7,True,False,7,1,0,0.009920634920634695,0.31693654320705494,1.930296333563128,34.65714285714286
full,ART-MAPPO,case1,703,11,20,8,8,True,True,8,1,1,0.01458333333333354,0.2938366386773684,2.043950483616329,35.175
full,ART-MAPPO,case1,703,12,20,8,8,True,True,8,1,1,0.014583333333332801,0.3528752265793099,2.1150507892602577,35.16875
full,ART-MAPPO,case1,703,13,20,8,8,True,True,8,1,1,0.014236111111110894,0.31104877952029064,1.5619420596271598,35.175
full,ART-MAPPO,case1,703,14,19,8,7,True,False,7,1,0,0.020238095238094937,0.28321981863205953,1.6397019062347309,35.614285714285714
full,ART-MAPPO,case1,703,15,20,8,8,True,True,8,1,1,0.011458333333332979,0.28611639891080043,1.9165885115375805,35.1625
full,ART-MAPPO,case1,703,16,20,8,8,True,True,8,1,1,0.01180555555555518,0.3288708969178492,1.9295909339646036,35.16875
full,ART-MAPPO,case1,703,17,20,8,8,True,True,8,1,1,0.01736111111111101,0.2504180817165411,1.888961161351257,35.175
full,ART-MAPPO,case1,703,18,20,8,8,True,True,8,1,1,0.011458333333332979,0.31253877815763453,1.5676801753375402,35.16875
full,ART-MAPPO,case1,703,19,20,8,8,True,True,8,1,1,0.014583333333332801,0.26392332557149467,1.8002180379835275,35.16875
full,ART-MAPPO,case1,703,20,20,8,8,True,True,8,1,1,0.011458333333333275,0.3469132677373997,1.9315740425935486,35.16875
full,ART-MAPPO,case1,704,1,20,8,8,True,True,8,1,1,0.011458333333332682,0.33189469644432545,1.910568782559648,35.275
full,ART-MAPPO,case1,704,2,20,8,8,True,True,8,1,1,0.011458333333332682,0.2771945306286027,1.7062239805836508,35.26875
full,ART-MAPPO,case1,704,3,20,8,8,True,True,8,1,1,0.014236111111110599,0.26329733837256414,1.5888270926005066,35.275
full,ART-MAPPO,case1,704,4,20,8,8,True,True,8,1,1,0.014583333333332504,0.2893124875223891,1.4915799685723918,35.275
full,ART-MAPPO,case1,704,5,20,8,8,True,True,8,1,1,0.011458333333332682,0.30584681546312986,1.6168020672486132,35.26875
full,ART-MAPPO,case1,704,6,20,8,8,True,True,8,1,1,0.011458333333332682,0.2894051105175666,1.6303431692934995,35.26875
full,ART-MAPPO,case1,704,7,20,8,8,True,True,8,1,1,0.014583333333332504,0.31287015242183985,1.6897484924083033,35.275
full,ART-MAPPO,case1,704,8,20,8,8,True,True,8,1,1,0.011458333333332682,0.3040110017537716,1.6786008694350212,35.26875
full,ART-MAPPO,case1,704,9,19,8,7,True,False,7,1,0,0.006746031746031363,0.28348007115604196,1.7523436775449188,34.74285714285714
full,ART-MAPPO,case1,704,10,20,8,8,True,True,8,1,1,0.014583333333332504,0.3091593265224022,1.8327317595886972,35.275
full,ART-MAPPO,case1,704,11,20,8,8,True,True,8,1,1,0.011458333333332682,0.3326295003785617,1.6537955490056966,35.26875
full,ART-MAPPO,case1,704,12,20,8,8,True,True,8,1,1,0.011458333333332682,0.2889459740278095,1.6203534957879722,35.26875
full,ART-MAPPO,case1,704,13,20,8,8,True,True,8,1,1,0.011458333333332682,0.33734200190804675,1.7174966393963245,35.26875
full,ART-MAPPO,case1,704,14,20,8,8,True,True,8,1,1,0.011458333333332682,0.2971610912319463,1.698701003078987,35.26875
full,ART-MAPPO,case1,704,15,20,8,8,True,True,8,1,1,0.011458333333332682,0.3377236456651108,1.8326991461859645,35.26875
full,ART-MAPPO,case1,704,16,20,8,8,True,True,8,1,1,0.011458333333332682,0.24476210883567878,1.6243842685217094,35.26875
full,ART-MAPPO,case1,704,17,20,8,8,True,True,8,1,1,0.011458333333332682,0.2740203000369275,1.4868616849135385,35.26875
full,ART-MAPPO,case1,704,18,20,8,8,True,True,8,1,1,0.011458333333332682,0.2721940186939654,1.538396576750471,35.26875
full,ART-MAPPO,case1,704,19,20,8,8,True,True,8,1,1,0.011458333333332682,0.338072432680364,1.6978512767696095,35.26875
full,ART-MAPPO,case1,704,20,20,8,8,True,True,8,1,1,0.011458333333332682,0.3025904697247989,1.7925728013943618,35.26875
full,ART-MAPPO,case1,705,1,20,8,8,True,True,8,1,1,0.014236111111110747,0.27052346502228514,1.837126161120043,35.3375
full,ART-MAPPO,case1,705,2,20,8,8,True,True,8,1,1,0.014583333333332948,0.29831256027109226,1.5862301996946966,35.34375
full,ART-MAPPO,case1,705,3,19,8,7,True,False,7,1,0,0.016269841269840345,0.2967049975083177,1.357560140830969,35.771428571428565
full,ART-MAPPO,case1,705,4,20,8,8,True,True,8,1,1,0.011458333333332682,0.28391343923080464,1.6671893353067948,35.33125
full,ART-MAPPO,case1,705,5,20,8,8,True,True,8,1,1,0.011458333333333126,0.3205635619426418,1.9020821506303278,35.33125
full,ART-MAPPO,case1,705,6,20,8,8,True,True,8,1,1,0.014930555555555152,0.3179686981319226,1.72287721922267,35.34375
full,ART-MAPPO,case1,705,7,20,8,8,True,True,8,1,1,0.01736111111111057,0.3157338724180128,1.8083675998200257,35.34375
full,ART-MAPPO,case1,705,8,18,8,6,True,False,6,1,0,0.0037037037037034935,0.2800311981964911,1.7130554130284814,34.925000000000004
full,ART-MAPPO,case1,705,9,20,8,8,True,True,8,1,1,0.017361111111110127,0.36117005004044456,1.728465703045746,35.349999999999994
full,ART-MAPPO,case1,705,10,20,8,8,True,True,8,1,1,0.01180555555555533,0.3481638147335842,1.8572985082450755,35.337500000000006
full,ART-MAPPO,case1,705,11,20,8,8,True,True,8,1,1,0.011458333333332682,0.33238353233862683,1.6625477726978621,35.33125
full,ART-MAPPO,case1,705,12,20,8,8,True,True,8,1,1,0.011458333333332682,0.34573567489626916,1.6916966309050903,35.3375
full,ART-MAPPO,case1,705,13,20,8,8,True,True,8,1,1,0.011458333333332682,0.30932926245934333,1.667702324335111,35.33125
full,ART-MAPPO,case1,705,14,20,8,8,True,True,8,1,1,0.014583333333332948,0.3235494085588017,1.8683683359843912,35.337500000000006
full,ART-MAPPO,case1,705,15,20,8,8,True,True,8,1,1,0.014583333333332948,0.25384582146893053,1.6754350931334365,35.34375
full,ART-MAPPO,case1,705,16,20,8,8,True,True,8,1,1,0.011458333333332682,0.28998560948589586,1.7303094490181814,35.33125
full,ART-MAPPO,case1,705,17,20,8,8,True,True,8,1,1,0.008680555555555063,0.295913465629413,1.5302145889175371,35.33125
full,ART-MAPPO,case1,705,18,20,8,8,True,True,8,1,1,0.011458333333332682,0.3729134198572538,1.77971954776634,35.337500000000006
full,ART-MAPPO,case1,705,19,20,8,8,True,True,8,1,1,0.011458333333333126,0.2918933390658718,1.9182771974293162,35.33125
full,ART-MAPPO,case1,705,20,20,8,8,True,True,8,1,1,0.011458333333332682,0.27791788430323927,1.8425799633266637,35.337500000000006
full,ART-MAPPO,case2,701,1,10,4,1,False,False,3,1,0,3.4777777777777756,0.4085860701599517,2.449229241567304,69.49999999999999
full,ART-MAPPO,case2,701,2,8,4,1,False,False,2,1,0,4.927777777777777,0.34651074189273934,2.212595062839188,67.95
full,ART-MAPPO,case2,701,3,7,3,1,False,False,2,1,0,5.066666666666666,0.33619040012305607,2.6101525138453456,68.225
full,ART-MAPPO,case2,701,4,8,4,2,False,False,2,1,0,0.02222222222221859,0.39979774375209864,2.2810370484707634,68.25
full,ART-MAPPO,case2,701,5,9,4,3,False,False,3,1,0,0.040740740740738426,0.3655748455891262,2.5823646139270937,67.73333333333333
full,ART-MAPPO,case2,701,6,8,4,1,False,False,2,1,0,5.033333333333332,0.5573149404233239,2.44210861146575,68.2
full,ART-MAPPO,case2,701,7,11,5,2,False,False,3,1,0,3.377777777777776,0.3990838074103391,2.445053130007342,69.18333333333334
full,ART-MAPPO,case2,701,8,10,5,2,False,False,3,1,0,3.428703703703704,0.2792843758754468,2.4730153518508113,67.88333333333334
full,ART-MAPPO,case2,701,9,10,5,3,False,False,3,1,0,0.09259259259258891,0.3733150921332411,2.6180609146723834,67.8
full,ART-MAPPO,case2,701,10,10,4,2,False,False,3,1,0,3.3333333333333353,0.37464512197423055,2.4175410923256835,69.33333333333333
full,ART-MAPPO,case2,701,11,10,4,2,False,False,3,1,0,3.3601851851851854,0.32529576211837574,2.3278882046464218,67.98333333333333
full,ART-MAPPO,case2,701,12,10,4,3,False,False,3,1,0,0.03703703703703651,0.30773294600075557,2.649739526444059,67.85000000000001
full,ART-MAPPO,case2,701,13,10,4,3,False,False,3,1,0,0.05555555555555477,0.41125323504777134,2.4394976723137938,69.68333333333334
full,ART-MAPPO,case2,701,14,9,4,2,False,False,3,1,0,3.3814814814814795,0.4251202309760265,2.434935138827207,67.71666666666667
full,ART-MAPPO,case2,701,15,11,5,2,False,False,3,1,0,3.4342592592592562,0.5219267518536682,2.456763683129257,67.89999999999999
full,ART-MAPPO,case2,701,16,9,4,2,False,False,3,1,0,3.40185185185185,0.3717217285489138,2.4920359025313505,67.91666666666667
full,ART-MAPPO,case2,701,17,9,4,2,False,False,2,1,0,0.061111111111110006,0.2796236974015616,2.339687982158306,71.82499999999999
full,ART-MAPPO,case2,701,18,9,5,1,False,False,2,1,0,5.033333333333333,0.34944770588491575,2.364914840269013,68.15
full,ART-MAPPO,case2,701,19,11,4,1,False,False,4,1,0,2.610416666666667,0.4641392464860064,2.5954962397758186,68.825
full,ART-MAPPO,case2,701,20,9,4,2,False,False,3,1,0,3.3833333333333333,0.37323350705940067,2.5900849468309377,67.8
full,ART-MAPPO,case2,702,1,9,3,3,False,False,3,1,0,0.033333333333333805,0.44620172679952225,2.3963078399127795,61.199999999999996
full,ART-MAPPO,case2,702,2,9,3,3,False,False,3,1,0,0.007407407407408566,0.4393744634943233,2.3648127656430504,61.13333333333333
full,ART-MAPPO,case2,702,3,8,3,2,False,False,2,1,0,0.027777777777778567,0.400736429755408,2.4451550068571155,69.5
full,ART-MAPPO,case2,702,4,9,4,2,False,False,2,1,0,0.027777777777776198,0.2856475744283876,2.104982745747682,69.525
full,ART-MAPPO,case2,702,5,9,3,3,False,False,3,1,0,0.014814814814813974,0.47051097346165127,2.3581734295122487,61.166666666666664
full,ART-MAPPO,case2,702,6,8,3,2,False,False,2,1,0,0.011111111111112848,0.32076513585178823,2.4311692914921172,69.575
full,ART-MAPPO,case2,702,7,8,3,2,False,False,2,1,0,0.04444444444444429,0.3252746287196763,2.2878761023174583,69.55
full,ART-MAPPO,case2,702,8,8,3,2,False,False,2,1,0,0.04999999999999953,0.31858874213312927,2.3697833153692347,69.5
full,ART-MAPPO,case2,702,9,9,3,3,False,False,3,1,0,0.025925925925926033,0.43277380863052056,2.3780890369221317,61.18333333333334
full,ART-MAPPO,case2,702,10,9,3,3,False,False,3,1,0,0.018518518518517466,0.43963873505283296,2.4978956325949357,61.166666666666664
full,ART-MAPPO,case2,702,11,8,3,2,False,False,2,1,0,0.05555555555555477,0.4278092276774832,1.916876385655315,69.525
full,ART-MAPPO,case2,702,12,8,3,2,False,False,2,1,0,0.04444444444444192,0.2948605803321867,2.170808557257987,69.525
full,ART-MAPPO,case2,702,13,10,4,3,False,False,3,1,0,0.023148148148146832,0.430004360463272,2.4284422023906704,69.23333333333333
full,ART-MAPPO,case2,702,14,7,3,2,False,False,2,1,0,0.04444444444444666,0.3931927001036646,2.376481501932167,69.625
full,ART-MAPPO,case2,702,15,8,3,2,False,False,2,1,0,0.033333333333333805,0.3287709021451005,2.2939274518569595,69.475
full,ART-MAPPO,case2,702,16,9,4,2,False,False,2,1,0,0.04444444444444666,0.301693584575203,2.221246654747758,69.5
full,ART-MAPPO,case2,702,17,10,4,3,False,False,3,1,0,0.018518518518519045,0.39676874294128744,2.6262923250045653,61.13333333333335
full,ART-MAPPO,case2,702,18,9,3,3,False,False,3,1,0,0.02962962962963031,0.40924838591237206,2.394173230684213,61.28333333333333
full,ART-MAPPO,case2,702,19,9,3,3,False,False,3,1,0,0.018518518518517466,0.4035490179561365,2.313606615964523,61.18333333333334
full,ART-MAPPO,case2,702,20,7,3,2,False,False,2,1,0,0.04444444444444429,0.27318325307944313,2.5189377447216668,69.6
full,ART-MAPPO,case2,703,1,11,4,4,False,False,4,1,0,0.028472222222221493,0.440726923162283,2.5568419440666466,60.06249999999999
full,ART-MAPPO,case2,703,2,11,4,4,False,False,4,1,0,0.025000000000001542,0.451941869405038,2.5383369849148028,60.1125
full,ART-MAPPO,case2,703,3,11,4,4,False,False,4,1,0,0.03680555555555761,0.4088013561580608,2.4391999483986675,60.1375
full,ART-MAPPO,case2,703,4,11,4,4,False,False,4,1,0,0.034027777777777025,0.45155464156116915,2.5726304952428145,60.175000000000004
full,ART-MAPPO,case2,703,5,11,4,4,False,False,4,1,0,0.033333333333333215,0.4784571809531961,2.3995570295621063,60.0875
full,ART-MAPPO,case2,703,6,11,4,4,False,False,4,1,0,0.02361111111111125,0.4798903639025143,2.6447510740589566,60.1125
full,ART-MAPPO,case2,703,7,11,4,4,False,False,4,1,0,0.053472222222222435,0.4606574754314511,2.5425933594433694,60.18749999999999
full,ART-MAPPO,case2,703,8,11,4,4,False,False,4,1,0,0.028472222222223266,0.46740473320883297,2.6274517323860067,60.1375
full,ART-MAPPO,case2,703,9,11,4,4,False,False,4,1,0,0.019444444444446297,0.49101675177059084,2.4620424318525025,60.137499999999996
full,ART-MAPPO,case2,703,10,11,4,4,False,False,4,1,0,0.022222222222222737,0.4263556010268767,2.4800315064516862,60.074999999999996
full,ART-MAPPO,case2,703,11,11,4,4,False,False,4,1,0,0.022916666666666845,0.41753798190765273,2.660708765479623,60.0875
full,ART-MAPPO,case2,703,12,11,4,4,False,False,4,1,0,0.028472222222220307,0.44229652873854447,2.3527957196904214,60.162499999999994
full,ART-MAPPO,case2,703,13,10,4,3,False,False,3,1,0,0.07500000000000324,0.4178420037679475,2.5665811593940586,59.03333333333333
full,ART-MAPPO,case2,703,14,11,4,4,False,False,4,1,0,0.03125000000000119,0.4848733702064286,2.5186175482165063,60.137499999999996
full,ART-MAPPO,case2,703,15,10,4,3,False,False,3,1,0,0.026851851851851904,0.5444429215770951,2.5461512658516567,56.76666666666667
full,ART-MAPPO,case2,703,16,11,4,4,False,False,4,1,0,0.023611111111113026,0.5028584186381997,2.654762204154524,60.1
full,ART-MAPPO,case2,703,17,11,4,4,False,False,4,1,0,0.028472222222224453,0.4582344202427738,2.5143797135880437,60.137499999999996
full,ART-MAPPO,case2,703,18,11,4,4,False,False,4,1,0,0.04305555555555696,0.4854604493088931,2.3264961494641128,60.175
full,ART-MAPPO,case2,703,19,11,4,4,False,False,4,1,0,0.017361111111111015,0.44934293669664277,2.438179832076938,60.162499999999994
full,ART-MAPPO,case2,703,20,10,4,3,False,False,3,1,0,0.0157407407407434,0.43622850208792396,2.4755953026569437,58.916666666666664
full,ART-MAPPO,case2,704,1,9,3,3,False,False,3,1,0,0.10370370370370412,0.37995283339639907,2.338282593747714,69.64999999999999
full,ART-MAPPO,case2,704,2,9,3,3,False,False,3,1,0,0.09629629629629398,0.44686953070086893,2.621251936011898,69.48333333333333
full,ART-MAPPO,case2,704,3,9,3,1,False,False,3,1,0,3.6148148148148143,0.4376125632387096,2.7201860817895773,69.78333333333335
full,ART-MAPPO,case2,704,4,9,3,2,False,False,3,1,0,3.5148148148148137,0.37704821529251986,2.644652338241499,69.48333333333333
full,ART-MAPPO,case2,704,5,9,3,1,False,False,3,1,0,3.6296296296296284,0.4039398979919646,2.587600766120066,69.8
full,ART-MAPPO,case2,704,6,7,3,1,False,False,1,1,0,0.0777777777777781,0.2528857014185758,2.6084444782684573,65.2
full,ART-MAPPO,case2,704,7,9,3,2,False,False,3,1,0,3.6185185185185182,0.3847163471569927,2.4181532142214235,69.64999999999999
full,ART-MAPPO,case2,704,8,9,3,2,False,False,3,1,0,3.5,0.3816081885958018,2.4691627487890844,69.5
full,ART-MAPPO,case2,704,9,9,3,2,False,False,3,1,0,0.11111111111110794,0.34726529349937435,2.6390419350436587,69.46666666666667
full,ART-MAPPO,case2,704,10,9,3,2,False,False,3,1,0,0.12962962962962857,0.34878469514881344,2.6527350829408367,69.53333333333333
full,ART-MAPPO,case2,704,11,9,3,2,False,False,3,1,0,3.5851851851851855,0.4060668310867135,2.5460725019468904,69.60000000000001
full,ART-MAPPO,case2,704,12,7,3,0,False,False,1,1,0,10.755555555555555,0.5772231022078839,2.776376975835935,65.95
full,ART-MAPPO,case2,704,13,9,3,2,False,False,3,1,0,3.5333333333333328,0.40747189400828604,2.6159620100218763,69.61666666666667
full,ART-MAPPO,case2,704,14,9,3,3,False,False,3,1,0,0.05185185185185048,0.4374463376656991,2.686013294627383,69.43333333333332
full,ART-MAPPO,case2,704,15,9,3,1,False,False,3,1,0,3.577777777777777,0.3964863312346076,2.6173208010505165,69.7
full,ART-MAPPO,case2,704,16,9,3,2,False,False,3,1,0,3.5888888888888886,0.3525854874594669,2.5429158742487594,69.63333333333334
full,ART-MAPPO,case2,704,17,9,3,2,False,False,3,1,0,3.503703703703705,0.430397059994668,2.6672518280704867,69.56666666666668
full,ART-MAPPO,case2,704,18,8,3,1,False,False,2,1,0,5.311111111111112,0.28854786005278643,2.795555749058262,68.5
full,ART-MAPPO,case2,704,19,9,3,2,False,False,3,1,0,0.1148148148148146,0.3827621749526045,2.6173287401427174,69.56666666666668
full,ART-MAPPO,case2,704,20,8,3,1,False,False,2,1,0,5.316666666666665,0.492759417011237,2.5626603143040807,68.425
full,ART-MAPPO,case2,705,1,9,3,3,False,False,3,1,0,0.06296296296296333,0.4275895866629196,2.5616747758203595,60.38333333333335
full,ART-MAPPO,case2,705,2,10,4,2,False,False,3,1,0,0.13240740740740778,0.42725980749708636,2.291016595577745,62.85
full,ART-MAPPO,case2,705,3,13,5,3,False,False,4,1,0,0.13194444444444345,0.4097052835965945,2.208580456996797,63.199999999999996
full,ART-MAPPO,case2,705,4,9,3,2,False,False,3,1,0,3.4740740740740748,0.4289897000200445,2.3043492653163384,60.46666666666667
full,ART-MAPPO,case2,705,5,10,4,3,False,False,3,1,0,0.05185185185185206,0.4058257291089194,2.1592487952414636,60.449999999999996
full,ART-MAPPO,case2,705,6,9,3,2,False,False,3,1,0,3.422222222222223,0.42482595540930773,2.384190496385463,60.31666666666666
full,ART-MAPPO,case2,705,7,9,3,2,False,False,3,1,0,0.12222222222222161,0.3232154862602205,2.2971842850902857,60.466666666666676
full,ART-MAPPO,case2,705,8,9,3,2,False,False,3,1,0,0.11481481481481383,0.3797512657787603,2.266135703790972,60.5
full,ART-MAPPO,case2,705,9,9,3,2,False,False,3,1,0,0.10740740740740841,0.44522908358385527,2.581812382530833,60.33333333333334
full,ART-MAPPO,case2,705,10,11,4,2,False,False,4,1,0,2.665972222222223,0.4314940760006497,2.4391418634195925,63.0625
full,ART-MAPPO,case2,705,11,9,3,2,False,False,3,1,0,3.4148148148148176,0.5072253895301699,2.458400881259981,60.400000000000006
full,ART-MAPPO,case2,705,12,9,3,2,False,False,3,1,0,3.451851851851854,0.39431494953702456,2.340096956890918,60.466666666666676
full,ART-MAPPO,case2,705,13,11,5,2,False,False,3,1,0,0.13981481481481556,0.555170335922439,2.3487413484438973,62.866666666666674
full,ART-MAPPO,case2,705,14,11,4,3,False,False,4,1,0,0.14930555555555594,0.3264742179871296,2.1624625556773744,63.175000000000004
full,ART-MAPPO,case2,705,15,11,4,2,False,False,3,1,0,0.10740740740740841,0.3398662780821126,2.3728748725653843,60.45000000000001
full,ART-MAPPO,case2,705,16,9,3,3,False,False,3,1,0,0.025925925925926824,0.3748954693300237,2.3953440648303057,60.35
full,ART-MAPPO,case2,705,17,9,3,2,False,False,3,1,0,3.4888888888888894,0.37138147916347924,2.280817032017205,60.46666666666667
full,ART-MAPPO,case2,705,18,8,3,2,False,False,2,1,0,0.04999999999999953,0.4436142825298949,2.4632192551976315,58.625
full,ART-MAPPO,case2,705,19,9,3,2,False,False,3,1,0,3.4888888888888894,0.5924725894335225,2.325009630625248,60.43333333333334
full,ART-MAPPO,case2,705,20,9,3,2,False,False,3,1,0,3.451851851851852,0.46909285091396313,2.3592780680769976,60.416666666666664
no_trust,w/o Trust,case1,701,1,19,8,7,True,False,7,1,0,0.0134920634920634,0.30115718344024306,1.614594161169433,35.98571428571429
no_trust,w/o Trust,case1,701,2,20,8,8,True,True,8,1,1,0.011805555555555475,0.35928838226166104,2.1212155735568192,36.60625
no_trust,w/o Trust,case1,701,3,20,8,8,True,True,8,1,1,0.014583333333333393,0.2847412465264214,1.7367000957786163,36.60625
no_trust,w/o Trust,case1,701,4,19,8,7,True,False,7,1,0,0.013095238095238366,0.29544306172417023,1.9305905807789576,36.464285714285715
no_trust,w/o Trust,case1,701,5,19,8,7,True,False,7,1,0,0.016666666666666736,0.3430769595209871,1.928468772897858,36.6
no_trust,w/o Trust,case1,701,6,20,8,8,True,True,8,1,1,0.014583333333333393,0.3075683865867439,1.9054038404658649,36.60625
