variant,variant_label,case,seed,episode,hit_count,target_hit_count,target_sync_count,evaluator_all_hit,evaluator_all_sync,complete_group_count,has_complete_group,strict_all_8_groups_complete,E_co_time_s,E_n_terminal_sample_g,E_miss_m,E_t_s
no_trust,w/o Trust,case1,701,7,20,8,8,True,True,8,1,1,0.005902777777777738,0.2935691309036994,1.8119771973999794,36.60625
no_trust,w/o Trust,case1,701,8,20,8,8,True,True,8,1,1,0.011805555555555475,0.2917417586201034,1.716912367057378,36.60625
no_trust,w/o Trust,case1,701,9,20,8,8,True,True,8,1,1,0.014583333333333393,0.3272819501854629,1.8037940762070301,36.60625
no_trust,w/o Trust,case1,701,10,19,8,7,True,False,7,1,0,0.013095238095238366,0.2268201384125151,1.8053679208016746,35.98571428571429
no_trust,w/o Trust,case1,701,11,20,8,8,True,True,8,1,1,0.011805555555555475,0.31215410734233423,1.737556726910396,36.612500000000004
no_trust,w/o Trust,case1,701,12,20,8,8,True,True,8,1,1,0.005902777777777738,0.2883790359944008,1.6466283533407804,36.60625
no_trust,w/o Trust,case1,701,13,20,8,8,True,True,8,1,1,0.008680555555555653,0.23420943198806923,1.7553858302475516,36.60625
no_trust,w/o Trust,case1,701,14,20,8,8,True,True,8,1,1,0.00902777777777756,0.3376588901211121,1.9055473472968032,36.612500000000004
no_trust,w/o Trust,case1,701,15,20,8,8,True,True,8,1,1,0.014930555555555742,0.2865204765984564,1.8440116193068077,36.612500000000004
no_trust,w/o Trust,case1,701,16,20,8,8,True,True,8,1,1,0.008680555555555653,0.2623946572290292,1.5058355026100028,36.60625
no_trust,w/o Trust,case1,701,17,20,8,8,True,True,8,1,1,0.014930555555555742,0.33083341305094716,1.7394821277677797,36.612500000000004
no_trust,w/o Trust,case1,701,18,20,8,8,True,True,8,1,1,0.014930555555555298,0.2846836435806551,1.7558733145963354,36.612500000000004
no_trust,w/o Trust,case1,701,19,19,8,7,True,False,7,1,0,0.0134920634920634,0.2965645865641213,1.9386876488334626,35.98571428571429
no_trust,w/o Trust,case1,701,20,20,8,8,True,True,8,1,1,0.008680555555555653,0.29985658448605,1.9936203489311373,36.6
no_trust,w/o Trust,case1,702,1,20,8,8,True,True,8,1,1,0.008680555555555063,0.23864974357820418,1.5387554109925965,33.96875
no_trust,w/o Trust,case1,702,2,20,8,8,True,True,8,1,1,0.014583333333332801,0.3105083578508862,1.6855172200478505,33.975
no_trust,w/o Trust,case1,702,3,20,8,8,True,True,8,1,1,0.014583333333332801,0.25715939197102833,1.6348047217659638,33.975
no_trust,w/o Trust,case1,702,4,20,8,8,True,True,8,1,1,0.011458333333332979,0.2593154401763317,1.5807043068765216,33.975
no_trust,w/o Trust,case1,702,5,20,8,8,True,True,8,1,1,0.011458333333332979,0.22910607319101567,1.4559793525334632,33.975
no_trust,w/o Trust,case1,702,6,20,8,8,True,True,8,1,1,0.014583333333332801,0.27227090550035116,1.604408818486414,33.975
no_trust,w/o Trust,case1,702,7,20,8,8,True,True,8,1,1,0.011458333333332979,0.2923736343105556,1.4933020668595731,33.975
no_trust,w/o Trust,case1,702,8,20,8,8,True,True,8,1,1,0.014583333333332801,0.27450958954172,1.5626889156580495,33.975
no_trust,w/o Trust,case1,702,9,20,8,8,True,True,8,1,1,0.011458333333332979,0.2427906662479562,1.4489474431946092,33.975
no_trust,w/o Trust,case1,702,10,20,8,8,True,True,8,1,1,0.008680555555555063,0.25503551850992706,1.5579346434719534,33.96875
no_trust,w/o Trust,case1,702,11,20,8,8,True,True,8,1,1,0.008333333333333156,0.28535292080733693,1.450504386192513,33.975
no_trust,w/o Trust,case1,702,12,20,8,8,True,True,8,1,1,0.014583333333332801,0.22205192949772476,1.6294782490477284,33.975
no_trust,w/o Trust,case1,702,13,20,8,8,True,True,8,1,1,0.011458333333332979,0.28401609991503884,1.5749487099021837,33.975
no_trust,w/o Trust,case1,702,14,20,8,8,True,True,8,1,1,0.014583333333332801,0.2628048576408607,1.5593843440747066,33.975
no_trust,w/o Trust,case1,702,15,20,8,8,True,True,8,1,1,0.011458333333332979,0.18509874830967676,1.4811104097818997,33.975
no_trust,w/o Trust,case1,702,16,20,8,8,True,True,8,1,1,0.014583333333332801,0.2778056826312628,1.786161079981909,33.975
no_trust,w/o Trust,case1,702,17,20,8,8,True,True,8,1,1,0.014583333333332801,0.27878057929927413,1.7885056789468297,33.975
no_trust,w/o Trust,case1,702,18,20,8,8,True,True,8,1,1,0.011458333333332979,0.2695468314241948,1.5063712947231052,33.975
no_trust,w/o Trust,case1,702,19,20,8,8,True,True,8,1,1,0.011458333333332979,0.2563364809267628,1.33055052145935,33.975
no_trust,w/o Trust,case1,702,20,20,8,8,True,True,8,1,1,0.014583333333332801,0.274723862778255,1.5347232679405118,33.975
no_trust,w/o Trust,case1,703,1,20,8,8,True,True,8,1,1,0.011458333333332979,0.26997431191140003,1.7004142215638614,35.4375
no_trust,w/o Trust,case1,703,2,20,8,8,True,True,8,1,1,0.011458333333332979,0.30396307539126066,1.7884397684948952,35.4375
no_trust,w/o Trust,case1,703,3,20,8,8,True,True,8,1,1,0.014583333333332801,0.2407824583643498,1.9876741717050066,35.4375
no_trust,w/o Trust,case1,703,4,20,8,8,True,True,8,1,1,0.011458333333332979,0.262864626743038,1.85056785290432,35.4375
no_trust,w/o Trust,case1,703,5,20,8,8,True,True,8,1,1,0.011458333333332979,0.2335749760265658,1.6018336380291356,35.4375
no_trust,w/o Trust,case1,703,6,20,8,8,True,True,8,1,1,0.011458333333332979,0.2831637338741995,1.680192044369294,35.4375
no_trust,w/o Trust,case1,703,7,20,8,8,True,True,8,1,1,0.011458333333332979,0.22312846680451354,1.498189446268676,35.4375
no_trust,w/o Trust,case1,703,8,20,8,8,True,True,8,1,1,0.014583333333333245,0.2908952222300997,1.7984208778235118,35.44375
no_trust,w/o Trust,case1,703,9,20,8,8,True,True,8,1,1,0.011458333333332979,0.2887346840339265,1.844232563516531,35.4375
no_trust,w/o Trust,case1,703,10,20,8,8,True,True,8,1,1,0.011458333333332979,0.27430491070026664,1.6925196102498652,35.4375
no_trust,w/o Trust,case1,703,11,20,8,8,True,True,8,1,1,0.011458333333332979,0.32762247439707387,1.9234804171050315,35.4375
no_trust,w/o Trust,case1,703,12,19,8,7,True,False,7,1,0,0.01349206349206357,0.31941114321554753,1.9647971873583339,35.00714285714286
no_trust,w/o Trust,case1,703,13,20,8,8,True,True,8,1,1,0.011458333333332979,0.32444500538015514,1.7632982244669582,35.4375
no_trust,w/o Trust,case1,703,14,20,8,8,True,True,8,1,1,0.011458333333332979,0.26446535496810186,1.8084142640776428,35.4375
no_trust,w/o Trust,case1,703,15,20,8,8,True,True,8,1,1,0.011458333333332979,0.27598670601422837,1.6023057908135023,35.4375
no_trust,w/o Trust,case1,703,16,19,8,7,True,False,7,1,0,0.01309523809523769,0.2363937097386434,1.7590373969298376,34.81428571428572
no_trust,w/o Trust,case1,703,17,20,8,8,True,True,8,1,1,0.011458333333332979,0.26492488364160316,1.8749282392504376,35.4375
no_trust,w/o Trust,case1,703,18,20,8,8,True,True,8,1,1,0.014583333333332801,0.2420033921374746,1.7342432326784558,35.4375
no_trust,w/o Trust,case1,703,19,19,8,7,True,False,7,1,0,0.01309523809523769,0.21436032994776757,1.6317393908540923,34.81428571428572
no_trust,w/o Trust,case1,703,20,20,8,8,True,True,8,1,1,0.011458333333332979,0.32379420904033085,1.8825202298717225,35.4375
no_trust,w/o Trust,case1,704,1,20,8,8,True,True,8,1,1,0.020486111111110837,0.2860443055111075,2.0689545420477375,37.14375
no_trust,w/o Trust,case1,704,2,20,8,8,True,True,8,1,1,0.01736111111111042,0.2670565775288286,1.977148430858067,37.14375
no_trust,w/o Trust,case1,704,3,20,8,8,True,True,8,1,1,0.018749999999999822,0.27003093992361904,1.9979842549661242,37.14375
no_trust,w/o Trust,case1,704,4,20,8,8,True,True,8,1,1,0.018749999999999822,0.3096074669752789,2.1269721389045113,37.14375
no_trust,w/o Trust,case1,704,5,20,8,8,True,True,8,1,1,0.017361111111111015,0.28271161742227235,2.0062264789902393,37.137499999999996
no_trust,w/o Trust,case1,704,6,20,8,8,True,True,8,1,1,0.02361111111111066,0.2902059804618736,1.8786407113363541,37.14375
no_trust,w/o Trust,case1,704,7,19,8,7,True,False,7,1,0,0.019841269841269053,0.24904458378713862,2.0099962159341573,36.58571428571429
no_trust,w/o Trust,case1,704,8,20,8,8,True,True,8,1,1,0.018749999999999822,0.3153877277432759,1.7713148677965864,37.15
no_trust,w/o Trust,case1,704,9,20,8,8,True,True,8,1,1,0.015625,0.2878729893784582,1.7745533435050285,37.14375
no_trust,w/o Trust,case1,704,10,20,8,8,True,True,8,1,1,0.023611111111110066,0.32910995950714084,1.7512866946087193,37.15
no_trust,w/o Trust,case1,704,11,20,8,8,True,True,8,1,1,0.020486111111110244,0.41110705428184846,1.8854416680938886,37.15
no_trust,w/o Trust,case1,704,12,20,8,8,True,True,8,1,1,0.018750000000000266,0.23835868493550313,1.8076550277998433,37.15
no_trust,w/o Trust,case1,704,13,20,8,8,True,True,8,1,1,0.017361111111111015,0.23712374741620634,1.963675594460791,37.137499999999996
no_trust,w/o Trust,case1,704,14,20,8,8,True,True,8,1,1,0.01423611111111119,0.34972039640338226,2.2909758669814577,37.125
no_trust,w/o Trust,case1,704,15,20,8,8,True,True,8,1,1,0.01736111111111042,0.30263584341661154,1.8552328261925108,37.14375
no_trust,w/o Trust,case1,704,16,20,8,8,True,True,8,1,1,0.01736111111111042,0.33484765791765453,2.05388742518704,37.14375
no_trust,w/o Trust,case1,704,17,20,8,8,True,True,8,1,1,0.014236111111110599,0.29483889147420217,1.8747240218135937,37.14375
no_trust,w/o Trust,case1,704,18,20,8,8,True,True,8,1,1,0.020486111111110244,0.2502707203421672,1.8770582288340725,37.14375
no_trust,w/o Trust,case1,704,19,20,8,8,True,True,8,1,1,0.020486111111110244,0.29182806461746535,1.940596683989409,37.15
no_trust,w/o Trust,case1,704,20,20,8,8,True,True,8,1,1,0.02361111111111066,0.2591702081760984,2.0574311751140373,37.14375
no_trust,w/o Trust,case1,705,1,20,8,8,True,True,8,1,1,0.011458333333333423,0.2895166194321027,1.661065685903128,35.26875
no_trust,w/o Trust,case1,705,2,20,8,8,True,True,8,1,1,0.011458333333333423,0.2734419211791954,1.6198137930876315,35.26875
no_trust,w/o Trust,case1,705,3,20,8,8,True,True,8,1,1,0.011458333333333423,0.2731550128264545,1.5043398707530473,35.26875
no_trust,w/o Trust,case1,705,4,20,8,8,True,True,8,1,1,0.011458333333333423,0.22884954591637766,1.5333817138356172,35.26875
no_trust,w/o Trust,case1,705,5,20,8,8,True,True,8,1,1,0.011458333333333423,0.2401167844488412,1.5730942926036278,35.26875
no_trust,w/o Trust,case1,705,6,20,8,8,True,True,8,1,1,0.014236111111111338,0.29233958146318706,1.7142855802168664,35.275
no_trust,w/o Trust,case1,705,7,20,8,8,True,True,8,1,1,0.011458333333333423,0.21158562492398392,1.6935573748896195,35.26875
no_trust,w/o Trust,case1,705,8,19,8,7,True,False,7,1,0,0.013095238095238198,0.2606555433619183,1.6189559500102555,34.76428571428572
no_trust,w/o Trust,case1,705,9,20,8,8,True,True,8,1,1,0.011458333333333423,0.27754094803614643,1.6343520314076898,35.26875
no_trust,w/o Trust,case1,705,10,20,8,8,True,True,8,1,1,0.011458333333333423,0.2745730528271157,1.8878269329015283,35.26875
no_trust,w/o Trust,case1,705,11,20,8,8,True,True,8,1,1,0.011458333333333423,0.30681435951119307,1.5735908905773286,35.26875
no_trust,w/o Trust,case1,705,12,20,8,8,True,True,8,1,1,0.011458333333333423,0.27278088043934257,1.7153743686757346,35.26875
no_trust,w/o Trust,case1,705,13,20,8,8,True,True,8,1,1,0.011458333333333423,0.3165121909099654,1.6085472918742445,35.26875
no_trust,w/o Trust,case1,705,14,20,8,8,True,True,8,1,1,0.011458333333333423,0.22720851750146348,1.6154408389418895,35.26875
no_trust,w/o Trust,case1,705,15,20,8,8,True,True,8,1,1,0.011458333333333423,0.259228406746712,1.7091478797141595,35.26875
no_trust,w/o Trust,case1,705,16,20,8,8,True,True,8,1,1,0.011458333333333423,0.2222758960816106,1.4455747714584322,35.26875
no_trust,w/o Trust,case1,705,17,20,8,8,True,True,8,1,1,0.011458333333333423,0.2297890243477821,1.5740140736999826,35.26875
no_trust,w/o Trust,case1,705,18,20,8,8,True,True,8,1,1,0.008333333333333156,0.3202868898627612,1.7362514079801974,35.26875
no_trust,w/o Trust,case1,705,19,20,8,8,True,True,8,1,1,0.011458333333333423,0.273430261713802,1.676344250449742,35.26875
no_trust,w/o Trust,case1,705,20,20,8,8,True,True,8,1,1,0.011458333333333423,0.23875389940494485,1.7241811396960949,35.26875
no_trust,w/o Trust,case2,701,1,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,2,2,2,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,3,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,4,1,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,5,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,6,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,7,3,1,1,False,False,1,1,0,0.02222222222222096,0.7707468414913045,2.8184448981069266,53.8
no_trust,w/o Trust,case2,701,8,1,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,9,1,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,10,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,11,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,12,3,1,1,False,False,1,1,0,0.0,0.8045616381386868,2.789788193030328,53.85
no_trust,w/o Trust,case2,701,13,1,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,14,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,15,1,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,16,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,17,0,0,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,18,0,0,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,19,1,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,701,20,2,1,0,False,False,0,0,0,nan,nan,nan,nan
no_trust,w/o Trust,case2,702,1,11,4,3,False,False,4,1,0,0.16736111111111285,0.36386589411069764,2.469982904508603,63.7125
no_trust,w/o Trust,case2,702,2,13,5,3,False,False,5,1,0,0.10833333333333287,0.3947197473035663,2.491218122837721,65.27000000000001
no_trust,w/o Trust,case2,702,3,11,4,3,False,False,4,1,0,0.3194444444444435,0.2667191258632416,2.2433416694967523,64.125
no_trust,w/o Trust,case2,702,4,11,5,2,False,False,3,1,0,0.22592592592592495,0.34760916451388807,2.4015940775144347,61.25
no_trust,w/o Trust,case2,702,5,11,4,3,False,False,4,1,0,0.15625000000000178,0.3510244661147709,2.2457975821373584,63.53750000000001
no_trust,w/o Trust,case2,702,6,11,4,3,False,False,4,1,0,0.09930555555555583,0.3265393666600744,2.4851022488672383,64.0375
no_trust,w/o Trust,case2,702,7,12,5,3,False,False,4,1,0,0.19444444444444522,0.306832492045509,2.4147979646609623,63.8375
no_trust,w/o Trust,case2,702,8,11,4,3,False,False,4,1,0,0.08611111111111096,0.3303226258507499,2.3159397698727147,63.425000000000004
no_trust,w/o Trust,case2,702,9,12,5,3,False,False,4,1,0,0.2756944444444466,0.31548494209541034,2.3383151761592513,64.1875
no_trust,w/o Trust,case2,702,10,11,4,3,False,False,4,1,0,0.245138888888888,0.3681293068239424,2.2401197746810615,64.1375
no_trust,w/o Trust,case2,702,11,13,5,4,False,False,5,1,0,0.15111111111111059,0.3760809806704117,2.166974013321969,65.66
no_trust,w/o Trust,case2,702,12,11,4,3,False,False,4,1,0,0.08055555555555453,0.4039024395372648,2.080814587821073,63.52499999999999
no_trust,w/o Trust,case2,702,13,11,4,3,False,False,4,1,0,0.2840277777777782,0.37376655568369416,2.282930323845824,64.225
no_trust,w/o Trust,case2,702,14,11,4,3,False,False,4,1,0,0.10833333333333546,0.31391702857239157,2.438513930450996,63.6875
no_trust,w/o Trust,case2,702,15,11,4,3,False,False,4,1,0,0.0944444444444444,0.3614320689021395,2.375229695305276,63.5125
no_trust,w/o Trust,case2,702,16,11,4,3,False,False,4,1,0,0.07291666666666607,0.3306036812942356,2.348172864281105,63.89999999999999
no_trust,w/o Trust,case2,702,17,13,5,4,False,False,5,1,0,0.148333333333332,0.3753166108809104,2.1370858991290245,65.94
no_trust,w/o Trust,case2,702,18,13,5,3,False,False,5,1,0,0.12888888888889008,0.27224536362238744,2.304111398653203,65.36
no_trust,w/o Trust,case2,702,19,11,4,3,False,False,4,1,0,0.09513888888888762,0.2619111391908151,2.204949419731483,63.575
no_trust,w/o Trust,case2,702,20,12,5,3,False,False,4,1,0,0.2333333333333325,0.3976062625940204,2.321744957210985,63.8125
no_trust,w/o Trust,case2,703,1,6,2,1,False,False,2,1,0,0.2055555555555557,0.29422559568605766,2.2833102965791556,55.925000000000004
no_trust,w/o Trust,case2,703,2,6,2,1,False,False,2,1,0,0.705555555555558,0.3952757160580377,2.2663604339533125,57.300000000000004
no_trust,w/o Trust,case2,703,3,6,2,1,False,False,2,1,0,0.21111111111111094,0.3084261972854718,2.2799280648030225,56.65
no_trust,w/o Trust,case2,703,4,6,2,1,False,False,2,1,0,0.11111111111110952,0.3477069691895119,1.9319374311300652,55.725
no_trust,w/o Trust,case2,703,5,6,2,1,False,False,2,1,0,0.3555555555555567,0.35423887887962024,2.0098448318445032,57.050000000000004
no_trust,w/o Trust,case2,703,6,8,3,2,False,False,3,1,0,0.2509259259259243,0.3685255040736557,2.032358252727123,61.96666666666666
no_trust,w/o Trust,case2,703,7,6,2,1,False,False,2,1,0,0.24999999999999764,0.31066715882702917,1.8429019980802495,56.25
no_trust,w/o Trust,case2,703,8,6,2,1,False,False,2,1,0,0.3611111111111095,0.33100224819488266,2.0435782660983106,56.675
no_trust,w/o Trust,case2,703,9,6,2,1,False,False,2,1,0,0.44444444444444525,0.31299895230881225,2.351496790929786,56.85
no_trust,w/o Trust,case2,703,10,6,2,1,False,False,2,1,0,0.43888888888889,0.33528699082925095,2.129583514816376,57.025
no_trust,w/o Trust,case2,703,11,6,2,1,False,False,2,1,0,0.23333333333333192,0.3652457380438412,1.9376885443929135,56.275
no_trust,w/o Trust,case2,703,12,7,3,1,False,False,2,1,0,0.4611111111111133,0.29745632439529096,2.1733770324771635,56.85
no_trust,w/o Trust,case2,703,13,7,3,1,False,False,2,1,0,0.3388888888888886,0.27727750216283964,2.261573080911008,57.125
no_trust,w/o Trust,case2,703,14,6,2,1,False,False,2,1,0,0.1999999999999981,0.4095882977253678,2.4008429081201372,56.125
no_trust,w/o Trust,case2,703,15,6,2,1,False,False,2,1,0,0.26111111111111046,0.3300765334448464,1.9594422348496159,57.5
no_trust,w/o Trust,case2,703,16,6,2,2,False,False,2,1,0,0.07222222222222521,0.3844698525363691,2.024460156642454,56.325
no_trust,w/o Trust,case2,703,17,7,3,1,False,False,2,1,0,0.1444444444444457,0.34147929906598695,2.2691549482778264,56.25
no_trust,w/o Trust,case2,703,18,6,2,1,False,False,2,1,0,0.41111111111110904,0.2000573989258202,2.2956879400804846,56.95
no_trust,w/o Trust,case2,703,19,7,3,1,False,False,2,1,0,0.3333333333333333,0.3922623426237839,2.1030700903494726,56.225
no_trust,w/o Trust,case2,703,20,6,2,1,False,False,2,1,0,0.16111111111110907,0.2927045360179669,2.381036285001805,56.325
no_trust,w/o Trust,case2,704,1,8,3,2,False,False,2,1,0,0.01111111111110811,0.3028751685140992,2.529777909757652,68.725
no_trust,w/o Trust,case2,704,2,8,3,2,False,False,2,1,0,0.02222222222222333,0.3218184554217576,2.059367537876788,68.75
no_trust,w/o Trust,case2,704,3,9,3,2,False,False,3,1,0,3.696296296296298,0.3882205468508058,2.3131770454405443,67.38333333333334
no_trust,w/o Trust,case2,704,4,9,3,3,False,False,3,1,0,0.007407407407405407,0.4373222291923004,2.0663870273478877,59.166666666666664
no_trust,w/o Trust,case2,704,5,9,3,3,False,False,3,1,0,0.007407407407405407,0.45767550418559716,2.343658036580028,59.06666666666666
no_trust,w/o Trust,case2,704,6,9,3,3,False,False,3,1,0,0.014814814814812394,0.3807141666818059,2.239898943464009,59.083333333333336
no_trust,w/o Trust,case2,704,7,9,3,2,False,False,3,1,0,3.5592592592592602,0.4876906184505631,2.299336259310758,67.06666666666666
no_trust,w/o Trust,case2,704,8,9,3,3,False,False,3,1,0,0.022222222222222542,0.3766275344149413,2.1944577873537354,59.13333333333335
no_trust,w/o Trust,case2,704,9,9,3,2,False,False,3,1,0,3.625925925925926,0.4656774858049193,2.4946659517953353,67.2
no_trust,w/o Trust,case2,704,10,9,3,3,False,False,3,1,0,0.02222222222222096,0.36797113976746126,2.354017883775507,59.116666666666674
no_trust,w/o Trust,case2,704,11,9,3,2,False,False,3,1,0,3.5629629629629602,0.4495779124545633,2.3433662547902485,67.14999999999999
no_trust,w/o Trust,case2,704,12,9,3,2,False,False,3,1,0,3.5222222222222244,0.4010374025558338,2.379961549608703,67.05000000000001
no_trust,w/o Trust,case2,704,13,9,3,2,False,False,3,1,0,3.6037037037037045,0.29872703099689724,2.3877162119003725,67.16666666666667
no_trust,w/o Trust,case2,704,14,9,3,2,False,False,3,1,0,3.729629629629629,0.2902672584934581,2.273780403450841,67.41666666666667
no_trust,w/o Trust,case2,704,15,9,3,3,False,False,3,1,0,0.022222222222222542,0.4799324366117981,1.9359728986119753,59.06666666666666
no_trust,w/o Trust,case2,704,16,9,3,2,False,False,3,1,0,3.68888888888889,0.44018832162683325,2.1428811693442396,67.5
no_trust,w/o Trust,case2,704,17,9,3,2,False,False,3,1,0,3.5037037037037067,0.41683883002961936,2.329589002156716,66.96666666666667
no_trust,w/o Trust,case2,704,18,9,3,3,False,False,3,1,0,0.007407407407408566,0.49711939885725026,2.1495965691231373,59.20000000000001
no_trust,w/o Trust,case2,704,19,9,3,3,False,False,3,1,0,0.022222222222222542,0.3408012584480484,2.1118749960404144,59.13333333333335
no_trust,w/o Trust,case2,704,20,9,3,3,False,False,3,1,0,0.02222222222222096,0.43083096029956575,2.105565679353853,59.06666666666666
no_trust,w/o Trust,case2,705,1,8,3,3,False,False,3,1,0,0.033333333333333014,0.389379936657148,2.8319272071691337,62.083333333333336
no_trust,w/o Trust,case2,705,2,7,3,2,False,False,2,1,0,0.04027777777777786,0.5011322492507251,2.6601492833778932,69.55
no_trust,w/o Trust,case2,705,3,7,3,2,False,False,2,1,0,0.04444444444444784,0.3531670655434662,2.4021248577036585,57.1
no_trust,w/o Trust,case2,705,4,8,3,3,False,False,3,1,0,0.029629629629629523,0.4262767077952903,2.3139629883825967,62.11666666666667
no_trust,w/o Trust,case2,705,5,8,3,3,False,False,3,1,0,0.025925925925928402,0.396899948241181,2.5304081100719023,62.083333333333336
no_trust,w/o Trust,case2,705,6,8,3,3,False,False,3,1,0,0.022222222222226487,0.24869526410608636,2.267250611807274,62.1
no_trust,w/o Trust,case2,705,7,8,3,3,False,False,3,1,0,0.04537037037037015,0.42660361467358304,2.5985465728711907,62.1
no_trust,w/o Trust,case2,705,8,8,3,3,False,False,3,1,0,0.03425925925926126,0.4350594979099136,2.503508270996376,62.06666666666667
no_trust,w/o Trust,case2,705,9,8,3,3,False,False,3,1,0,0.04444444444444507,0.4660842021033935,2.447250954633996,62.13333333333333
no_trust,w/o Trust,case2,705,10,8,3,3,False,False,3,1,0,0.007407407407406987,0.32089404394299886,2.4521289051422834,62.03333333333333
no_trust,w/o Trust,case2,705,11,8,3,3,False,False,3,1,0,0.022222222222222535,0.27469142383330275,2.614550575974422,62.06666666666667
no_trust,w/o Trust,case2,705,12,8,3,3,False,False,3,1,0,0.04814814814814778,0.5114761911487157,2.7013722231357407,62.133333333333326
no_trust,w/o Trust,case2,705,13,8,3,3,False,False,3,1,0,0.022222222222222535,0.36224286488931146,2.5321775589052384,62.050000000000004
no_trust,w/o Trust,case2,705,14,8,3,3,False,False,3,1,0,0.025925925925926033,0.3032624099765823,2.5716685531723935,62.06666666666666
no_trust,w/o Trust,case2,705,15,8,3,3,False,False,3,1,0,0.033333333333333014,0.33327325852061956,2.4329247676801065,62.06666666666666
no_trust,w/o Trust,case2,705,16,8,3,3,False,False,3,1,0,0.0444444444444435,0.3434870920150112,2.5045472015366124,62.11666666666667
no_trust,w/o Trust,case2,705,17,8,3,3,False,False,3,1,0,0.040740740740742375,0.4463312233673327,2.568136560569149,62.116666666666674
no_trust,w/o Trust,case2,705,18,8,3,3,False,False,3,1,0,0.02592592592592761,0.28223055191382024,2.487478987543822,62.083333333333336
no_trust,w/o Trust,case2,705,19,8,3,3,False,False,3,1,0,0.02222222222222096,0.46258091326199074,2.4901693109122927,62.083333333333336
no_trust,w/o Trust,case2,705,20,8,3,3,False,False,3,1,0,0.029629629629631893,0.3892798852609922,2.6422958189859265,62.116666666666674
no_gru,w/o GRU,case1,701,1,20,8,8,True,True,8,1,1,0.017361111111110644,0.2991890824217277,1.6465341997090297,35.3125
no_gru,w/o GRU,case1,701,2,20,8,8,True,True,8,1,1,0.01770833333333329,0.28551212223338346,1.7083042040478857,35.31875
no_gru,w/o GRU,case1,701,3,20,8,8,True,True,8,1,1,0.017361111111110644,0.26332858970765005,1.903370689613479,35.3125
no_gru,w/o GRU,case1,701,4,20,8,8,True,True,8,1,1,0.017361111111110644,0.293021213599573,1.5542751312278325,35.31875
no_gru,w/o GRU,case1,701,5,20,8,8,True,True,8,1,1,0.014583333333333023,0.25655657583455094,1.5252087078357426,35.31875
no_gru,w/o GRU,case1,701,6,20,8,8,True,True,8,1,1,0.014236111111110599,0.17931525965891218,1.5977695428038532,35.31875
no_gru,w/o GRU,case1,701,7,20,8,8,True,True,8,1,1,0.017361111111110644,0.2569475707111864,1.6661549732006982,35.3125
no_gru,w/o GRU,case1,701,8,20,8,8,True,True,8,1,1,0.014236111111110599,0.33131242201439054,1.6382781475150936,35.31875
no_gru,w/o GRU,case1,701,9,20,8,8,True,True,8,1,1,0.017361111111110866,0.2474859384776694,1.5611282078860453,35.31875
no_gru,w/o GRU,case1,701,10,20,8,8,True,True,8,1,1,0.014236111111110599,0.24280981999838086,1.5756977072386755,35.31875
no_gru,w/o GRU,case1,701,11,20,8,8,True,True,8,1,1,0.014236111111110599,0.2596177085598324,1.4197426073720925,35.31875
no_gru,w/o GRU,case1,701,12,19,8,7,True,False,7,1,0,0.016666666666666226,0.24410579245314068,1.460375160367038,34.8
no_gru,w/o GRU,case1,701,13,20,8,8,True,True,8,1,1,0.014236111111110599,0.2954464032398947,1.5484705653406152,35.31875
no_gru,w/o GRU,case1,701,14,20,8,8,True,True,8,1,1,0.014236111111110894,0.30585653029830084,1.5928572974612205,35.31875
no_gru,w/o GRU,case1,701,15,20,8,8,True,True,8,1,1,0.02048611111111091,0.26654178695068237,1.7482148044216599,35.31875
no_gru,w/o GRU,case1,701,16,20,8,8,True,True,8,1,1,0.017361111111110866,0.2970688475453219,1.7025909477127228,35.31875
no_gru,w/o GRU,case1,701,17,20,8,8,True,True,8,1,1,0.011458333333332979,0.3005294720942842,1.6898839189376689,35.30625
no_gru,w/o GRU,case1,701,18,20,8,8,True,True,8,1,1,0.014583333333333023,0.29545679867061525,1.529229049789322,35.31875
