assignment_mode,attack_pattern,backpropagation_performed,case,case3_geometry,case3_maneuver,case3_source_policy_case,condition,episodes,evaluation_device,model_dir,optimizer_steps,training_performed,variant,parallel_workers,seed_first,seed_last,target_coverage_success_count,target_coverage_success_rate,target_coverage_success_ci95_low,target_coverage_success_ci95_high,all_defenders_hit_count,all_defenders_hit_rate,all_defenders_hit_ci95_low,all_defenders_hit_ci95_high,cooperative_success_count,cooperative_success_rate,cooperative_success_ci95_low,cooperative_success_ci95_high,mission_success_count,mission_success_rate,mission_success_ci95_low,mission_success_ci95_high,E_co_time_s_mean,E_co_time_s_ci95_low,E_co_time_s_ci95_high,E_co_time_s_n,E_n_g_mean,E_n_g_ci95_low,E_n_g_ci95_high,E_n_g_n,E_miss_m_mean,E_miss_m_ci95_low,E_miss_m_ci95_high,E_miss_m_n,E_t_s_mean,E_t_s_ci95_low,E_t_s_ci95_high,E_t_s_n,mean_closest_approach_m_mean,mean_closest_approach_m_ci95_low,mean_closest_approach_m_ci95_high,mean_closest_approach_m_n,worst_closest_approach_m_mean,worst_closest_approach_m_ci95_low,worst_closest_approach_m_ci95_high,worst_closest_approach_m_n,mean_agent_return_mean,mean_agent_return_ci95_low,mean_agent_return_ci95_high,mean_agent_return_n,idbo_runtime_ms_mean,idbo_runtime_ms_ci95_low,idbo_runtime_ms_ci95_high,idbo_runtime_ms_n,idbo_repaired_cost_mean,idbo_repaired_cost_ci95_low,idbo_repaired_cost_ci95_high,idbo_repaired_cost_n,failure_class_counts
fixed,nominal,False,case1,,,,case1_supplement_n400_full,400,cpu,/home/a2rl/reviewer_xiu_ablation_domainrand_v3_20260801/formal_evaluation_n100/selection/full/case1/seed8303/selected_model,0,False,full,5,102001,102400,400,1.0,0.9904877056657034,0.9999999999999999,400,1.0,0.9904877056657034,0.9999999999999999,400,1.0,0.9904877056657034,0.9999999999999999,400,1.0,0.9904877056657034,0.9999999999999999,0.0766718750000011,0.0759646004563118,0.07737914954369039,400,0.0316306683211553,0.031021240633399536,0.03224009600891106,400,1.4290883797088576,1.4101639244867448,1.4480128349309704,400,26.828640625000244,26.78025607117967,26.877025178820816,400,0.8399297480987041,0.826750434848674,0.8531090613487342,400,2.627262943835179,2.5953758358318355,2.6591500518385223,400,441656.3920070961,441653.2854973739,441659.4985168183,400,0.0,0.0,0.0,400,nan,nan,nan,0,"{""mission_success"": 400}"
