update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,actor_update_fraction,completed_episodes,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,1024,442637.49104044586,1.0,1.0,1.0,1.0,1.0,1.0,0.06875000000000098,0.7694876350940753,0.0217411508957375,0.19937390947346814,0.8006260905265319,1,-0.020780773978913203,1.6847894966602326,2.7568034410476683,0.2908140328360641,0.826124981045723,1.0736006289720534,5.904802753822878,0.01946195068359375,0.0002998847409179881,15.821893453598022
2,2048,882621.6176397819,1.0,1.0,1.0,1.0,1.0,1.0,0.05000000000000049,0.7372801506002535,0.0400883610739519,0.2328559027777778,0.7671440972222222,2,-0.008026736788451672,0.7071858987212181,2.7487789034843444,0.011057180940239242,1.0465126484632492,6.417217975854873,3.136158563196659,0.47829690000000014,0.0002995391413931026,31.542174816131592
3,3072,486892.1143925786,1.0,1.0,1.0,1.0,1.0,1.0,0.08125000000000115,0.7089516517558199,0.0569618950853611,0.25589294904786414,0.7441070509521359,1,0.0037738238926976917,0.3123607851564884,2.7340049743652344,-0.027254519180663062,1.0287787973880769,1.1959622144699096,1.9763339549303054,0.05814973700304011,0.00029896373431476147,46.96484184265137
4,4096,838483.3660616386,1.0,1.0,1.0,1.0,1.0,1.0,0.08125000000000115,0.6881524150897544,0.07358126271637364,0.3010845986984816,0.6989154013015184,2,0.004020170937292278,0.4091136150062084,2.721301090717316,0.019942631260563216,0.9879469841718673,1.8375160902738572,2.044371658563614,0.20785616636392426,0.00029815940691897306,62.23335003852844
5,5120,882600.1810006741,1.0,1.0,1.0,1.0,1.0,1.0,0.07812500000000111,0.6696658263338202,0.08856876774891989,0.31392006941055256,0.6860799305894474,2,-0.0009302952326834202,0.33714131712913514,2.708551216125488,0.01269326609601169,0.9955559343099594,1.6851572096347809,1.8286285251379013,0.297192648649459,0.00029712739942028293,77.54162240028381
6,6144,442834.9541827552,1.0,1.0,1.0,1.0,1.0,1.0,0.07500000000000107,0.6529010320423494,0.1020842978893279,0.3246726572528883,0.6753273427471117,1,0.0037625753320753574,0.15391100719571113,2.695184111595154,0.017705579364823087,0.9883949786424637,1.7163100123405457,1.0367494776844979,0.8604749655090618,0.00029586930309945264,92.79256272315979
7,7168,860043.6213297248,1.0,1.0,1.0,1.0,1.0,1.0,0.08125000000000115,0.6371059450108606,0.11393584462545232,0.3534226729445853,0.6465773270554147,1,0.0017785790376365184,0.25054569765925405,2.682027351856232,-0.002738163139373273,1.0050168246030808,1.8875757545232772,1.2977847084403038,0.19684907198640536,0.00029438705784982027,107.62470579147339
8,8192,1126.1868499219418,0.0,0.0,0.95,1.0,0.875,0.875,0.0785714285714297,0.6209775633012513,0.12519352106096807,0.3747075339260646,0.6252924660739354,1,-0.009978476562537253,0.007779014424886555,2.6704136967658996,-0.038353999325062914,1.0188620030879973,1.5557325720787047,0.4184815719723701,0.023932251631365323,0.0002926829491861255,121.97466921806335
9,9216,882566.4231383898,1.0,1.0,1.0,1.0,1.0,1.0,0.07812500000000111,0.607688278186399,0.13423261124095853,0.3900205872792285,0.6099794127207715,2,0.007292687240988016,0.19729917719960213,2.6641172051429747,0.0427009523006018,0.9723498553037644,2.2040575742721558,1.8550069779157639,0.4889449316545983,0.0002907596047204114,137.17067527770996
10,10240,640848.6198633611,1.0,1.0,1.0,1.0,1.0,1.0,0.07500000000000107,0.5969633242508989,0.14304281090760806,0.40944594876067486,0.5905540512393251,1,-0.0001256014220416546,0.10992762465029955,2.647844839096069,-0.006101618134436326,1.0059845566749572,1.1507533267140388,1.2640206515789032,0.05944428906958064,0.00028861999011043737,152.35585975646973
