update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,4096,63244.39565362036,0.0,0.0,0.1375,0.125,0.09375,0.09375,0.08333333333333452,0.22804254414014066,0.01889206027853451,0.7972010739160322,-0.012628123004105873,0.8039991870522499,2.7602513432502747,0.392513716507824,0.7664807677268982,1.1327335119247437,5.542182186245919,0.07980616152191161,0.00029996721217948936,21.198973417282104
2,8192,63246.36479828507,0.0,0.0,0.13749999999999998,0.125,0.09375,0.09375,0.08333333333333452,0.25341014709166676,0.035431833292990274,0.7747143727872807,-0.004631527734454721,0.46924498230218886,2.7725885987281798,-0.07002003772267926,1.0942000418901443,1.7131456196308137,0.9570079982280731,0.0924265178092958,0.00029986886309977926,41.6487500667572
3,12288,63209.39764516428,0.0,0.0,0.1375,0.125,0.09375,0.09375,0.06666666666666761,0.2763208082518352,0.05045599174340513,0.7488035485000584,-0.006477893749251962,0.45891357958316803,2.782102143764496,-0.04123201603833877,1.0645182490348817,1.9131263211369514,0.972446957230568,0.16056394076803068,0.00029970499590002654,62.338557958602905
4,16384,57695.864580616355,0.0,0.0,0.125,0.125,0.0625,0.0625,0.10000000000000142,0.29640583424035627,0.06267759953712482,0.7298803136607511,-0.003503685882606078,0.40665975362062456,2.792379450798035,-0.009167574568709824,1.0189189612865448,1.0629723735153676,0.8194341156631708,0.03305869153830801,0.00029947568245780083,82.91160583496094
5,20480,63106.42675509155,0.0,0.0,0.13749999999999998,0.125,0.09375,0.09375,0.10000000000000142,0.3147057486438486,0.07508480599218334,0.7118712221443951,-0.0010255576227791608,0.44324749410152436,2.7969791173934935,0.01595930630719522,1.0042291671037673,1.7815562039613724,1.066574578732252,0.11816825393038247,0.0002991810233575568,103.63086104393005
6,24576,46700.913988120854,0.0,0.0,0.1,0.125,0.0,0.0,nan,0.3298016767256015,0.08284025918667737,0.6917995153679377,-0.003275334936915897,0.32326853796839716,2.8033144950866697,-0.0014577603025827557,1.0130167186260224,0.9272165656089782,0.4095475528389215,0.030036784665894333,0.0002988211478465144,124.56179356575012
7,28672,46574.81988303922,0.0,0.0,0.1,0.125,0.0,0.0,nan,0.3428642614871542,0.08928603275594753,0.6785522993343025,-0.003395517042372376,0.33439823538064956,2.807896637916565,0.007237479540344793,1.0053659200668335,0.8387131124734879,0.48822549991309644,0.04294658055100125,0.00029839621377796666,155.5905647277832
8,32768,57423.6210634124,0.0,0.0,0.125,0.125,0.0625,0.0625,0.10000000000000142,0.35619877717226467,0.09817173665317788,0.6741087550946706,-0.002417260443326086,0.41058255136013033,2.812479090690613,-0.011074930682661943,1.0309752434492112,1.5088144451379777,0.31167220026254655,0.04973805050197323,0.0002979064075420404,179.0900433063507
9,36864,68496.20802181959,0.0,0.0,0.15,0.125,0.125,0.125,0.10000000000000142,0.36918260559792476,0.10776304169705374,0.659313277845905,-0.001992817997233942,0.4814590334892273,2.816336190700531,-0.007436306073941523,1.024972665309906,1.237049187719822,0.9603422552347183,0.05760350733393055,0.0002973519439839389,199.8395984172821
10,40960,46587.97367504239,0.0,0.0,0.1,0.125,0.03125,0.03125,0.20000000000000284,0.37896180293886406,0.1123416626123613,0.6422732084327054,-0.003491720015881583,0.33229656144976616,2.820555865764618,-0.020699762419098988,1.0412220686674118,1.193524006009102,0.38932681158185006,0.04002767326441817,0.00029673306630970386,221.1294710636139
