episode,seed,defender_id,target_index,target_id,hit_time_s,min_distance_m,miss_at_arrival_m
1,73001,0,0,20,nan,169.7918728360657,nan
1,73001,1,1,21,32.75,1.9041233171869651,1.9041233171869651
1,73001,2,5,25,nan,144.02810213390788,nan
1,73001,3,3,23,nan,6.027835788626274,nan
1,73001,4,3,23,nan,5.728218818118239,nan
1,73001,5,4,24,nan,129.87413801667236,nan
1,73001,6,7,27,32.550000000000004,0.9364478182152788,0.9364478182152788
1,73001,7,6,26,32.800000000000004,0.4864314859776161,0.4864314859776161
1,73001,8,0,20,nan,178.09379938429717,nan
1,73001,9,0,20,nan,175.26394069967847,nan
1,73001,10,2,22,nan,3.0309927486551533,nan
1,73001,11,3,23,nan,5.333703181220633,nan
1,73001,12,4,24,nan,133.97245516068259,nan
1,73001,13,5,25,nan,147.9147657623432,nan
1,73001,14,7,27,32.5,0.39869463772260294,1.7461840806746278
1,73001,15,6,26,32.800000000000004,0.2862027677915109,0.2862027677915109
1,73001,16,1,21,32.65,0.5802473658177513,1.3849423621594996
1,73001,17,1,21,32.75,2.088736323931039,2.088736323931039
1,73001,18,2,22,nan,3.2066332640778925,nan
1,73001,19,4,24,nan,154.04959972576563,nan
2,73002,0,6,26,33.4,0.6384897370169084,0.6384897370169084
2,73002,1,6,26,33.45,0.8922850168257761,0.8922850168257761
2,73002,2,2,22,nan,4.222567849813254,nan
2,73002,3,3,23,nan,63.54306647348475,nan
2,73002,4,6,26,35.5,0.7207146711153257,0.7207146711153257
2,73002,5,5,25,37.35,0.4496075685375081,0.4496075685375081
2,73002,6,0,20,nan,224.36792003443057,nan
2,73002,7,4,24,nan,39.25918888904267,nan
2,73002,8,7,27,32.85,1.0274264424110409,1.0274264424110409
2,73002,9,1,21,33.0,0.7414246130025494,1.2219786519185183
2,73002,10,4,24,nan,17.86132240136853,nan
2,73002,11,3,23,nan,63.615307557574575,nan
2,73002,12,2,22,32.6,2.855931593856242,2.869433176536606
2,73002,13,4,24,nan,5.877461610848019,nan
2,73002,14,0,20,nan,227.7817713908247,nan
2,73002,15,5,25,41.0,2.151284885804745,2.151284885804745
2,73002,16,7,27,32.85,0.8404618807965601,1.2673135233285797
2,73002,17,1,21,33.050000000000004,2.0867471114918383,2.0867471114918383
2,73002,18,7,27,34.25,2.4401908328076796,2.4401908328076796
2,73002,19,2,22,35.300000000000004,0.6064397306217986,2.5859052961525224
3,73003,0,6,26,32.65,0.22697398176891712,2.16475887874844
3,73003,1,1,21,33.050000000000004,0.3642698570078221,0.3642698570078221
3,73003,2,5,25,35.9,1.9236929864631067,1.9236929864631067
3,73003,3,3,23,nan,11.420509674532237,nan
3,73003,4,4,24,nan,95.67607141842741,nan
3,73003,5,2,22,nan,4.558336169279746,nan
3,73003,6,7,27,32.5,2.5408421463181137,2.5408421463181137
3,73003,7,0,20,nan,279.4247211408356,nan
3,73003,8,0,20,nan,284.6784941816739,nan
3,73003,9,1,21,32.95,0.7496520330233124,2.689057957567064
3,73003,10,2,22,nan,4.663518252518627,nan
3,73003,11,5,25,35.550000000000004,0.19011291409623676,1.7187427231747652
3,73003,12,3,23,nan,8.34197830517253,nan
3,73003,13,4,24,nan,93.53442825220883,nan
3,73003,14,7,27,32.5,0.6475075494714009,0.6475075494714009
3,73003,15,0,20,nan,276.2648785958191,nan
3,73003,16,6,26,32.75,1.2825593049535333,1.2825593049535333
3,73003,17,1,21,33.050000000000004,0.23261215067537278,0.23261215067537278
3,73003,18,5,25,35.85,0.8959443370189479,2.795532991059117
3,73003,19,3,23,nan,10.991087014657271,nan
