episode,seed,attacker_id,radius_m,altitude_m,speed_mps,heading_bias_rad,x_m,y_m,z_m
1,73001,20,2096.853680535592,92.66087074563734,34.0,0.04,-1855.2575922187975,-977.1461631148993,92.66087074563734
1,73001,21,2112.9735667549567,110.9918381368285,36.10577625048413,-0.047,-2081.58328910327,362.86127422360096,110.9918381368285
1,73001,22,2109.0364279720275,136.6050399824096,36.81492567624167,0.054,1457.6214666947615,-1524.2618916523568,136.6050399824096
1,73001,23,2154.7477994240207,154.8709404884444,38.306540613955136,-0.04,1080.5219300622514,1864.2452729663034,154.8709404884444
1,73001,24,2231.4359737331206,90.21298864708497,39.92486545449642,0.047,2228.1848004214617,120.41179361279595,90.21298864708497
1,73001,25,2236.4741364651977,115.14567593672002,41.166052643696545,-0.054,1924.0144047215201,-1140.168905689787,115.14567593672002
1,73001,26,2261.2207756324597,136.20332097075277,43.098578215252026,0.04,-1680.8065472874935,-1512.6165233618724,136.20332097075277
1,73001,27,2302.117188617947,157.3770669463376,44.147369653004986,-0.047,-1662.4465755967565,-1592.487027707547,157.3770669463376
2,73002,20,2107.646522733831,87.75920844283452,34.0,0.04,-1845.7922736357382,-1017.4599487835483,87.75920844283452
2,73002,21,2106.388663239377,110.69567689429417,35.645993054389514,-0.047,-2060.406916181093,437.7174206911205,110.69567689429417
2,73002,22,2143.4157588056196,133.06108790559415,37.173071246464104,0.054,1483.2961913555978,-1547.2761627473772,133.06108790559415
2,73002,23,2157.504243740868,157.02268580595523,38.716230175567105,-0.04,1050.7715361734365,1884.331112232553,157.02268580595523
2,73002,24,2195.168815446445,90.97839980577116,39.801578093023934,0.047,2192.095083807831,116.12610324163418,90.97839980577116
2,73002,25,2214.291779073258,110.46836776586318,41.12944465291247,-0.054,1907.7974634220384,-1124.009306648237,110.46836776586318
2,73002,26,2264.5260234763814,133.95838739499413,42.23474276635461,0.04,-1668.8891502793856,-1530.6492462616975,133.95838739499413
2,73002,27,2300.3191154772862,155.38913386862052,44.148654109926206,-0.047,-1626.3336477996384,-1626.8088083929613,155.38913386862052
3,73003,20,2069.8481154305823,90.57790500759727,34.0,0.04,-1818.0655015681443,-989.398328763145,90.57790500759727
3,73003,21,2096.397771229163,113.66173448425027,35.93676863228011,-0.047,-2050.53996849559,436.084226746057,113.66173448425027
3,73003,22,2156.9724676910605,134.4065512687921,36.69914835636442,0.054,1496.8148187928791,-1553.085839423985,134.4065512687921
3,73003,23,2186.7435107379415,155.02872887235384,38.705333824688886,-0.04,1083.938079771454,1899.190727909093,155.02872887235384
3,73003,24,2198.4329606389197,86.9394809164201,39.78374992552847,0.047,2196.834743157473,83.81284913332826,86.9394809164201
3,73003,25,2220.913239225541,109.69666254622976,41.21401503823034,-0.054,1886.4464296801311,-1172.081688328237,109.69666254622976
3,73003,26,2253.414360587965,131.4812428587605,42.71671947004975,0.04,-1663.8465729814202,-1519.7009120488317,131.4812428587605
3,73003,27,2299.2509124205817,153.41763456241296,44.868816232612936,-0.047,-1647.2880572958231,-1604.0563626498385,153.41763456241296
