episode,seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
1,73001,7,3,False,False,False,0.023148148148148806,1.0505688213804454,1.1734112480295618,32.70000000000001,0.10000000000000142,63.14984706183769,178.09379938429717,1500,0.0544959832590842,0.0544959832590842,824.196600005962,0.35247181133649397,0.0,0,"[3, 3, 2, 3, 3, 2, 2, 2]","[3, 3, 2, 3, 3, 2, 2, 2]"
2,73002,12,4,False,False,False,0.8486111111111114,0.7654835200767884,1.3209039625111854,35.95,3.6499999999999986,33.098980514583744,227.7817713908247,1500,0.21221363786889647,0.21221363786889647,825.996314000804,0.3575376010373921,0.0,0,"[2, 2, 3, 2, 3, 2, 3, 3]","[2, 2, 3, 2, 3, 2, 3, 3]"
3,73003,10,4,False,False,False,0.05972222222222149,1.0725461198583273,1.6397842070987068,33.55,0.3499999999999943,53.930409513296105,284.6784941816739,1500,0.06188686755874104,0.06188686755874104,836.8179459939711,0.062111541357207666,0.0,0,"[3, 3, 2, 3, 2, 3, 2, 2]","[3, 3, 2, 3, 2, 3, 2, 2]"
