update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,hit_fraction,target_coverage_rate,complete_group_rate,coordinated_group_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,actor_update_fraction,completed_episodes,policy_loss,value_loss,entropy,approx_kl,importance_ratio,actor_grad_norm,critic_grad_norm,adaptive_kl_coef,actor_lr,wall_time_s
1,1024,331568.9264745143,0.0,0.0,0.75,0.875,0.75,0.75,0.1416666666666687,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,0,0.05390981810633093,1.1666099309921265,2.76264750957489,-0.063160598941613,3.3008763611316683,1.3385345101356507,6.252189512550831,0.000759375,0.0002998847409179881,17.665995121002197
2,2048,242683.88810994336,0.0,0.0,0.9,1.0,0.875,0.75,0.3785714285714167,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.0328605932649225,0.40965851694345473,2.7617830514907835,0.3183599732816219,2.744027042388916,1.747020360827446,3.2706313699483873,0.0706871104756104,0.0002995391413931026,35.14478373527527
3,3072,242372.78271314874,0.0,0.0,0.95,1.0,0.875,0.75,3.4857142857140935,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.01383364237844944,0.31240446483716366,2.75384920835495,-0.011397544178180397,4.792539823055267,8.156296825408935,1.8459007434546948,0.5314410000000002,0.00029896373431476147,52.20533299446106
4,4096,397701.741781652,0.0,0.0,0.9,1.0,0.75,0.75,0.15000000000000213,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,0,0.00716665256768465,0.5510579595342279,2.738636887073517,-0.4247904643416405,4.885008084774017,0.9341336250305176,1.721794967353344,0.06461081889226679,0.00029815940691897306,70.15885257720947
5,5120,397529.3308407422,0.0,0.0,0.95,1.0,0.875,0.75,3.9428571428569277,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.07113745934329926,0.4832024946808815,2.722636008262634,-0.11063941344618797,3.7826984882354737,1.7797695696353912,1.3632077738642692,0.46767637431882936,0.00029712739942028293,88.12686014175415
6,6144,67103.60871903971,1.0,0.0,1.0,1.0,1.0,0.875,3.3312499999998186,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,-0.028916911222040653,0.10074804239557125,2.713429534435272,-0.45602173954248426,4.358573985099793,1.293022584170103,0.6928603425621986,0.056858529020730124,0.00029586930309945264,106.03448700904846
7,7168,397157.2669441402,0.0,0.0,0.9,1.0,0.75,0.625,4.7083333333330755,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,0,0.10318781950045378,0.4509701706469059,2.7097790360450746,-0.3948214128613472,3.4781383156776426,0.9303147763013839,1.0730719514191152,0.006912669743281169,0.00029438705784982027,124.05427670478821
8,8192,353709.8260643333,0.0,0.0,0.9,1.0,0.75,0.625,4.7083333333330755,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.07400569340679794,0.3311596974730492,2.716659700870514,-0.3311565657379106,3.8297855854034424,0.7084243282675743,0.9806274190545082,0.0008404192616775744,0.0002926829491861255,142.13771986961365
9,9216,23411.07775080204,0.0,0.0,0.85,1.0,0.75,0.75,0.12500000000000178,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.016145897621754557,0.033884489350020884,2.721734893321991,0.3486252697184682,2.3095132291316984,1.276355478167534,0.4407885119318962,0.0869235434052618,0.0002907596047204114,160.1010377407074
10,10240,440993.04329043627,1.0,0.0,1.0,1.0,1.0,0.875,3.2937499999998208,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.06295092552900314,0.4050028592348099,2.721788501739502,-0.022967795934528114,2.7363489091396334,2.5184573203325273,1.3738529697060584,0.37751034566364733,0.00028861999011043737,177.6967658996582
11,11264,352850.44239547127,0.0,0.0,0.8,1.0,0.75,0.75,0.13333333333333522,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,0,0.02280249511823058,0.269877278059721,2.71233047246933,-0.39421684890985487,4.234917151927948,0.9803281277418137,0.9942095585167408,0.04589644489911568,0.00028626740448684966,195.74275922775269
12,12288,441072.55594566464,0.0,0.0,0.9,1.0,0.875,0.75,4.2142857142854835,0.8000000000000002,1.1102230246251565e-16,0.0,1.0,1,0.07766695749014615,0.29474871307611467,2.704749619960785,-0.4183410182595253,4.052384281158448,0.5328613661229611,1.058645912259817,0.005579936228434884,0.00028370547536616097,213.71397876739502
