episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,9,3,3,False,False,0.3500022888183594,0.1666666716337204,813.7064794521254,16274.12958904251
2,case2,8,10,4,2,False,False,0.75,0.2624998092651367,786.2013291812618,15724.026583625237
3,case2,8,13,5,3,False,False,0.9000015258789062,0.31000059843063354,798.9594132127415,15979.18826425483
4,case2,8,9,3,2,False,False,23.450000762939453,7.850000858306885,802.9345325108203,16058.690650216406
5,case2,8,10,4,3,False,False,0.25,0.13333384692668915,806.8114274616813,16136.228549233627
6,case2,8,9,3,2,False,False,23.049999237060547,7.716665744781494,824.946702995617,16498.93405991234
7,case2,8,9,3,2,False,False,0.6999969482421875,0.28333282470703125,828.3402381178923,16566.804762357846
8,case2,8,9,3,2,False,False,0.7000045776367188,0.2666664123535156,810.6990492487384,16213.980984974769
9,case2,8,9,3,2,False,False,0.7000007629394531,0.2666689455509186,824.8692347377073,16497.384694754146
10,case2,8,11,4,2,False,False,23.400001525878906,6.0125017166137695,799.2813768806402,15985.627537612803
11,case2,8,9,3,2,False,False,23.35000228881836,7.800001621246338,812.6557818725356,16253.115637450712
12,case2,8,9,3,2,False,False,23.39999771118164,7.8166656494140625,824.8493643761146,16496.987287522294
13,case2,8,11,5,2,False,False,0.75,0.21250057220458984,806.1998093441478,16123.996186882956
14,case2,8,11,4,3,False,False,0.75,0.3250007629394531,777.3867169432808,15547.734338865615
15,case2,8,11,4,2,False,False,0.6999969482421875,0.2624988555908203,824.8678259718232,16497.356519436464
16,case2,8,9,3,3,False,False,0.10000228881835938,0.06666692346334457,817.2575741024688,16345.151482049376
17,case2,8,9,3,2,False,False,23.449996948242188,7.866663455963135,826.3631212855689,16527.26242571138
18,case2,8,8,3,2,False,False,0.20000076293945312,0.09999847412109375,812.3706770652964,16247.413541305927
19,case2,8,9,3,2,False,False,23.5,7.849999904632568,810.3428712041583,16206.857424083166
20,case2,8,9,3,2,False,False,23.349998474121094,7.816667079925537,801.2551892037366,16025.10378407473
