episode,seed,defender_id,target_index,target_id,hit_time_s,min_distance_m,miss_at_arrival_m
1,73401,0,6,26,34.800000000000004,0.9615944732389856,0.9615944732389856
1,73401,1,1,21,35.45,0.49773995598750326,0.49773995598750326
1,73401,2,2,22,34.800000000000004,1.4181713605853927,1.4181713605853927
1,73401,3,3,23,32.800000000000004,1.089062939197485,1.089062939197485
1,73401,4,4,24,37.050000000000004,0.9975294366626403,0.9975294366626403
1,73401,5,2,22,34.75,0.8292559259468123,2.8039099567738397
1,73401,6,6,26,34.85,1.9654638273998615,1.9654638273998615
1,73401,7,0,20,37.85,1.5385958812135816,1.5385958812135816
1,73401,8,7,27,34.65,0.16713462026711515,0.16713462026711515
1,73401,9,0,20,37.800000000000004,0.9991508872910602,2.896661526216405
1,73401,10,2,22,34.75,0.4180606282331142,0.4180606282331142
1,73401,11,4,24,36.9,0.7644234551279258,2.8243666934828946
1,73401,12,5,25,39.050000000000004,0.4562291353859231,0.4562291353859231
1,73401,13,4,24,37.0,0.33376476742941125,2.3935022595500715
1,73401,14,0,20,37.85,2.989195587078819,2.989195587078819
1,73401,15,7,27,34.6,0.11880505769133522,2.076052539394471
1,73401,16,7,27,34.65,0.09523070944074914,0.09523070944074914
1,73401,17,1,21,35.45,0.6754040659340694,0.6754040659340694
1,73401,18,5,25,39.050000000000004,0.7013552268662544,0.7013552268662544
1,73401,19,3,23,32.75,0.4132777310214697,2.00390369920576
2,73402,0,1,21,34.45,0.2385694929504073,1.9452520249163592
2,73402,1,7,27,34.75,0.9586254980043112,0.9586254980043112
2,73402,2,4,24,36.25,0.7244215067911052,0.7244215067911052
2,73402,3,3,23,32.4,1.4899865299694743,1.4899865299694743
2,73402,4,2,22,34.5,1.7885753908718287,1.7885753908718287
2,73402,5,5,25,39.0,1.600040690899487,1.600040690899487
2,73402,6,1,21,34.550000000000004,2.680681110912011,2.680681110912011
2,73402,7,6,26,35.1,0.6447789423224901,1.7932322993976633
2,73402,8,7,27,34.75,2.926924702677999,2.926924702677999
2,73402,9,7,27,34.7,0.24822970589039026,2.228210334341228
2,73402,10,2,22,34.45,0.6264502317622411,2.601550374415572
2,73402,11,4,24,36.050000000000004,0.12216931668633062,1.9381486839916144
2,73402,12,5,25,39.0,1.3742200159619518,1.3742200159619518
2,73402,13,5,25,38.95,0.7972889903561023,2.6971751716195347
2,73402,14,0,20,37.85,1.8991618545246804,1.8991618545246804
2,73402,15,0,20,37.85,2.1970352298334856,2.1970352298334856
2,73402,16,6,26,35.15,0.4491722921456111,0.4491722921456111
2,73402,17,0,20,37.85,1.9286851169722434,1.9286851169722434
2,73402,18,2,22,34.5,1.449635936254889,1.449635936254889
2,73402,19,4,24,36.050000000000004,0.55163945271362,1.5084667522950295
3,73403,0,0,20,37.9,0.787899852010404,2.6865156631101095
3,73403,1,0,20,37.95,1.8766652149645358,1.8766652149645358
3,73403,2,2,22,36.5,0.7908126812640198,2.7698325226214235
3,73403,3,3,23,34.300000000000004,0.9756794567797604,2.8731107642452174
3,73403,4,7,27,35.95,0.6513565266536356,0.6513565266536356
3,73403,5,5,25,40.650000000000006,0.5934387426270407,0.5934387426270407
3,73403,6,6,26,35.300000000000004,0.6919258504643462,2.2079277333575673
3,73403,7,1,21,33.95,0.7944115208261184,1.1618730186743462
3,73403,8,2,22,37.2,2.872374644565637,2.872374644565637
3,73403,9,1,21,33.9,0.3523885130297371,0.3523885130297371
3,73403,10,4,24,36.95,0.9504872630135188,0.9504872630135188
3,73403,11,4,24,36.75,0.3316768554901008,2.3915107425266897
3,73403,12,3,23,34.4,0.3526371127316766,0.3526371127316766
3,73403,13,4,24,36.85,0.9165394813047444,1.1436639077019015
3,73403,14,3,23,35.65,0.47603730971827934,0.47603730971827934
3,73403,15,7,27,35.0,0.6084188777029251,2.5876298782192126
3,73403,16,1,21,34.0,1.114236672111297,1.114236672111297
3,73403,17,7,27,35.050000000000004,0.06759442042214515,0.06759442042214515
3,73403,18,5,25,40.650000000000006,0.8890613697024654,0.8890613697024654
3,73403,19,6,26,36.300000000000004,2.4667375490065133,2.4667375490065133
