case,variant,E_co_time_s_eligible_n,E_co_time_s_median,E_co_time_s_q25,E_co_time_s_q75,E_co_time_s_mean,E_co_time_s_std,E_n_g_eligible_n,E_n_g_median,E_n_g_q25,E_n_g_q75,E_n_g_mean,E_n_g_std,E_miss_m_eligible_n,E_miss_m_median,E_miss_m_q25,E_miss_m_q75,E_miss_m_mean,E_miss_m_std,E_t_s_eligible_n,E_t_s_median,E_t_s_q25,E_t_s_q75,E_t_s_mean,E_t_s_std
case2,full,100,0.0421875000000004,0.0371527777777783,0.047222222222223,0.0421458333333339,0.0082395377295019,100,0.5053910700122233,0.4602897297807563,0.5706216363675235,0.5068568010009693,0.0789038021960011,100,1.642682520186904,1.5480017861606543,1.8306166526703216,1.6898262906799466,0.1929333574429835,100,27.76250000000026,27.39843750000025,28.164062500000263,27.70775000000026,0.6603232296964721
case2,no_trust,100,0.0425347222222223,0.0367187500000005,0.0461805555555562,0.0419722222222228,0.0079982675983076,100,0.5050077846212355,0.4600244959839369,0.5730469954377774,0.5069690864247127,0.078946073511483,100,1.6705421708584114,1.5604539217513984,1.8171259167609175,1.688466020276948,0.1962955624252704,100,27.76562500000026,27.39843750000025,28.162500000000264,27.707312500000256,0.6610141851721109
case2,no_gru,100,0.0414930555555562,0.0371527777777784,0.0452256944444452,0.0412118055555561,0.0079598692641072,100,0.5046633867284058,0.4616870282458744,0.5697014171055284,0.5078822265093744,0.0775990026550518,100,1.6851932684182858,1.5507046514381964,1.7914841931107537,1.6745436770696216,0.1999915894628721,100,27.79375000000026,27.41093750000025,28.185937500000264,27.73550000000026,0.6519449824187792
case2,no_attention_residual,100,0.0420138888888895,0.0371527777777787,0.0462673611111117,0.0421909722222228,0.0078974786601816,100,0.5060084445902682,0.4628739608268817,0.5657882587044574,0.5075629949046201,0.0774160662204299,100,1.6621572775615263,1.564893215260655,1.820509347328925,1.6791064762939805,0.1762862654135672,100,27.76875000000026,27.39687500000025,28.154687500000264,27.71043750000026,0.6510275331799303
