episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,mean_target_time,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case1,8,20,8,8,True,True,35.131248474121094,0.0500030517578125,0.04375123977661133,411.1242560456274,8222.485120912548
2,case1,8,20,8,8,True,True,35.150001525878906,0.0500030517578125,0.03125,411.3649198228959,8227.298396457918
3,case1,8,20,8,8,True,True,35.13750076293945,0.0500030517578125,0.04375028610229492,411.2606139562093,8225.212279124185
4,case1,8,20,8,8,True,True,35.14374923706055,0.0500030517578125,0.03750038146972656,411.35051239021124,8227.010247804224
5,case1,8,20,8,8,True,True,35.14374923706055,0.0500030517578125,0.03750038146972656,411.32742835017854,8226.54856700357
6,case1,8,20,8,8,True,True,35.13750076293945,0.0500030517578125,0.02500009536743164,411.17662008295304,8223.53240165906
7,case1,8,20,8,8,True,True,35.13750076293945,0.0500030517578125,0.03125,411.211483250116,8224.22966500232
8,case1,8,20,8,8,True,True,35.14374923706055,0.0500030517578125,0.0312504768371582,411.3463313175831,8226.926626351662
9,case1,8,20,8,8,True,True,35.14374923706055,0.0500030517578125,0.0312504768371582,411.29021201094145,8225.80424021883
11,case1,8,20,8,8,True,True,35.14374923706055,0.049999237060546875,0.031249523162841797,411.2840803654632,8225.681607309263
12,case1,8,20,8,8,True,True,35.13750076293945,0.0500030517578125,0.0312504768371582,411.23527226662264,8224.705445332453
13,case1,8,20,8,8,True,True,35.14374923706055,0.0500030517578125,0.03125,411.28171358692924,8225.634271738585
15,case1,8,20,8,8,True,True,35.13750076293945,0.0500030517578125,0.02500009536743164,411.17553479508496,8223.5106959017
16,case1,8,20,8,8,True,True,35.14374923706055,0.0500030517578125,0.02500009536743164,411.2628741553752,8225.257483107504
17,case1,8,20,8,8,True,True,35.13750076293945,0.0500030517578125,0.03750038146972656,411.30562048107384,8226.112409621477
18,case1,8,20,8,8,True,True,35.14374923706055,0.0500030517578125,0.02500009536743164,411.2428018247941,8224.856036495883
19,case1,8,20,8,8,True,True,35.13750076293945,0.0500030517578125,0.0312504768371582,411.17578210679346,8223.51564213587
20,case1,8,20,8,8,True,True,35.14374923706055,0.0500030517578125,0.02500009536743164,411.35428252329586,8227.085650465917
