episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,6,2,1,False,False,1.0,0.5,827.3714936050586,16547.429872101173
2,case2,8,6,2,1,False,False,3.3000030517578125,1.6500015258789062,820.815929402737,16416.31858805474
3,case2,8,6,2,1,False,False,1.0,0.5,836.5332443600055,16730.66488720011
4,case2,8,6,2,1,False,False,0.5499954223632812,0.29999732971191406,839.1178662179038,16782.357324358076
5,case2,8,6,2,1,False,False,1.6500015258789062,0.8250007629394531,827.0992933931295,16541.98586786259
6,case2,8,8,3,2,False,False,1.5999984741210938,0.599999725818634,842.2582291908096,16845.164583816193
7,case2,8,6,2,1,False,False,1.3499984741210938,0.6999988555908203,834.9569334633649,16699.138669267297
8,case2,8,6,2,1,False,False,1.8499984741210938,0.9499988555908203,824.6125680361874,16492.25136072375
9,case2,8,6,2,1,False,False,2.0500030517578125,1.0250015258789062,832.6744983578101,16653.4899671562
10,case2,8,6,2,1,False,False,1.9499969482421875,0.9999980926513672,845.8315757260192,16916.631514520384
11,case2,8,6,2,1,False,False,1.1999969482421875,0.5999984741210938,849.1041555685457,16982.083111370914
12,case2,8,7,3,1,False,False,2.0999984741210938,1.0749988555908203,840.9102018750273,16818.204037500545
13,case2,8,7,3,1,False,False,1.9000015258789062,0.9500007629394531,823.219483699929,16464.38967399858
14,case2,8,6,2,1,False,False,1.1500015258789062,0.5750007629394531,848.5804006599355,16971.60801319871
15,case2,8,6,2,1,False,False,1.4000015258789062,0.7000007629394531,839.0405643318314,16780.81128663663
16,case2,8,6,2,2,False,False,0.34999847412109375,0.1999988555908203,848.418424682552,16968.36849365104
17,case2,8,7,3,1,False,False,0.75,0.375,835.4422913421411,16708.845826842822
18,case2,8,6,2,1,False,False,2.0499954223632812,1.0249977111816406,820.5591115546879,16411.182231093757
19,case2,8,7,3,1,False,False,1.5999984741210938,0.7999992370605469,829.2728208396584,16585.456416793168
20,case2,8,6,2,1,False,False,0.899993896484375,0.4499969482421875,840.095860576164,16801.91721152328
