episode,seed,attacker_id,radius_m,altitude_m,speed_mps,heading_bias_rad,x_m,y_m,z_m
6,74006,24,2210.168537425684,88.00551997168495,39.9489409082313,0.047,2207.546006375809,107.63639514868196,88.00551997168495
6,74006,25,2237.370177247965,110.70076568404367,40.81462933952276,-0.054,1917.7420588855634,-1152.4281780744298,110.70076568404367
6,74006,26,2277.481747861114,133.28305269780313,43.243045849336454,0.04,-1669.0938543980642,-1549.5318057565414,133.28305269780313
6,74006,27,2301.4718411299027,155.52386302610128,44.15664785409248,-0.047,-1633.2006312008598,-1621.5512121912698,155.52386302610128
7,74007,20,2060.625884136038,88.87825348768057,34.0,0.04,-1817.3903497213635,-971.2215767326675,88.87825348768057
7,74007,21,2105.9529400676506,112.85542293888152,35.567886543608545,-0.047,-2062.185687281652,427.11588234375193,112.85542293888152
7,74007,22,2107.6134245841395,134.41541557953002,36.5395120721821,0.054,1451.070541673108,-1528.5380697175315,134.41541557953002
7,74007,23,2166.9326908504772,154.64055551590218,38.109485276155894,-0.04,1054.2662346325983,1893.177221812605,154.64055551590218
7,74007,24,2199.7779401794714,90.8254257169399,39.83834357778425,0.047,2199.2080224228116,50.07055233751775,90.8254257169399
7,74007,25,2246.2622937649126,112.93629303841205,40.997520669129386,-0.054,1934.3422208348252,-1141.9345274952511,112.93629303841205
7,74007,26,2271.295652196701,135.97409929506955,42.75852704230886,0.04,-1668.6707480960026,-1540.8834719524918,135.97409929506955
7,74007,27,2323.4825155624776,156.42741000852718,44.318820858112616,-0.047,-1670.8648786626463,-1614.553051892752,156.42741000852718
8,74008,20,2054.4893341976403,93.21840667190192,34.19668098542697,0.04,-1837.7365836338693,-918.5045854570234,93.21840667190192
8,74008,21,2128.5128636079767,111.04386130647453,36.0687447322363,-0.047,-2089.896196751293,403.6098330679155,111.04386130647453
8,74008,22,2134.426406633345,134.22008575764474,37.15230398237961,0.054,1474.2884896191372,-1543.4537682451833,134.22008575764474
8,74008,23,2186.215041185884,156.79595114608827,38.72754456317336,-0.04,1047.790032002795,1918.7684214471994,156.79595114608827
8,74008,24,2178.6937442544345,90.21139715980698,40.0776627709586,0.047,2178.3509443990815,38.647047610879156,90.21139715980698
8,74008,25,2230.332415415388,112.29616879887814,41.698837471864884,-0.054,1922.1841513231857,-1131.189980354583,112.29616879887814
8,74008,26,2257.839295040569,135.04826537090247,42.95963398864984,0.04,-1664.7088736031026,-1525.3139507578053,135.04826537090247
8,74008,27,2307.9385362565527,156.22051904059603,43.87969497994728,-0.047,-1635.6408555616747,-1628.268798066066,156.22051904059603
9,74009,20,2084.1005614187093,88.17538270245367,34.36770592303835,0.04,-1847.9657502310465,-963.5858737438947,88.17538270245367
9,74009,21,2085.162935526186,113.57902152062952,35.11372195723671,-0.047,-2046.8065457212722,398.1048003789145,113.57902152062952
9,74009,22,2147.3332034237847,133.48609174090706,36.922154923167376,0.054,1489.3224491060457,-1546.919044137418,133.48609174090706
9,74009,23,2164.4332762536437,153.24221114980998,37.70070273653072,-0.04,1068.1502521575549,1882.5053641808922,153.24221114980998
9,74009,24,2193.375286615957,90.83648415423215,39.62138391093824,0.047,2192.740979032412,52.746059659569525,90.83648415423215
9,74009,25,2248.013541505598,111.43465077259076,41.16349751116317,-0.054,1943.0319840965535,-1130.5713562488443,111.43465077259076
9,74009,26,2258.1063343241563,133.58132527770277,42.94785512854225,0.04,-1651.0506595507707,-1540.4791256981846,133.58132527770277
9,74009,27,2283.542727599662,158.5461388597071,43.95139236141406,-0.047,-1635.9809015658077,-1593.1521830902507,158.5461388597071
10,74010,20,2051.1339341760704,90.81049665580531,34.28595905373587,0.04,-1813.9530535821996,-957.4574326456595,90.81049665580531
10,74010,21,2130.157027425492,112.80230106630493,35.59851111087874,-0.047,-2086.143621752231,430.7827189113929,112.80230106630493
10,74010,22,2124.4882109629543,133.87619199148895,37.104423737044264,0.054,1452.2779821243514,-1550.5930546592153,133.87619199148895
10,74010,23,2180.0011270365953,155.55382285716894,38.78401131272574,-0.04,1061.8869717360394,1903.8910087339796,155.55382285716894
10,74010,24,2222.214579435539,86.23745764885324,39.81626843499007,0.047,2220.6753981485413,82.69469821993665,86.23745764885324
10,74010,25,2243.2961594184744,112.47885780550271,41.41541301451467,-0.054,1934.9742571683921,-1135.012018860288,112.47885780550271
10,74010,26,2251.9263541677924,133.2409607817373,42.27532652389765,0.04,-1661.4522525383225,-1520.1147052544356,133.2409607817373
10,74010,27,2310.0517964571095,157.98784351501376,44.21523001671386,-0.047,-1639.8757643514355,-1627.0054639759246,157.98784351501376
11,74011,20,2086.6719202760005,91.7106589789881,34.00727643437445,0.04,-1840.9151431104137,-982.461774694108,91.7106589789881
11,74011,21,2089.068612072949,110.50157171160322,35.30653214061906,-0.047,-2042.6628902902723,437.87667508030955,110.50157171160322
11,74011,22,2129.5829540370814,134.7353854165448,36.49141925337863,0.054,1482.4024188630028,-1528.9233553956915,134.7353854165448
11,74011,23,2168.4723691408003,158.5915974161238,38.332274909563736,-0.04,1053.638575765192,1895.2884127189227,158.5915974161238
11,74011,24,2188.795085808917,93.93374045525542,40.34240343393278,0.047,2187.9024822079277,62.50324799283663,93.93374045525542
11,74011,25,2211.2509230364376,110.63577898973577,41.319287834750604,-0.054,1912.98978977143,-1109.0990527720041,110.63577898973577
11,74011,26,2292.2282122131833,129.9021785948541,43.014219986540944,0.04,-1693.8589724362764,-1544.3937187010208,129.9021785948541
11,74011,27,2310.2492763295118,155.92266216973326,44.62998786180775,-0.047,-1653.686468598381,-1613.2491383402778,155.92266216973326
12,74012,20,2072.6892622874125,90.11451617694492,34.41222820493204,0.04,-1832.4236204325987,-968.6405180882253,90.11451617694492
12,74012,21,2079.8910267238316,113.32785374007626,35.589600769263555,-0.047,-2032.5084605403256,441.425011613875,113.32785374007626
12,74012,22,2119.03401135026,134.85240750691665,37.08493488907319,0.054,1457.10852631963,-1538.5512288467385,134.85240750691665
12,74012,23,2176.201385586618,154.1370972035283,37.629487771935146,-0.04,1074.928573345444,1892.1894812186872,154.1370972035283
12,74012,24,2212.8618109298427,89.00423730609042,39.64759976136522,0.047,2210.992734378477,90.93141809786799,89.00423730609042
12,74012,25,2218.5468919272785,112.10871727750532,41.10090469985551,-0.054,1890.8275093388838,-1160.4833655022812,112.10871727750532
12,74012,26,2267.955622876834,131.82829172363975,42.238837820775835,0.04,-1684.222177000272,-1518.8872130079676,131.82829172363975
12,74012,27,2275.2683161734344,154.23885824387185,44.410187289184854,-0.047,-1616.4559822107003,-1601.2232724257835,154.23885824387185
13,74013,20,2047.211763685026,90.69643890638953,34.0,0.04,-1817.6163002571243,-941.9909715119131,90.69643890638953
13,74013,21,2118.149903675145,116.03349402035188,35.64070585847029,-0.047,-2074.3476760504855,428.53323477062634,116.03349402035188
13,74013,22,2127.2902530928013,135.52317831847782,37.231276490980996,0.054,1470.0975646962563,-1537.5880368869196,135.52317831847782
13,74013,23,2163.079057804996,155.7839030922604,38.14475217907871,-0.04,1043.83054610811,1894.552401314409,155.7839030922604
13,74013,24,2206.0897515329966,89.06436815054525,39.73543608935363,0.047,2202.9715469517782,117.25338007839525,89.06436815054525
13,74013,25,2259.95312061794,113.75014026507587,41.91131040508028,-0.054,1952.8063373492143,-1137.5128641907797,113.75014026507587
13,74013,26,2258.5848317746554,132.28069182191655,42.4873942644222,0.04,-1679.197658370206,-1510.4637256308292,132.28069182191655
13,74013,27,2315.8019481145875,156.05564920520845,44.32387697933108,-0.047,-1627.4440206243385,-1647.5328896945903,156.05564920520845
14,74014,20,2101.1449068302386,88.04253457623689,34.163199159936624,0.04,-1861.2176938733287,-975.0274947464303,88.04253457623689
14,74014,21,2111.130886775765,111.68550978478947,35.21271059809824,-0.047,-2066.8909460099767,429.9249218184633,111.68550978478947
14,74014,22,2156.664839938082,129.5325376881613,37.59917912707652,0.054,1497.1058118802669,-1552.377988719075,129.5325376881613
14,74014,23,2165.9350688540308,156.0078587385797,37.45404861050309,-0.04,1050.9348790567492,1893.8876953171462,156.0078587385797
14,74014,24,2195.8396547174752,92.37172843040571,39.703963916851485,0.047,2195.315535374127,47.97384052554613,92.37172843040571
14,74014,25,2241.713863601266,115.43341654082923,40.97050287855523,-0.054,1940.047709264818,-1123.1633594622147,115.43341654082923
14,74014,26,2265.8547240853613,134.07130583809476,42.571082026640326,0.04,-1647.3570597385267,-1555.7353079459194,134.07130583809476
14,74014,27,2294.8494649326926,154.6741138352008,44.34980998879584,-0.047,-1631.0106803814308,-1614.3538110289107,154.6741138352008
15,74015,20,2057.4703118983143,88.40278048470347,34.04673606319492,0.04,-1818.5934043718169,-962.2380754876999,88.40278048470347
15,74015,21,2118.503768826085,111.52352061650575,35.36419448836885,-0.047,-2066.5199713414386,466.4262284405833,111.52352061650575
15,74015,22,2157.0026146359755,136.61232778954036,36.65936416638452,0.054,1504.480844253916,-1545.7029691436383,136.61232778954036
15,74015,23,2180.1238770098835,154.05266548946958,38.78111111115399,-0.04,1092.4960656399098,1886.635223266523,154.05266548946958
15,74015,24,2181.7455564300717,89.93584313542065,40.087886790144225,0.047,2179.6393444711666,95.84362803893372,89.93584313542065
15,74015,25,2244.7648315475044,113.7751359482993,41.47234612400797,-0.054,1919.4158511064463,-1163.9638909664734,113.7751359482993
15,74015,26,2276.286489911491,133.9319111423756,43.41831825388442,0.04,-1685.8406404318994,-1529.5167600329655,133.9319111423756
15,74015,27,2326.1973847740987,155.8698123195604,44.48242890476918,-0.047,-1690.9958075044162,-1597.412736875584,155.8698123195604
16,74016,20,2100.5162581880636,92.98886180494506,34.8719378897399,0.04,-1849.5202804056532,-995.7124500982085,92.98886180494506
16,74016,21,2102.9373363800105,111.33897077149697,35.13939157343957,-0.047,-2057.556772513871,434.5176275174073,111.33897077149697
16,74016,22,2133.734891564373,130.16443275129362,37.034594272522476,0.054,1458.0454630087718,-1557.8600756418282,130.16443275129362
16,74016,23,2168.2946794383874,156.198530270211,38.00760463144725,-0.04,1061.387877210364,1890.7558253226928,156.198530270211
16,74016,24,2207.053691200511,90.27923943518115,40.12631951356834,0.047,2205.875882628412,72.09428743058545,90.27923943518115
16,74016,25,2232.161063995948,107.83733088192926,41.37506887035999,-0.054,1915.2814124442923,-1146.4031257655045,107.83733088192926
16,74016,26,2271.83690565685,132.39150651847902,42.662161825105215,0.04,-1683.699006308856,-1525.2542680022439,132.39150651847902
16,74016,27,2300.531151208006,155.87680506158017,43.98240113648793,-0.047,-1627.4529409779498,-1625.989084397757,155.87680506158017
17,74017,20,2087.084277727378,89.43235987980728,34.0,0.04,-1860.9368022023668,-944.8994658404881,89.43235987980728
17,74017,21,2119.651165954931,109.53094554540293,35.70247222241572,-0.047,-2077.353252779586,421.33659762732714,109.53094554540293
17,74017,22,2148.4943290878336,137.11193522687483,36.38185050166731,0.054,1460.3397513513446,-1575.8920308021338,137.11193522687483
17,74017,23,2155.3724082471826,155.88704294328977,38.07778449180352,-0.04,1013.9072393300775,1902.004818150396,155.88704294328977
17,74017,24,2214.1550069758823,94.73084949676013,39.764081402849385,0.047,2211.6528659293654,105.23305347082882,94.73084949676013
17,74017,25,2259.464742230857,112.7994470475113,41.61044247479181,-0.054,1919.9998967321771,-1191.1260713848822,112.7994470475113
17,74017,26,2267.2210011802385,132.1320669408905,42.34599682854526,0.04,-1673.0983367305362,-1530.0434712197678,132.1320669408905
17,74017,27,2304.550245237315,151.84875098749848,44.61095393281815,-0.047,-1660.8662759231172,-1597.6467213763635,151.84875098749848
18,74018,20,2080.6923163548836,89.52396729529005,34.0,0.04,-1837.6449001472688,-975.8799804796619,89.52396729529005
18,74018,21,2089.53505659167,109.2749413201279,35.329737043802744,-0.047,-2049.9420051244224,404.8388918471356,109.2749413201279
18,74018,22,2146.6651756195492,134.174747707186,36.96847359799678,0.054,1513.5645633703834,-1522.2659717431545,134.174747707186
18,74018,23,2165.008123788713,156.005473608639,38.477790812748175,-0.04,1065.3434429056576,1884.7555610022864,156.005473608639
18,74018,24,2209.7467950010764,92.87920575121191,39.56939255962122,0.047,2208.6343168605063,70.10957426524617,92.87920575121191
18,74018,25,2243.0400596733534,112.33083111064558,40.924363866079446,-0.054,1938.091669270008,-1129.1719934561052,112.33083111064558
18,74018,26,2266.0191428323133,135.99503055705904,42.63297029379302,0.04,-1669.4193524559569,-1532.2799291669999,135.99503055705904
18,74018,27,2321.1383714773115,154.3575649587223,44.223973231696135,-0.047,-1650.273668345225,-1632.2622825730978,154.3575649587223
19,74019,20,2080.9456157623895,89.03212368238682,34.15874385346968,0.04,-1849.8540723372453,-953.0868621579145,89.03212368238682
19,74019,21,2120.072354244512,113.94887752861904,35.59074074017995,-0.047,-2077.711684392093,421.6882068216282,113.94887752861904
19,74019,22,2143.7423266116793,133.53069149053758,37.03790347220473,0.054,1476.2627780737369,-1554.438603798963,133.53069149053758
19,74019,23,2202.4935719655027,155.68899818784166,38.38989552346045,-0.04,1081.8472362567325,1918.4849470227875,155.68899818784166
19,74019,24,2212.196447239841,88.34221893431798,40.290726669371374,0.047,2210.6167061326055,83.58767701045747,88.34221893431798
19,74019,25,2219.493144562253,111.67210574669721,41.36650544333883,-0.054,1899.4116621024448,-1148.2095438673489,111.67210574669721
19,74019,26,2264.8676174236816,133.26885830543415,43.07357972894338,0.04,-1661.848526796946,-1538.7932929530346,133.26885830543415
19,74019,27,2296.6497100987044,155.13687736435043,44.73133539302096,-0.047,-1624.9984216018881,-1622.9541030749563,155.13687736435043
20,74020,20,2063.8476590111604,88.54922016789942,34.119862754784656,0.04,-1811.6353800450179,-988.6578828770805,88.54922016789942
20,74020,21,2106.242518324349,112.00328580528783,34.6636719259012,-0.047,-2069.8992275226124,389.5827689959975,112.00328580528783
20,74020,22,2152.4561335663047,136.9930200774192,37.11160890458216,0.054,1464.7274764678884,-1577.2256739627394,136.9930200774192
20,74020,23,2175.8408890360465,158.45472068764917,38.169214207652566,-0.04,1066.995101838576,1896.2608014336163,158.45472068764917
20,74020,24,2174.6859847509118,91.93972986765115,39.65383054572446,0.047,2172.9421888654056,87.07109808003332,91.93972986765115
20,74020,25,2219.5775568164777,110.78791134989252,41.47190669346886,-0.054,1903.858087423805,-1140.9859392974024,110.78791134989252
20,74020,26,2240.5113438442395,136.0770958610258,42.90560793427558,0.04,-1652.8204857933931,-1512.6385965049326,136.0770958610258
20,74020,27,2288.810523014126,152.01870415756682,44.70443939993084,-0.047,-1633.6992592896954,-1603.0222520153914,152.01870415756682
21,74021,20,2093.873288056548,88.73903233537588,34.0,0.04,-1845.8947127771328,-988.4220028804328,88.73903233537588
21,74021,21,2093.2077784232442,108.23637129642216,35.173615137027205,-0.047,-2047.1592464011962,436.64381768858203,108.23637129642216
21,74021,22,2156.0065225535723,135.22059195130043,36.70431623663691,0.054,1465.7586389313042,-1581.112183778178,135.22059195130043
21,74021,23,2186.636779388751,157.89040478854358,38.579893692309874,-0.04,1090.5959696381874,1895.2521826882437,157.89040478854358
21,74021,24,2201.314442320192,90.63021888783058,39.648434151009845,0.047,2199.9902861523065,76.34143568829472,90.63021888783058
21,74021,25,2262.050592127129,113.33294338604681,41.21452093141305,-0.054,1941.688778371161,-1160.481610922898,113.33294338604681
21,74021,26,2275.0974157602373,134.69665637299204,42.4584753143915,0.04,-1663.9602703037622,-1551.5490549929577,134.69665637299204
21,74021,27,2263.585337880087,154.33159490639042,43.83978791029497,-0.047,-1613.8498818575547,-1587.2325414677161,154.33159490639042
22,74022,20,2078.490453304956,91.9661093014596,34.143591331264574,0.04,-1821.5569963605878,-1001.025810601123,91.9661093014596
22,74022,21,2078.549214423741,112.72917132005742,35.83412032581942,-0.047,-2033.2741814056265,431.466035755806,112.72917132005742
22,74022,22,2119.902436399631,134.11563308572659,37.25825534124947,0.054,1462.0709983474203,-1535.0357440934295,134.11563308572659
22,74022,23,2170.0122439030765,155.08792054115412,38.2032506645741,-0.04,1052.0516671048586,1897.9305647022898,155.08792054115412
22,74022,24,2190.7313670425006,89.90478628607511,39.53081209737815,0.047,2187.7129978413072,114.95982611375254,89.90478628607511
22,74022,25,2231.9197471450225,110.62894723818539,41.57288751666571,-0.054,1923.721811575573,-1131.7067417685103,110.62894723818539
22,74022,26,2253.4136821719585,134.60046536783267,42.785800740934086,0.04,-1656.7939257842775,-1527.3857111038149,134.60046536783267
22,74022,27,2322.8547844642085,156.8712752057326,43.84844310086352,-0.047,-1669.097094251284,-1615.4780220325454,156.8712752057326
23,74023,20,2057.957407391266,89.86779269886243,34.0,0.04,-1819.20898956289,-962.1160756011451,89.86779269886243
23,74023,21,2124.6818610855016,116.21686959086911,35.82461787421868,-0.047,-2077.867819518495,443.5519534791912,116.21686959086911
23,74023,22,2140.3036866605553,136.25601917092953,36.34990766258906,0.054,1484.1117430441345,-1542.1777476319858,136.25601917092953
23,74023,23,2154.527789980604,155.31412129873925,37.90487705829405,-0.04,1062.7094602494276,1874.2034577107888,155.31412129873925
23,74023,24,2213.3376135975163,90.80058369371315,40.078566561736515,0.047,2212.5460361829805,59.189775608038225,90.80058369371315
23,74023,25,2229.4925960854926,111.76874701761342,41.16426634476088,-0.054,1900.9278886602276,-1164.9508136027887,111.76874701761342
23,74023,26,2269.3741558589104,134.78355257083996,42.29666315118721,0.04,-1678.029067055213,-1527.834254557134,134.78355257083996
23,74023,27,2315.193456578775,158.0941855370223,44.1183462940906,-0.047,-1643.6476048784066,-1630.5039994929955,158.0941855370223
24,74024,20,2069.2149478164,88.4465403014072,34.0,0.04,-1815.4436256515821,-992.8821392027687,88.4465403014072
24,74024,21,2090.921794994873,111.67020746590369,35.25345099802099,-0.047,-2044.7495546268103,436.98193513924815,111.67020746590369
24,74024,22,2138.873812304652,132.43776475699187,37.01302429746382,0.054,1472.0683818251462,-1551.7074028931263,132.43776475699187
24,74024,23,2174.0171822521525,155.84980770503265,38.414007797975195,-0.04,1052.5002184494124,1902.2602342717275,155.84980770503265
24,74024,24,2218.638710872979,89.36811562375561,39.71416583645204,0.047,2217.9453256575935,55.46405843196915,89.36811562375561
24,74024,25,2209.66134338755,115.86000097275384,41.82114105916517,-0.054,1880.582552676932,-1160.1777945764975,115.86000097275384
24,74024,26,2306.7781655439726,129.70242066650343,42.73410163369377,0.04,-1683.6916156997631,-1576.834819584073,129.70242066650343
24,74024,27,2303.4532860561753,154.03940010425302,44.31550022967871,-0.047,-1636.8274851617948,-1620.7075074984712,154.03940010425302
25,74025,20,2073.8410455952503,86.55440998664405,34.119373137647855,0.04,-1843.4795155993138,-949.9473448361864,86.55440998664405
25,74025,21,2096.4270003665715,112.65700390747313,35.09525439869317,-0.047,-2052.389996600501,427.435924695357,112.65700390747313
25,74025,22,2139.184423426452,134.96568639409656,37.67303054049508,0.054,1504.0007223919224,-1521.2139311993362,134.96568639409656
25,74025,23,2170.6191298084254,156.85167597216326,38.17427246262852,-0.04,1095.6533916836258,1873.8012306491994,156.85167597216326
25,74025,24,2198.9370540987634,91.564611350096,39.55413563231475,0.047,2196.9216881889397,94.12366255945973,91.564611350096
25,74025,25,2237.1823737715545,112.49288723284228,41.49261845736303,-0.054,1924.4859559157092,-1140.7623674531546,112.49288723284228
25,74025,26,2279.4928395998745,131.54565124051805,42.92328815848591,0.04,-1686.1555769307058,-1533.9383873456513,131.54565124051805
25,74025,27,2322.6781729768995,158.1071641748146,44.0774874056922,-0.047,-1661.5047545343764,-1623.0329158347251,158.1071641748146
26,74026,20,2114.0036795457786,89.6859346478419,34.0,0.04,-1868.9584469192014,-987.9300991580616,89.6859346478419
26,74026,21,2108.149226530877,108.05296512752263,35.97302067280261,-0.047,-2062.011571780409,438.6358844946692,108.05296512752263
26,74026,22,2137.9729773689187,131.83195544072572,37.495964569721934,0.054,1467.755024427912,-1554.5493366974038,131.83195544072572
26,74026,23,2178.668816637071,159.88908320793965,37.94643056727347,-0.04,1060.056384603446,1903.386002377932,159.88908320793965
26,74026,24,2214.4326811640094,90.65471280002677,40.328904295739754,0.047,2212.5518430052052,91.24933655371608,90.65471280002677
26,74026,25,2237.73016971734,113.09934549812107,40.88185518567813,-0.054,1918.2469130668603,-1152.286896989051,113.09934549812107
26,74026,26,2257.54410035618,132.21594546928333,42.887325601332996,0.04,-1662.1953611946997,-1527.6164264224892,132.21594546928333
26,74026,27,2297.6316841925714,158.48114757614098,44.47602158198148,-0.047,-1633.6529798822748,-1615.638974996381,158.48114757614098
27,74027,20,2050.2575804145326,87.19403894902425,34.533906484362305,0.04,-1805.1737505085368,-972.0616629217491,87.19403894902425
27,74027,21,2111.445636816085,112.02543257352087,35.16009909832188,-0.047,-2065.16113562828,439.672788696542,112.02543257352087
27,74027,22,2148.677611728736,135.88516426301632,37.046621129094646,0.054,1444.7030381266625,-1590.4869099655914,135.88516426301632
27,74027,23,2152.739348483289,155.07704677874017,38.41311900750824,-0.04,1090.9982579247176,1855.8042740853593,155.07704677874017
27,74027,24,2214.213891686955,90.15079657027157,39.521723272409,0.047,2213.25519679129,65.1505335038658,90.15079657027157
27,74027,25,2228.113698819962,113.46270052476491,40.904122265664306,-0.054,1908.2267065864796,-1150.287568888445,113.46270052476491
27,74027,26,2254.2806784761,134.72329253625927,42.18227897417048,0.04,-1677.4899062857885,-1505.9246301392252,134.72329253625927
27,74027,27,2305.095016427305,153.825831774178,43.94257746741159,-0.047,-1629.118267945233,-1630.7779443581894,153.825831774178
28,74028,20,2074.945313316922,87.33188396698506,34.06589005409742,0.04,-1847.4215884125822,-944.6859414233867,87.33188396698506
28,74028,21,2112.913020232213,116.0335738023224,35.53157739988625,-0.047,-2073.0927915126567,408.2740609505725,116.0335738023224
28,74028,22,2129.3569315468644,135.8241103492203,36.94174380875784,0.054,1490.6323492619435,-1520.58414474849,135.8241103492203
28,74028,23,2194.423640697944,158.2121972028466,38.327073623809014,-0.04,1065.3183628469571,1918.486877889734,158.2121972028466
28,74028,24,2193.8319059052237,88.82023096375373,39.908065718240366,0.047,2192.3303147891493,81.1555433981863,88.82023096375373
28,74028,25,2252.515907790216,110.80675323743804,41.5012402483107,-0.054,1939.5646439381137,-1145.3894127471226,110.80675323743804
28,74028,26,2244.7044387171873,133.94355088056503,42.23483800908329,0.04,-1637.3869307223997,-1535.4680251624004,133.94355088056503
