episode,seed,interceptor_hit_count,target_coverage_count,all_targets_hit,all_targets_coordinated,mission_success,E_co_time_s,E_n_g,E_miss_m,E_t_s,max_group_spread_s,mean_interceptor_min_distance_m,worst_interceptor_min_distance_m,elapsed_steps,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_population_cost,idbo_final_disagreement,repair_moves,raw_counts,final_counts
82,74082,20,8,True,True,True,0.019097222222221877,0.8518365488729988,1.6155920490986908,35.76875,0.10000000000000142,0.895425070941142,2.887795240776387,779,0.09687444704028288,0.09687444704028288,796.389134018682,0.6219601072402972,0.0,0,"[3, 3, 3, 2, 3, 2, 2, 2]","[3, 3, 3, 2, 3, 2, 2, 2]"
83,74083,20,8,True,True,True,0.02430555555555477,0.7911412448519776,1.4496124204969831,35.7,0.14999999999999858,0.924033800621892,2.7475736472542693,771,0.07690067187672969,0.07690067187672969,790.0376780307852,0.45552610658690523,0.0,0,"[3, 3, 2, 2, 3, 3, 2, 2]","[3, 3, 2, 2, 3, 3, 2, 2]"
84,74084,20,8,True,False,False,0.06597222222222143,0.8429813888045491,1.4855747532077475,36.199999999999996,0.8999999999999986,0.9792807216364426,2.8479707096376328,803,0.06056534080235442,0.06056534080235442,788.6994680156931,0.06056534080235442,0.0,0,"[3, 2, 2, 3, 2, 2, 3, 3]","[3, 2, 2, 3, 2, 2, 3, 3]"
85,74085,20,8,True,True,True,0.031597222222222054,0.8373267055102225,1.6207115938268477,35.6,0.19999999999999574,1.0219468985061415,2.459794218519208,758,0.10242418166414,0.10242418166414,787.7530420082621,0.1270240831155078,0.0,0,"[2, 3, 3, 3, 3, 2, 2, 2]","[2, 3, 3, 3, 3, 2, 2, 2]"
86,74086,20,8,True,True,True,0.02152777777777848,0.7236167728729452,1.3278316830992463,35.7875,0.14999999999999858,0.7960178302567522,2.9532740163057234,771,0.0787463652624388,0.0787463652624388,791.6774490149692,0.7334125707456227,0.0,0,"[3, 3, 2, 2, 3, 3, 2, 2]","[3, 3, 2, 2, 3, 3, 2, 2]"
87,74087,20,8,True,True,True,0.012847222222222824,0.7101160955541397,1.4570602604104301,35.6875,0.10000000000000142,0.9940651045496074,2.8512551136308066,785,0.05970171885769732,0.05970171885769732,799.2901899851859,0.332978251674733,0.0,0,"[3, 3, 2, 2, 3, 3, 2, 2]","[3, 3, 2, 2, 3, 3, 2, 2]"
88,74088,20,8,True,False,False,0.07812500000000015,0.7562581665286633,1.7838961781226557,35.9875,1.1499999999999986,1.3119935823361815,2.933054272705656,776,0.07291111478198517,0.07291111478198517,812.3618779936805,0.07291111478198517,0.0,0,"[3, 3, 2, 2, 3, 2, 2, 3]","[3, 3, 2, 2, 3, 2, 2, 3]"
89,74089,20,8,True,True,True,0.0295138888888884,0.9333393796274503,1.129456099937992,35.6125,0.19999999999999574,0.8305005795721664,2.6637310777203274,774,0.07153535555010872,0.07153535555010872,810.1115429890342,0.12617615449023253,0.0,0,"[3, 3, 2, 2, 3, 3, 2, 2]","[3, 3, 2, 2, 3, 3, 2, 2]"
90,74090,20,8,True,True,True,0.038194444444444496,0.7759671017911982,1.1776094307722893,35.737500000000004,0.3500000000000014,0.8477443232914543,1.8218623061549468,790,0.19248422081424146,0.19248422081424146,796.487165032886,0.19248422081424146,0.0,0,"[3, 3, 3, 2, 2, 3, 3, 1]","[3, 3, 3, 2, 2, 3, 3, 1]"
91,74091,20,8,True,False,False,0.06319444444444514,0.7889617722938171,1.4299844811700386,36.0,0.8000000000000043,0.9593610802975989,2.1764501324736396,770,0.07920971108615452,0.07920971108615452,793.1934460066259,0.6903441760442127,0.0,0,"[3, 2, 2, 2, 3, 2, 3, 3]","[3, 2, 2, 2, 3, 2, 3, 3]"
92,74092,20,8,True,False,False,0.085416666666667,0.8950193339920897,1.656829379937248,35.90625,1.2000000000000028,1.0873265514416293,2.831808659034765,806,0.14832521671593146,0.14832521671593146,792.6404679892585,0.1524559094846672,0.0,0,"[2, 2, 2, 3, 3, 3, 3, 2]","[2, 2, 2, 3, 3, 3, 3, 2]"
93,74093,20,8,True,True,True,0.03333333333333366,0.7066996063685254,1.6627046450777498,35.993750000000006,0.25,1.2567672420605147,2.958063611609706,786,0.1704550224326221,0.1704550224326221,788.8574709650129,0.17420720081669352,0.0,0,"[3, 3, 3, 2, 3, 2, 2, 2]","[3, 3, 3, 2, 3, 2, 2, 2]"
94,74094,20,8,True,False,False,0.11736111111111035,0.7365440431563441,1.4683041923816944,36.48125,1.6999999999999957,1.0021221017376967,2.6610338067054418,790,0.07621819120510723,0.07621819120510723,822.0170290442184,0.08382170240815716,0.0,0,"[3, 3, 2, 3, 3, 2, 2, 2]","[3, 3, 2, 3, 3, 2, 2, 2]"
95,74095,20,8,True,True,True,0.029513888888889284,0.8433667025587461,1.487875165886614,36.08125,0.3499999999999943,0.9983898551755607,2.6154635764232808,812,0.07053916438392266,0.07053916438392266,799.8460609815083,0.31608324632673623,0.08,0,"[2, 3, 3, 2, 3, 2, 3, 2]","[2, 3, 3, 2, 3, 2, 3, 2]"
96,74096,20,8,True,False,False,0.10763888888888884,0.8158715723761065,1.6444230370236501,35.8125,1.5499999999999972,0.9239416215675945,2.9847264232481376,775,0.15766043759173418,0.15766043759173418,793.1488880421966,0.8157859954116177,0.0,0,"[3, 2, 2, 3, 3, 3, 2, 2]","[3, 2, 2, 3, 3, 3, 2, 2]"
97,74097,20,8,True,True,True,0.017708333333333513,0.7749531292982997,1.6175914922551657,36.025000000000006,0.05000000000000426,0.9705248058026076,2.7936637512794182,784,0.04935259615428646,0.04935259615428646,793.8184150261804,0.05105335866936515,0.0,0,"[2, 3, 2, 3, 2, 3, 3, 2]","[2, 3, 2, 3, 2, 3, 3, 2]"
98,74098,20,8,True,True,True,0.015972222222222353,0.8749273787681757,1.4298856459566012,35.96875,0.10000000000000142,1.1046186081186486,2.81957328308127,795,0.054260946623286566,0.054260946623286566,795.177113963291,0.07272950626060701,0.0,0,"[3, 2, 3, 3, 2, 2, 3, 2]","[3, 2, 3, 3, 2, 2, 3, 2]"
99,74099,20,8,True,True,True,0.029861111111111192,0.8886473867124014,1.6598674022619488,35.85625,0.29999999999999716,1.0915840210744177,2.418304229037052,796,0.09980461991727305,0.09980461991727305,805.0980659900233,0.9685613368975196,0.02,0,"[3, 3, 3, 2, 2, 3, 2, 2]","[3, 3, 3, 2, 2, 3, 2, 2]"
100,74100,20,8,True,True,True,0.0399305555555558,0.7857280944493705,1.346488635975521,35.7,0.14999999999999858,0.6973122960147575,2.7813937385565937,746,0.08886774767597967,0.08886774767597967,808.197389007546,0.15090586204715914,0.0,0,"[3, 2, 2, 2, 3, 3, 3, 2]","[3, 2, 2, 2, 3, 3, 3, 2]"
