case,metric,nominal_mean,reference_failure_mean,mean_change_percent,nominal_std,reference_failure_std,std_ratio
case1,E_co_time_s,0.05050416666618196,0.061438062390142545,21.64949239976673,0.0118241837661407,0.015000269347424624,1.2686092878883402
case1,E_n_g,0.07175101407179878,0.08556219814127203,19.248764980036203,0.011144467030937345,0.013504462013165828,1.2117638264510158
case1,E_miss_m,2.997316933247902,3.393938572858826,13.232555930651731,0.2668446706836123,0.35929308672054927,1.346450299344931
case1,E_t_s,28.8435,31.757550000000002,10.102969473191544,0.8487332314090794,1.4144897591636283,1.6665893437626704
case2,E_co_time_s,0.08476666666623124,0.11606916607836931,36.927840439204324,0.0362476014491744,0.05154313569739485,1.421973693064009
case2,E_n_g,0.1658156531294892,0.21509938025234873,29.721999215823576,0.05038652384865847,0.06646698417615364,1.3191420860028888
case2,E_miss_m,3.0865607819513214,3.6795278359175514,19.2112547218771,0.26607166054920445,0.4109434849866214,1.5444842345794505
case2,E_t_s,33.3974,38.1495,14.22895195434377,2.736138646833288,3.444651705960325,1.2589463293269316
