condition,case,variant,episode,seed,defender_id,target_id,time,dist_to_target,defender_pos_x,defender_pos_y,defender_pos_z
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,0,20,26.30000000000024,1.709282503364182,708.5521785907716,-184.94404552100434,524.6455717008683
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,16,20,26.35000000000024,0.5792177834925141,708.4896793448773,-184.68196465556315,524.5259254969543
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,14,26,26.40000000000024,0.886178978433626,-330.01612471232875,-705.0566439633695,442.6902556624047
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,8,20,26.45000000000024,1.679264696364144,705.4294760632386,-184.15849922761723,522.2213196644078
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,6,26,26.550000000000242,1.3676298743031041,-328.42094012661505,-701.033341049223,440.08190257471733
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,12,24,26.600000000000243,0.3108043268230034,-740.6791147697511,232.89157093617163,545.6869112008981
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,2,22,26.650000000000244,1.3201288727651894,291.17155840578135,720.8978769966716,502.16528587322114
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,4,24,26.700000000000244,0.36744426727933077,-738.6758790877441,232.11971136560888,544.0564110738106
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,10,22,26.700000000000244,0.2769789440934873,290.9676211205379,720.8005689015417,501.97452240256143
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,18,22,26.750000000000245,0.5170537728261612,290.40516692392964,719.4082736473065,500.96103205463294
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,3,23,27.70000000000026,2.882460741844435,-701.6555542706986,412.0129744862073,571.9684052969471
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,11,23,27.70000000000026,1.4515717467087224,-702.5361970906896,412.8308229913527,572.7507531618201
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,19,23,27.80000000000026,0.14931829592281085,-701.6319893574372,412.5226556410325,571.9692758577525
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,15,27,27.950000000000262,2.1196706311366578,757.7217402159114,-419.24716557717574,446.82878786003573
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,7,27,28.150000000000265,0.9319928864839512,754.4157772330029,-417.40907012695607,444.70856027003595
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,13,25,28.45000000000027,1.8472047194248067,-483.59132403371774,-728.112215198102,546.6509485623475
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,1,21,28.50000000000027,0.8289156359500948,646.76008906885,704.8744670887337,465.57836083458614
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,17,21,28.50000000000027,2.14756474942026,645.8500473252906,704.1535019262676,464.94792907819027
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,9,21,28.55000000000027,2.728013334063867,644.6148951506183,703.1836381156926,464.1165239036699
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,53,99453,5,25,28.60000000000027,0.5082908059883532,-482.6016843807867,-726.3872177646974,545.2898509128248
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,1,21,24.650000000000215,1.751655400704999,269.42114597368527,660.7943948131161,501.5354568813849
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,9,21,24.700000000000216,1.8480220844471504,268.75725789167257,659.7006793376598,500.6154507249017
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,17,21,24.700000000000216,1.641605005611353,268.92032985600355,659.8118242823261,500.72025440258454
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,12,24,24.750000000000217,0.7660960690163264,-744.2719637691899,204.5727588383748,475.3325246978431
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,4,24,24.850000000000218,0.7232355100040209,-742.0818484761165,203.91754182094078,473.78215379929264
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,14,26,25.150000000000222,0.5417946236510349,-102.65055788713207,-761.6560420250809,397.46025712496265
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,6,26,25.300000000000225,1.0017901285478463,-102.3553635293895,-757.3903244608281,395.0183954245496
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,13,25,26.100000000000236,1.814354762430427,-407.41510446117104,-669.6883664483211,483.21823460699
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,11,23,26.200000000000237,2.309493064194472,-679.903940431875,342.70585122702244,526.8972459286036
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,3,23,26.250000000000238,1.5049110709173221,-679.4727987637818,342.6626011194367,526.601743443773
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,5,25,26.250000000000238,1.0468805560072583,-406.07583446905596,-667.5541296326802,481.54972893606896
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,15,27,26.30000000000024,2.0178864952029536,719.4784272866349,-348.75493796547687,472.2298147466451
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,19,23,26.35000000000024,0.18622112928486562,-678.542045318083,342.36420400741866,525.8226569302265
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,7,27,26.40000000000024,2.4656603620585846,717.1785080735092,-347.30059713583074,470.53674048240373
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,2,22,26.650000000000244,1.2541030401747622,67.06752087069067,881.0397325669436,347.80528169303307
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,10,22,26.650000000000244,1.7140835349791241,67.1808834357555,880.6101530281941,347.5935259235837
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,18,22,26.700000000000244,2.7669401216667926,67.23496053667125,878.2987773453074,346.5448475249758
final_case4_case2geom_fixed_bangbang_n100_clean,case4,full,54,99454,0,20,27.05000000000025,1.4712801251532426,815.3425363637764,-189.2235603154752,435.6200449921295
