episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,6,2,2,False,False,0.4499969482421875,0.3749961853027344,869.1480499399361,17382.96099879872
2,case2,8,5,2,0,False,False,23.35000228881836,11.80000114440918,859.8026358579285,17196.05271715857
3,case2,8,6,2,1,False,False,23.299999237060547,11.69999885559082,824.2091803130636,16484.18360626127
4,case2,8,6,2,0,False,False,23.39999771118164,12.19999885559082,860.3606526252813,17207.213052505627
5,case2,8,5,2,0,False,False,23.049999237060547,11.524999618530273,859.2033875902649,17184.067751805298
6,case2,8,6,2,1,False,False,23.349998474121094,11.775001525878906,840.0786314201657,16801.572628403315
7,case2,8,6,2,1,False,False,23.200000762939453,11.69999885559082,861.9127693416085,17238.25538683217
8,case2,8,6,2,1,False,False,0.75,0.47499847412109375,864.7536296851001,17295.072593702003
9,case2,8,6,2,0,False,False,22.700000762939453,11.67500114440918,857.1314753179206,17142.62950635841
10,case2,8,6,2,1,False,False,23.39999771118164,11.774999618530273,830.7840232803021,16615.68046560604
11,case2,8,5,2,0,False,False,23.39999771118164,11.724996566772461,831.415315692607,16628.30631385214
12,case2,8,6,2,1,False,False,23.299999237060547,11.69999885559082,834.4791124153184,16689.582248306368
13,case2,8,6,2,1,False,False,23.39999771118164,11.799997329711914,856.9959843187128,17139.919686374255
14,case2,8,6,3,1,False,False,0.09999847412109375,0.07499885559082031,825.6052463440225,16512.10492688045
15,case2,8,6,2,1,False,False,23.249996185302734,11.69999885559082,835.7229058578494,16714.458117156988
16,case2,8,5,2,0,False,False,23.10000228881836,11.650003433227539,836.7889937202214,16735.779874404427
17,case2,8,6,2,1,False,False,23.049999237060547,11.69999885559082,865.7473032662645,17314.94606532529
18,case2,8,6,2,1,False,False,0.8000030517578125,0.6000022888183594,872.6069644344504,17452.13928868901
19,case2,8,6,2,1,False,False,23.700000762939453,11.975000381469727,831.783364265156,16635.66728530312
20,case2,8,6,2,0,False,False,23.249996185302734,12.274995803833008,836.3552724655252,16727.105449310504
