update,environment_steps,mean_episode_return,all_hit_rate,all_sync_rate,mean_sync_spread_s,trust_mean,trust_std,guided_action_fraction,policy_loss,value_loss,entropy,approx_kl,actor_lr,wall_time_s
1,6000,166840454.6904297,1.0,1.0,0.028124999999998512,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0004467438324354589,0.7551441013813018,2.758760058879852,0.0028442282617402587,0.0002999262307746768,31.111652612686157
2,12000,166823414.3125,1.0,1.0,0.0265624999999986,0.8000000000000002,1.1102230246251565e-16,0.0,-0.001321956334868446,0.4358778078109026,2.766794502735138,0.002212715778940666,0.00029970499590002654,61.529510259628296
3,18000,167345131.46191406,1.0,1.0,0.03437499999999816,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0011795729107689113,0.1550564045086503,2.7807378649711607,0.00301184303025715,0.0002993365137081604,92.25040197372437
4,24000,166971644.03222656,1.0,1.0,0.029687499999998423,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0015415979432873428,0.0819253658875823,2.79506094455719,0.0030899494802951815,0.0002988211478465144,122.90712976455688
5,30000,167046866.16601562,1.0,1.0,0.03281249999999836,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0013351651075936388,0.046740638371556995,2.810343050956726,0.0029940554362938967,0.000298159406918973,153.37670636177063
6,36000,167020078.03222656,1.0,1.0,0.02343749999999878,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0009316205367213115,0.03231312083080411,2.823570358753204,0.0034413833199068876,0.0002973519439839389,184.4369547367096
7,42000,167110794.73828125,1.0,1.0,0.02499999999999858,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0010051621506136144,0.02011442547664046,2.833319616317749,0.0030952734096949984,0.00029639955590984266,216.46680998802185
8,48000,146533709.0859375,0.75,0.75,0.036160714285712464,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0011935595095565077,0.014800535002723336,2.8451748847961427,0.00287549314742675,0.00029530318258873023,246.62987756729126
9,54000,166577171.8720703,1.0,1.0,0.031249999999998335,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0005980699497740716,0.013397978525608778,2.857981491088867,0.0026618738519683634,0.0002940639060087029,277.62596011161804
10,60000,166720137.85546875,1.0,1.0,0.0265624999999986,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0009962699608877302,0.011976489424705505,2.8697546482086183,0.0026675856992881774,0.00029268294918612537,309.28734159469604
11,66000,166531976.4033203,1.0,1.0,0.029687499999998312,0.8000000000000002,1.1102230246251565e-16,0.0,-0.001025043365370948,0.011516737565398217,2.88306405544281,0.002496111887069041,0.00029116167495865663,341.1713764667511
12,72000,167161824.3154297,1.0,1.0,0.02656249999999849,0.8000000000000002,1.1102230246251565e-16,0.0,-0.0002586865797638893,0.011002270365133881,2.8975856781005858,0.0038868904668465376,0.0002895015846402935,372.34395956993103
