episode,case,target_num,hit_count,target_hit_count,target_sync_count,all_hit,all_sync,max_sync_spread,mean_sync_spread,mean_agent_return,team_return
1,case2,8,11,4,4,False,False,0.100006103515625,0.07500076293945312,808.3226971733384,16166.453943466768
2,case2,8,11,4,4,False,False,0.1999969482421875,0.062499046325683594,815.5787650819402,16311.575301638804
3,case2,8,11,4,4,False,False,0.25,0.10000038146972656,813.8965397529304,16277.930795058608
4,case2,8,11,4,4,False,False,0.09999847412109375,0.07499980926513672,815.5403553159907,16310.807106319815
5,case2,8,11,4,4,False,False,0.20000457763671875,0.07500076293945312,810.7373335249256,16214.746670498513
6,case2,8,11,4,4,False,False,0.10000228881835938,0.05000019073486328,815.0668039339595,16301.336078679189
7,case2,8,11,4,4,False,False,0.350006103515625,0.1250009536743164,818.6238015916897,16372.476031833794
8,case2,8,11,4,4,False,False,0.09999847412109375,0.062499046325683594,817.4058297184762,16348.116594369523
9,case2,8,11,4,4,False,False,0.09999847412109375,0.05000019073486328,816.281138671399,16325.622773427982
10,case2,8,11,4,4,False,False,0.100006103515625,0.0625009536743164,811.5969667567872,16231.939335135743
11,case2,8,11,4,4,False,False,0.09999847412109375,0.049999237060546875,818.2897250677925,16365.79450135585
12,case2,8,11,4,4,False,False,0.09999847412109375,0.0625,813.3442404859234,16266.884809718467
13,case2,8,10,4,3,False,False,0.40000152587890625,0.16249942779541016,814.7257000471466,16294.51400094293
14,case2,8,11,4,4,False,False,0.149993896484375,0.07499980926513672,809.6346523130778,16192.693046261556
15,case2,8,10,4,3,False,False,0.09999847412109375,0.05000019073486328,808.5050115826364,16170.100231652728
16,case2,8,11,4,4,False,False,0.09999847412109375,0.04999828338623047,810.5539497635793,16211.078995271586
17,case2,8,11,4,4,False,False,0.10000228881835938,0.07499980926513672,814.1552763364743,16283.105526729487
18,case2,8,11,4,4,False,False,0.15000152587890625,0.11250114440917969,807.8735540404916,16157.471080809832
19,case2,8,11,4,4,False,False,0.049999237060546875,0.03749847412109375,817.1880852736533,16343.761705473065
20,case2,8,10,4,3,False,False,0.0500030517578125,0.037499427795410156,817.5825293733039,16351.65058746608
