case,episode,seed,defender_id,target_index,hit_time_s,terminal_abs_ny_g,hit_distance_m
case1,1,89007,12,4,26.750000000000245,0.06989698933628591,1.9852945662815942
case1,1,89007,4,4,26.800000000000246,0.40396313541718804,2.73432589564653
case1,1,89007,1,1,28.350000000000268,0.11312878285871794,1.5629316992008848
case1,1,89007,9,1,28.350000000000268,0.08501889649356753,1.3575213265839345
case1,1,89007,17,1,28.350000000000268,0.11711160259827869,1.608583778999914
case1,1,89007,7,7,28.50000000000027,0.2653589849341818,1.3242566749446272
case1,1,89007,15,7,28.50000000000027,0.26272837206083055,0.7504183601737031
case1,1,89007,14,6,29.20000000000028,0.24726898327377825,1.972358024073057
case1,1,89007,6,6,29.25000000000028,0.3474126893151769,1.4192334705417615
case1,1,89007,11,3,30.150000000000293,0.2637720618166693,1.6990338853394304
case1,1,89007,19,3,30.150000000000293,0.04410880023008429,1.7143184197019714
case1,1,89007,3,3,30.200000000000294,0.228163114875503,0.917693120874815
case1,1,89007,0,0,32.800000000000274,0.09113794301242203,1.9263097854866644
case1,1,89007,10,2,33.05000000000026,0.14279165376196237,1.719150556150869
case1,1,89007,18,2,33.05000000000026,0.20513812187445263,1.4185466230355124
case1,1,89007,2,2,33.10000000000026,0.48034627447725153,0.7417047817698889
case1,1,89007,5,5,33.10000000000026,0.023741325486061032,2.697675240068754
case1,1,89007,13,5,33.10000000000026,0.40406091852872367,2.121616886057519
