condition,case,variant,episode,seed,attack_pattern,assignment_mode,target_coverage_success,all_defenders_hit,cooperative_success,mission_success,failure_class,targets_covered,complete_groups,coordinated_groups,E_co_time_s,E_n_g,E_miss_m,E_t_s,mean_closest_approach_m,worst_closest_approach_m,mean_agent_return,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms,initial_perturbation_scale,defender_position_rms_m,attacker_radial_scale_std,idbo_runtime_ms,idbo_best_cost,idbo_repaired_cost,idbo_final_disagreement,assignment_repair_moves,training_seed
formal_ablation_full_case1,case1,full,23,98423,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0843750000000013,0.0340752796571821,1.7733733410424888,27.06250000000025,0.9581544473954005,2.283165847585393,441656.9092298292,29.1,0.0,0.0,0.0,0.0,1.0,10.472640067432366,0.0097490338481079,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,24,98424,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0725694444444452,0.0346978878210931,1.6543815285643948,25.80000000000023,1.032146302434747,2.949088026692169,441611.7228760299,28.15,0.0,0.0,0.0,0.0,1.0,10.760304709615156,0.0242160806133481,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,25,98425,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0722222222222231,0.0362443208339262,1.594663753032289,26.83125000000025,1.0042728189070778,2.5877284079003817,441671.6814878299,28.700000000000003,0.0,0.0,0.0,0.0,1.0,12.8040824918113,0.0124626900462264,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,26,98426,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.07951388888889,0.0336002814912229,1.440752814890823,26.631250000000243,0.7531810318704614,2.749965952162684,441634.8733851202,28.8,0.0,0.0,0.0,0.0,1.0,9.83710838118436,0.0190740598082584,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,27,98427,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0843750000000013,0.0368887577239678,1.4113298482648835,26.58750000000024,0.7988882925467823,2.910108709466683,441632.5881701925,29.75,0.0,0.0,0.0,0.0,1.0,10.647170097823604,0.015264172919489,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,28,98428,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0732638888888898,0.0269127104236524,1.5144938364378784,26.32500000000024,0.8899633770455069,2.388566944776324,441638.2610942946,28.55,0.0,0.0,0.0,0.0,1.0,9.966928246346356,0.0153630039508699,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,29,98429,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0829861111111122,0.0416661105977478,1.4928251229723817,27.381250000000254,0.7269953734020564,2.124041485385625,441656.9700898433,29.85,0.0,0.0,0.0,0.0,1.0,9.224081590012316,0.0198972993717908,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,30,98430,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.070486111111112,0.0349017551134722,1.5938849288775403,26.962500000000247,0.9837973300024708,2.876072430414167,441661.4319056591,28.4,0.0,0.0,0.0,0.0,1.0,11.65618622595106,0.01683592056843,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,31,98431,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0777777777777788,0.0346877436694648,1.5449287162740872,27.07500000000025,0.7779387037548295,2.740604072426729,441674.9877758406,29.35,0.0,0.0,0.0,0.0,1.0,12.850494703036816,0.0130643635621436,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,32,98432,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0798611111111124,0.0231215311769239,1.4918867255106083,26.24375000000024,0.8340447898475901,2.9619408004594487,441641.5738295523,29.05,0.0,0.0,0.0,0.0,1.0,11.72197377835694,0.0142866965967374,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,33,98433,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0732638888888898,0.0208017562523826,1.470869683142268,26.656250000000245,0.9416377207053028,2.898980763851052,441628.4443602619,28.65,0.0,0.0,0.0,0.0,1.0,10.44956924379663,0.0124391109291471,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,34,98434,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0743055555555568,0.0354152877099114,1.4793609756912578,26.34375000000024,0.8658310168328492,2.820784008785138,441640.5912612688,28.700000000000003,0.0,0.0,0.0,0.0,1.0,13.466504201668078,0.014451068001982,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,35,98435,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0770833333333344,0.0338091830603281,1.2442888190824095,26.775000000000244,0.8277737315374804,2.815394981475567,441622.4290031064,29.35,0.0,0.0,0.0,0.0,1.0,12.444904465849476,0.0139208596431834,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,36,98436,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0687500000000011,0.0291238207986583,1.174810637104181,27.54375000000026,0.8374227310013224,2.420895448553234,441721.7075077274,29.3,0.0,0.0,0.0,0.0,1.0,11.555642413461644,0.01377852040572,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,37,98437,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0798611111111123,0.0292825775291438,1.65773735634628,27.012500000000248,0.8307464922046126,2.722687566420662,441663.636451041,28.9,0.0,0.0,0.0,0.0,1.0,11.916768074913374,0.0162560313402016,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,38,98438,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0815972222222234,0.0232671651506664,1.6102077309627534,27.300000000000253,0.9824414432630892,2.969846471493639,441694.0410620438,29.0,0.0,0.0,0.0,0.0,1.0,10.785130762103885,0.0171780919228443,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,39,98439,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0843750000000012,0.0313320093614967,1.5713903490399637,26.97500000000025,0.8653082878222575,2.9115219752736743,441673.02445297054,27.75,0.0,0.0,0.0,0.0,1.0,10.388036275265298,0.0156211181419622,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,40,98440,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0774305555555567,0.0374774969021091,1.2949193516541562,27.01875000000025,0.8771236927228427,2.7433467937836866,441663.0543955388,29.5,0.0,0.0,0.0,0.0,1.0,11.03878240260788,0.0170587052763792,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,41,98441,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0857638888888903,0.0284506420906045,1.647739658170463,26.49375000000024,0.9363347720126736,2.963433663422203,441630.5065745499,28.4,0.0,0.0,0.0,0.0,1.0,10.599238884239217,0.0212096655362367,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,42,98442,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0833333333333343,0.0277176768981913,1.5005951435624103,25.89375000000023,0.8547076719221798,2.39747457915593,441582.0647194103,27.55,0.0,0.0,0.0,0.0,1.0,9.931936512534447,0.0138679866307997,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,43,98443,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0666666666666676,0.0311943020614446,1.686036633494816,26.59375000000024,1.131070654657531,2.9809194707572737,441647.831472205,30.3,0.0,0.0,0.0,0.0,1.0,10.587198544981725,0.0153328897977365,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,44,98444,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0784722222222233,0.0270026237241277,1.2771762751097195,27.612500000000257,0.6601168653730451,2.876116703039038,441704.6855287446,29.200000000000003,0.0,0.0,0.0,0.0,1.0,11.320695495733686,0.0167575564292032,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,45,98445,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0694444444444453,0.0330492036312315,1.5305536750764417,27.21875000000025,0.9090440327066778,2.550790265433972,441701.0418230362,28.65,0.0,0.0,0.0,0.0,1.0,12.57984837401066,0.0145786611095662,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,46,98446,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0913194444444454,0.032974394589058,1.5895115907831898,27.46250000000025,0.8791211447100078,2.9833793984830224,441683.2102469877,29.55,0.0,0.0,0.0,0.0,1.0,12.053266301566364,0.0198103146356986,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,47,98447,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0843750000000012,0.0391082892231499,1.3498070845379715,25.95625000000023,0.7517020295396852,2.931188372578082,441598.3228754442,29.3,0.0,0.0,0.0,0.0,1.0,10.099489763600149,0.011602773862606,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,48,98448,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.075000000000001,0.0476624366144235,1.1757191769642423,26.76875000000025,0.7765907000683449,2.49648688816182,441674.112343226,29.15,0.0,0.0,0.0,0.0,1.0,7.5906638398481,0.0099871879132577,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,49,98449,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0826388888888901,0.0390887189054808,1.218183738949406,26.30000000000024,0.7013330647449202,1.3038263767856906,441633.5595831595,29.4,0.0,0.0,0.0,0.0,1.0,13.364105704321585,0.0141723868644815,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,50,98450,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0802083333333347,0.0332078347022261,1.642574494432925,26.35625000000024,0.8993975038081882,2.983526771831555,441634.1607369475,27.4,0.0,0.0,0.0,0.0,1.0,9.59856504343705,0.0171776777329836,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,51,98451,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0673611111111121,0.0274395467758494,1.588445045697766,26.19375000000024,1.0737533582578112,2.932663275537732,441637.1613820903,28.450000000000003,0.0,0.0,0.0,0.0,1.0,13.070060593986357,0.0122012265052056,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,52,98452,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0732638888888899,0.0204555357327572,1.6481680556575415,27.00000000000025,0.9873241593366376,2.860231836370541,441656.03662648814,27.8,0.0,0.0,0.0,0.0,1.0,14.185379944259765,0.0173879164557577,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,53,98453,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0798611111111121,0.0347761710163359,1.1415782475027094,26.606250000000244,0.7257540204303038,2.481686988923451,441638.107522691,28.25,0.0,0.0,0.0,0.0,1.0,11.185859415579316,0.0147389220603269,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,54,98454,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0861111111111122,0.034693332228129,1.5194138175648364,27.61875000000026,0.8235409156644558,2.306586401449354,441666.83212142886,28.75,0.0,0.0,0.0,0.0,1.0,10.765316415524095,0.0076819421948794,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,55,98455,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0829861111111124,0.0408042787663925,1.2466777759604044,26.22500000000024,0.6609246086694731,2.610977996622998,441607.8530075874,27.5,0.0,0.0,0.0,0.0,1.0,7.710511956807447,0.019119384816496,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,56,98456,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.075347222222223,0.0432836718011089,1.4956701331742304,26.27500000000024,0.8480288753558194,2.48338300762105,441646.8596191754,28.65,0.0,0.0,0.0,0.0,1.0,12.632988968990306,0.0249764010679356,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,57,98457,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0621527777777787,0.0341271598248908,1.3565560109451955,27.45000000000025,0.8294936300586787,2.3905045424908664,441669.0314224547,29.25,0.0,0.0,0.0,0.0,1.0,11.830136678297196,0.0160826041945505,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,58,98458,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0815972222222232,0.0298792634240951,1.6755677776110822,26.056250000000237,0.8660461871909622,2.81737685078469,441608.9345317792,29.3,0.0,0.0,0.0,0.0,1.0,11.51154245298175,0.0264639407566182,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,59,98459,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0697916666666678,0.027612585000778,1.3157354286335643,27.618750000000254,0.9379586982869436,2.3409121414280363,441709.31030129566,29.25,0.0,0.0,0.0,0.0,1.0,10.350793741722455,0.0068394894157616,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,60,98460,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0940972222222236,0.0242290343960888,1.2754586041428122,27.18125000000025,0.5474743982264494,1.6377858937661085,441654.03885268944,28.55,0.0,0.0,0.0,0.0,1.0,10.629726132443166,0.0218725940902507,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,61,98461,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0732638888888896,0.0395780870845975,1.356114868989918,26.043750000000237,0.7840991133584325,2.262327331428214,441618.530303527,28.75,0.0,0.0,0.0,0.0,1.0,11.957041331788863,0.0140090346441977,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,62,98462,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0732638888888899,0.0247450651587003,1.1782652435485832,26.900000000000247,0.6644526297693625,2.3631326785442157,441646.6506956451,29.1,0.0,0.0,0.0,0.0,1.0,11.901947953206754,0.0184019218726714,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,63,98463,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0729166666666677,0.0383905219374085,1.8948036417513805,26.012500000000237,1.1074534117409938,2.697925222894577,441613.28846128174,26.9,0.0,0.0,0.0,0.0,1.0,11.388099446358575,0.0185123325840431,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,64,98464,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0812500000000013,0.0404768542811925,1.2195228858472686,27.33750000000025,0.8287594157089316,2.8336736433505427,441654.59338991775,29.450000000000003,0.0,0.0,0.0,0.0,1.0,8.464670789698122,0.0096276753637783,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,65,98465,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0781250000000011,0.0262639131185025,1.4715968112541007,26.21875000000024,0.8939401950469303,2.8284729016577184,441623.1953738423,28.75,0.0,0.0,0.0,0.0,1.0,10.59432658620543,0.0169690630329656,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,66,98466,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0802083333333344,0.0390000568720368,1.183389673227863,26.36250000000024,0.7772017924554369,2.45312400243973,441646.46992005705,28.4,0.0,0.0,0.0,0.0,1.0,11.346190079839587,0.0172946571847169,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,67,98467,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0857638888888898,0.0305541826236082,1.1467201083237928,26.750000000000245,0.700814974255379,2.637681312654082,441639.24512072233,29.4,0.0,0.0,0.0,0.0,1.0,9.391565653545712,0.0173990060389137,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,68,98468,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0649305555555565,0.0248867352337871,1.5326239709508045,27.712500000000254,0.9641810187939605,2.999096174051098,441704.1931714419,29.1,0.0,0.0,0.0,0.0,1.0,11.480231401154224,0.0117303334987069,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,69,98469,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0711805555555567,0.0275313689996448,1.4092281358927723,25.918750000000237,0.9125155384452086,2.584417002948009,441611.5746362381,27.4,0.0,0.0,0.0,0.0,1.0,9.913900035945954,0.02752363772043,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,70,98470,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0836805555555567,0.024795012869151,1.4898378030548682,26.07500000000024,0.8227601932326862,2.9423720761300065,441623.2299183402,28.55,0.0,0.0,0.0,0.0,1.0,9.933841482550031,0.0103123229164062,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,71,98471,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0861111111111124,0.0329085876170913,1.617479834897536,27.056250000000247,0.8748217555650051,2.992286638571239,441653.33145406033,28.950000000000003,0.0,0.0,0.0,0.0,1.0,11.798957086635498,0.0105834228907624,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,72,98472,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0697916666666676,0.0386240644221139,1.4111663010935858,26.36875000000024,1.008316621599148,2.6561146611940445,441632.4885363968,28.4,0.0,0.0,0.0,0.0,1.0,10.930870460083367,0.020404790986049,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,73,98473,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0923611111111123,0.039776935360939,1.5776821448428937,27.15000000000025,0.8170999827965699,2.6039894145961995,441676.1315489307,27.9,0.0,0.0,0.0,0.0,1.0,11.668538346121442,0.0126155594168092,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,74,98474,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0809027777777787,0.0297850616011159,1.3441401417913408,27.45000000000025,0.8042023319466729,2.596611607031039,441708.7628994248,29.35,0.0,0.0,0.0,0.0,1.0,9.932617362087525,0.0153377384635408,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,75,98475,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0809027777777787,0.0245835549422899,1.521511829039596,26.906250000000245,0.9031776230812774,2.6150407948991075,441652.42773225845,28.35,0.0,0.0,0.0,0.0,1.0,12.254324329935812,0.0133682395974945,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,76,98476,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.080902777777779,0.0308211046637323,1.147855901789574,27.631250000000257,0.5999460732735808,1.6625331230398763,441696.9117989384,29.0,0.0,0.0,0.0,0.0,1.0,14.528252136862614,0.0154438842348172,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,77,98477,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.070486111111112,0.04115328652341,1.3769074672251935,26.22500000000024,0.9132899527059116,2.168837851002841,441584.8813817152,28.3,0.0,0.0,0.0,0.0,1.0,9.053668513847246,0.0074178888917893,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,78,98478,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0739583333333343,0.0262852438872983,1.1475910090745756,26.08750000000024,0.5988439881860466,2.8969368362420647,441617.7614412613,28.450000000000003,0.0,0.0,0.0,0.0,1.0,10.768452821806214,0.0243291542808653,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,79,98479,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0819444444444455,0.0359654722321885,1.3670472823716464,26.712500000000244,0.7742744648859421,2.896369473682723,441647.1210208453,28.1,0.0,0.0,0.0,0.0,1.0,10.870706993539237,0.0200884264866046,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,80,98480,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0711805555555566,0.0249286336341389,1.3034084089613116,26.512500000000244,0.8132836059597471,2.781661948924221,441641.5502434589,28.65,0.0,0.0,0.0,0.0,1.0,11.659750876858109,0.0198118288128924,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,81,98481,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0750000000000012,0.0309268051971193,1.3272293711355905,25.962500000000237,0.74499295072298,2.9047571044485605,441572.27717063145,29.35,0.0,0.0,0.0,0.0,1.0,10.25782095264885,0.0204941233030387,0.0,,,,0,8303
formal_ablation_full_case1,case1,full,82,98482,nominal,fixed,1,1,1,1,mission_success,8,8,8,0.0694444444444453,0.0347753449396485,1.5182246915936015,26.112500000000235,1.0213987283047667,2.98186603469818,441617.50862022175,28.25,0.0,0.0,0.0,0.0,1.0,10.356288888742617,0.0128171667287562,0.0,,,,0,8303
