condition,case,variant,episode,seed,target_index,group_size,hit_count,target_covered,group_complete,group_coordinated,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s,closest_approach_m,training_seed
formal_ablation_full_case1,case1,full,6,98406,6,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.0382251910515983,1.2679643666784164,27.05000000000025,0.3454727541845021,8303
formal_ablation_full_case1,case1,full,6,98406,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0238870056515541,1.626271633842553,25.65000000000023,1.390938359465494,8303
formal_ablation_full_case1,case1,full,7,98407,0,3,3,1,1,1,0.1000000000000014,0.0444444444444442,0.0303075844396408,1.420677206786845,27.600000000000257,0.886499068941264,8303
formal_ablation_full_case1,case1,full,7,98407,1,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.0340007929532341,1.2459578294435574,26.30000000000024,0.8156235900781491,8303
formal_ablation_full_case1,case1,full,7,98407,2,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.0145157312560437,2.1330292228238643,26.850000000000247,1.082122813063402,8303
formal_ablation_full_case1,case1,full,7,98407,3,3,3,1,1,1,0.2000000000000028,0.0888888888888909,0.0218138435465612,1.206865072032858,27.950000000000266,0.2857367751872991,8303
formal_ablation_full_case1,case1,full,7,98407,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0259896945931746,0.995701255925746,26.950000000000248,0.605966767229497,8303
formal_ablation_full_case1,case1,full,7,98407,5,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.0488829710419672,0.4138780718518747,26.700000000000244,0.4138780718518747,8303
formal_ablation_full_case1,case1,full,7,98407,6,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0245057178109056,1.0489074685817674,26.750000000000245,0.400038859311752,8303
formal_ablation_full_case1,case1,full,7,98407,7,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.023953462324728,1.875950222531971,27.10000000000025,1.1807114948346389,8303
formal_ablation_full_case1,case1,full,8,98408,0,3,3,1,1,1,0.2000000000000028,0.0888888888888909,0.0399603877344819,1.9115114170939045,28.750000000000277,0.7668850739482114,8303
formal_ablation_full_case1,case1,full,8,98408,1,3,3,1,1,1,0.1000000000000014,0.0444444444444454,0.0249449076360392,1.879614637864006,27.15000000000025,1.7800102013112156,8303
formal_ablation_full_case1,case1,full,8,98408,2,3,3,1,1,1,0.2000000000000028,0.0888888888888897,0.0138145445278436,1.678328275344241,28.45000000000027,0.8276971044433791,8303
formal_ablation_full_case1,case1,full,8,98408,3,3,3,1,1,1,0.2000000000000028,0.0666666666666688,0.0411596289535644,1.186397589703439,25.900000000000237,0.7811257653468925,8303
formal_ablation_full_case1,case1,full,8,98408,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0140297705252127,1.0051804827056892,25.150000000000222,0.3533237230119055,8303
formal_ablation_full_case1,case1,full,8,98408,5,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0248521873834994,0.1614085586359594,27.90000000000026,0.1614085586359594,8303
formal_ablation_full_case1,case1,full,8,98408,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0272912571424902,0.4262647447599771,26.000000000000234,0.4262647447599771,8303
formal_ablation_full_case1,case1,full,8,98408,7,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.0146317786016321,1.7922485228038454,27.500000000000256,1.7922485228038454,8303
formal_ablation_full_case1,case1,full,9,98409,0,3,3,1,1,1,0.2000000000000028,0.0888888888888897,0.0765736545297831,2.11523589173903,27.45000000000025,1.2193155293216449,8303
formal_ablation_full_case1,case1,full,9,98409,1,3,3,1,1,1,0.2000000000000028,0.0888888888888897,0.016802594366965,0.7228442829356986,26.10000000000024,0.55186855609832,8303
formal_ablation_full_case1,case1,full,9,98409,2,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.0342115042523042,1.3148318589731902,26.700000000000244,0.296209131179779,8303
formal_ablation_full_case1,case1,full,9,98409,3,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.0241513003128191,1.8788466937982091,28.60000000000027,1.1450279593073611,8303
formal_ablation_full_case1,case1,full,9,98409,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0399530583423145,1.48550216082101,24.65000000000021,0.4545716602845246,8303
formal_ablation_full_case1,case1,full,9,98409,5,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0542735220007411,1.817756037587883,27.00000000000025,1.817756037587883,8303
formal_ablation_full_case1,case1,full,9,98409,6,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0541339331131068,1.340758640929974,27.650000000000254,0.3575107086203649,8303
formal_ablation_full_case1,case1,full,9,98409,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0290361883412233,2.157063134284217,28.50000000000027,1.5628694274029795,8303
formal_ablation_full_case1,case1,full,10,98410,0,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.0183453731584111,1.930027470672251,26.850000000000247,1.014922646813244,8303
formal_ablation_full_case1,case1,full,10,98410,1,3,3,1,1,1,0.2000000000000028,0.0666666666666676,0.0132864012372125,1.7233542261745454,26.45000000000024,0.579496547664769,8303
formal_ablation_full_case1,case1,full,10,98410,2,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.0102012731418572,1.8154980214844496,27.40000000000025,0.6913396440669093,8303
formal_ablation_full_case1,case1,full,10,98410,3,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.0180001814088784,1.7292841599805042,27.75000000000026,1.0727979444371416,8303
formal_ablation_full_case1,case1,full,10,98410,4,2,2,1,1,1,0.0,0.0,0.0126297645492248,0.871429790483435,27.70000000000026,0.871429790483435,8303
formal_ablation_full_case1,case1,full,10,98410,5,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.020451177107659,2.137544011386169,26.000000000000234,1.4899681866446643,8303
formal_ablation_full_case1,case1,full,10,98410,6,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0356343175610501,2.084519432609833,27.05000000000025,1.4839992473160553,8303
formal_ablation_full_case1,case1,full,10,98410,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0231595300192282,1.5859170680077448,24.30000000000021,0.9514815961895184,8303
formal_ablation_full_case1,case1,full,11,98411,0,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.0246969624960838,1.2533234355943137,28.000000000000263,0.7406152901630284,8303
formal_ablation_full_case1,case1,full,11,98411,1,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.0180598692482046,1.8133516077856229,27.600000000000257,0.7136189892586674,8303
formal_ablation_full_case1,case1,full,11,98411,2,3,3,1,1,1,0.2500000000000035,0.1000000000000014,0.014605144622826,0.8631830243618444,28.250000000000263,0.3201333810234649,8303
formal_ablation_full_case1,case1,full,11,98411,3,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.0201319829887501,2.0818331629517357,26.050000000000235,1.1960297687445818,8303
formal_ablation_full_case1,case1,full,11,98411,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0273625062322342,1.910007518903578,26.000000000000234,1.5861313781224913,8303
formal_ablation_full_case1,case1,full,11,98411,5,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0345497399765137,0.2732638613158245,24.95000000000022,0.2732638613158245,8303
formal_ablation_full_case1,case1,full,11,98411,6,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.008056796539278,1.433813119998793,25.80000000000023,0.9803200313501196,8303
formal_ablation_full_case1,case1,full,11,98411,7,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.020274339498533,1.2812475664507228,27.10000000000025,0.3756293029904146,8303
formal_ablation_full_case1,case1,full,12,98412,0,3,3,1,1,1,0.2000000000000028,0.0888888888888909,0.0278906350672114,1.6549518311117744,25.150000000000222,0.6287821315172611,8303
formal_ablation_full_case1,case1,full,12,98412,1,3,3,1,1,1,0.2000000000000028,0.0777777777777792,0.0206053818759801,1.3697578267600818,28.000000000000263,0.907554508235279,8303
formal_ablation_full_case1,case1,full,12,98412,2,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.04962817437941,0.9962385351280544,25.450000000000227,0.5556382012488651,8303
formal_ablation_full_case1,case1,full,12,98412,3,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.0196817430859857,1.0988694289723824,27.20000000000025,0.5878072628790173,8303
formal_ablation_full_case1,case1,full,12,98412,4,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0230884241687611,1.9981549011826611,24.750000000000217,0.8576095793436858,8303
formal_ablation_full_case1,case1,full,12,98412,5,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.0284155884418947,2.7933153156260397,25.900000000000237,1.6870445237922502,8303
formal_ablation_full_case1,case1,full,12,98412,6,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0348450945214409,1.078839424246113,28.750000000000277,0.4340315143227475,8303
formal_ablation_full_case1,case1,full,12,98412,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0224409414642573,1.351951821951831,28.40000000000027,0.7343144804251818,8303
formal_ablation_full_case1,case1,full,13,98413,0,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.0843590302030596,0.8609320765599905,25.70000000000023,0.8609320765599905,8303
formal_ablation_full_case1,case1,full,13,98413,1,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.0183787730163952,1.7252793792341532,28.40000000000027,0.6043062559702501,8303
formal_ablation_full_case1,case1,full,13,98413,2,3,3,1,1,1,0.1000000000000014,0.0333333333333349,0.019926827374847,0.6579466882830499,25.400000000000222,0.6579466882830499,8303
formal_ablation_full_case1,case1,full,13,98413,3,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.0108185083193325,1.6286350407961845,27.20000000000025,1.1453135771982808,8303
formal_ablation_full_case1,case1,full,13,98413,4,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0869322108974174,0.1916250553328328,23.6000000000002,0.1916250553328328,8303
formal_ablation_full_case1,case1,full,13,98413,5,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0330721674174971,1.308681197215543,26.050000000000235,0.5927108570472996,8303
formal_ablation_full_case1,case1,full,13,98413,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0142360161194616,2.022692130320559,27.70000000000026,1.1904525660954786,8303
formal_ablation_full_case1,case1,full,13,98413,7,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.0094163847782464,2.0179866778414044,26.700000000000244,1.3773631046048445,8303
formal_ablation_full_case1,case1,full,14,98414,0,3,3,1,1,1,0.2000000000000028,0.0888888888888897,0.0484827837776062,1.4457507063539647,28.45000000000027,0.6443378496845961,8303
formal_ablation_full_case1,case1,full,14,98414,1,3,3,1,1,1,0.2000000000000028,0.0666666666666676,0.0296096314309449,2.025075499060892,26.750000000000245,1.244000400579729,8303
formal_ablation_full_case1,case1,full,14,98414,2,3,3,1,1,1,0.1000000000000014,0.0444444444444442,0.0205851134475703,2.556126662626806,27.25000000000025,1.8460623032426111,8303
formal_ablation_full_case1,case1,full,14,98414,3,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.0096794596599861,1.2837248384771862,28.850000000000275,0.4151154760136966,8303
formal_ablation_full_case1,case1,full,14,98414,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0152353309472544,0.7656130292390279,27.45000000000025,0.2044245928334738,8303
formal_ablation_full_case1,case1,full,14,98414,5,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0298927135492066,1.663145877348897,26.950000000000248,1.0180793763516065,8303
formal_ablation_full_case1,case1,full,14,98414,6,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0217302409659312,1.9339364276299256,28.350000000000268,1.2115762475542204,8303
formal_ablation_full_case1,case1,full,14,98414,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0503456080061472,2.091561880189012,25.65000000000023,1.1011517282855174,8303
formal_ablation_full_case1,case1,full,15,98415,0,3,3,1,1,1,0.2500000000000035,0.1000000000000014,0.0568610580259737,1.903815598806648,28.50000000000027,1.4759032896317328,8303
formal_ablation_full_case1,case1,full,15,98415,1,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.0188536851282241,0.8666861954197284,23.750000000000203,0.664070300897264,8303
formal_ablation_full_case1,case1,full,15,98415,2,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.0267256820055593,2.0318134517003084,26.55000000000024,1.1140118518005824,8303
formal_ablation_full_case1,case1,full,15,98415,3,3,3,1,1,1,0.1000000000000014,0.0444444444444442,0.0268165266990162,0.7274102300590526,27.20000000000025,0.3767937285762121,8303
formal_ablation_full_case1,case1,full,15,98415,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0253618361627828,1.4503230595865642,26.25000000000024,0.7753622228369663,8303
formal_ablation_full_case1,case1,full,15,98415,5,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0292099298193352,1.261013149500021,26.15000000000024,0.9504708652845348,8303
formal_ablation_full_case1,case1,full,15,98415,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0175925529128256,2.173188431652066,28.100000000000264,1.5281154954223015,8303
formal_ablation_full_case1,case1,full,15,98415,7,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0428202950386478,1.4613532662383064,26.650000000000244,1.4613532662383064,8303
formal_ablation_full_case1,case1,full,16,98416,0,3,3,1,1,1,0.2000000000000028,0.0777777777777792,0.0244560014773788,2.240166809796565,28.250000000000263,1.0803234574418177,8303
formal_ablation_full_case1,case1,full,16,98416,1,3,3,1,1,1,0.2000000000000028,0.0777777777777792,0.0461971354588346,2.024769742945987,26.950000000000248,1.2809905404783497,8303
formal_ablation_full_case1,case1,full,16,98416,2,3,3,1,1,1,0.2000000000000028,0.0777777777777792,0.0177727312109162,2.0853130198484293,26.40000000000024,1.244342457120328,8303
formal_ablation_full_case1,case1,full,16,98416,3,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.0099906986073983,2.0108460857415418,29.400000000000283,1.292455714525382,8303
formal_ablation_full_case1,case1,full,16,98416,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0357306042402318,1.353582973674094,26.35000000000024,0.937323127661508,8303
formal_ablation_full_case1,case1,full,16,98416,5,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0360157099003449,1.162243293379326,28.350000000000268,0.7263039214989984,8303
formal_ablation_full_case1,case1,full,16,98416,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0362835178334227,0.7689777446118377,27.75000000000026,0.7669320722581372,8303
formal_ablation_full_case1,case1,full,16,98416,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0215054794875356,0.7848022734818767,25.850000000000232,0.6126921503863834,8303
formal_ablation_full_case1,case1,full,17,98417,0,3,3,1,1,1,0.2500000000000035,0.1000000000000002,0.0337867213632001,2.2547478260949805,27.950000000000266,1.2378156060552652,8303
formal_ablation_full_case1,case1,full,17,98417,1,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.0158377655493337,1.9271196621356992,24.700000000000216,1.2621942702336797,8303
formal_ablation_full_case1,case1,full,17,98417,2,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.0273570812916553,1.492456714794845,25.950000000000237,0.5852878182894695,8303
formal_ablation_full_case1,case1,full,17,98417,3,3,3,1,1,1,0.1000000000000014,0.0444444444444454,0.0573395127170964,1.144345148947461,25.400000000000222,0.7543460732678068,8303
formal_ablation_full_case1,case1,full,17,98417,4,2,2,1,1,1,0.1000000000000014,0.0500000000000007,0.0195155283949831,2.4021175413778724,25.200000000000223,1.3452954484598894,8303
formal_ablation_full_case1,case1,full,17,98417,5,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0250896133256692,2.0857036332738987,25.850000000000232,1.02627113054533,8303
formal_ablation_full_case1,case1,full,17,98417,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0250164645957386,1.5932968482164809,27.15000000000025,1.4675305479301897,8303
formal_ablation_full_case1,case1,full,17,98417,7,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0317452325807236,1.3842001325529092,26.15000000000024,0.2479624797567479,8303
formal_ablation_full_case1,case1,full,18,98418,0,3,3,1,1,1,0.2500000000000035,0.1000000000000014,0.0256974614863942,1.146799367574885,28.700000000000276,0.4557052214078735,8303
formal_ablation_full_case1,case1,full,18,98418,1,3,3,1,1,1,0.2500000000000035,0.0888888888888897,0.0345962754576366,1.4052099419545712,28.300000000000267,1.0729027941972649,8303
formal_ablation_full_case1,case1,full,18,98418,2,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.019667212960296,1.4033189402488568,24.850000000000215,0.9660386053621322,8303
formal_ablation_full_case1,case1,full,18,98418,3,3,3,1,1,1,0.1500000000000021,0.0666666666666664,0.0227480803397307,2.444586552258642,30.7000000000003,1.3067741439314031,8303
formal_ablation_full_case1,case1,full,18,98418,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0258818117334551,1.2773873906325683,27.20000000000025,1.17048888979136,8303
formal_ablation_full_case1,case1,full,18,98418,5,2,2,1,1,1,0.3000000000000042,0.1500000000000021,0.0380808814927719,1.2195715687029742,26.35000000000024,0.3093521540007414,8303
formal_ablation_full_case1,case1,full,18,98418,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0265114475596979,1.0803863486780547,29.450000000000284,1.0803863486780547,8303
formal_ablation_full_case1,case1,full,18,98418,7,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.0243794358010883,2.274539646667398,26.050000000000235,1.0973399937534958,8303
formal_ablation_full_case1,case1,full,19,98419,0,3,3,1,1,1,0.1500000000000021,0.0666666666666664,0.0439636026597032,1.9158564766069788,25.300000000000225,1.268207930530712,8303
formal_ablation_full_case1,case1,full,19,98419,1,3,3,1,1,1,0.1000000000000014,0.0444444444444454,0.0146044363868372,2.396157975107499,26.40000000000024,1.83726157981772,8303
formal_ablation_full_case1,case1,full,19,98419,2,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.0106237274947116,1.1746916504308906,25.850000000000232,0.8674174565758536,8303
formal_ablation_full_case1,case1,full,19,98419,3,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.0174881352067904,1.2096746310270416,27.950000000000266,0.9520018804486576,8303
formal_ablation_full_case1,case1,full,19,98419,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0181766044737448,2.0404803416420103,24.25000000000021,1.410011870866546,8303
formal_ablation_full_case1,case1,full,19,98419,5,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.0479072093162597,1.460024835051858,25.05000000000022,0.793238524992827,8303
formal_ablation_full_case1,case1,full,19,98419,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0174750575599968,0.332932060872107,26.750000000000245,0.332932060872107,8303
formal_ablation_full_case1,case1,full,19,98419,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.0266898278361993,0.4694544250306435,26.600000000000243,0.4694544250306435,8303
formal_ablation_full_case1,case1,full,20,98420,0,3,3,1,1,1,0.1500000000000021,0.0666666666666688,0.0149131015198779,0.666385215611124,29.750000000000288,0.666385215611124,8303
formal_ablation_full_case1,case1,full,20,98420,1,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.0227050641974536,2.4020927914095185,24.25000000000021,1.3523652281401193,8303
formal_ablation_full_case1,case1,full,20,98420,2,3,3,1,1,1,0.1000000000000014,0.0444444444444442,0.0233717318338052,1.931378180161944,25.250000000000224,1.243274437328662,8303
