condition,case,episodes,variant,model_dir,attack_pattern,assignment_mode,source_policy_case,unseen_geometry,attacker_maneuver,training_performed,optimizer_steps,backpropagation_performed,evaluation_device,target_coverage_success_count,target_coverage_success_rate,target_coverage_success_ci95_low,target_coverage_success_ci95_high,all_defenders_hit_count,all_defenders_hit_rate,all_defenders_hit_ci95_low,all_defenders_hit_ci95_high,cooperative_success_count,cooperative_success_rate,cooperative_success_ci95_low,cooperative_success_ci95_high,mission_success_count,mission_success_rate,mission_success_ci95_low,mission_success_ci95_high,E_co_time_s_mean,E_co_time_s_ci95_low,E_co_time_s_ci95_high,E_co_time_s_n,E_n_g_mean,E_n_g_ci95_low,E_n_g_ci95_high,E_n_g_n,E_miss_m_mean,E_miss_m_ci95_low,E_miss_m_ci95_high,E_miss_m_n,E_t_s_mean,E_t_s_ci95_low,E_t_s_ci95_high,E_t_s_n,mean_closest_approach_m_mean,mean_closest_approach_m_ci95_low,mean_closest_approach_m_ci95_high,mean_closest_approach_m_n,worst_closest_approach_m_mean,worst_closest_approach_m_ci95_low,worst_closest_approach_m_ci95_high,worst_closest_approach_m_n,mean_agent_return_mean,mean_agent_return_ci95_low,mean_agent_return_ci95_high,mean_agent_return_n,idbo_runtime_ms_mean,idbo_runtime_ms_ci95_low,idbo_runtime_ms_ci95_high,idbo_runtime_ms_n,idbo_repaired_cost_mean,idbo_repaired_cost_ci95_low,idbo_repaired_cost_ci95_high,idbo_repaired_cost_n,failure_class_counts
final_case4_plot_source_clean,case4,5,full,/home/a2rl/reviewer_xiu_ablation_20260729/formal_evaluation_n100/selection/full/case2/seed8301/selected_model,bangbang,fixed,case2,paper case2 geometry with bang-bang attacker maneuver,finite-dwell bounded bang-bang lateral/vertical evasion,False,0,False,cpu,5,1.0,0.5655175352268678,1.0,5,1.0,0.5655175352268678,1.0,5,1.0,0.5655175352268678,1.0,5,1.0,0.5655175352268678,1.0,0.05416666666666755,0.04422747579207015,0.06410585754126495,5,0.17339795536996178,0.16188750908732358,0.18490840165259997,5,1.356738084927858,1.2224579695923685,1.4910182002633476,5,26.75375000000024,26.618026031960852,26.88947396803963,5,0.7390293668449119,0.6984604961605028,0.7795982375293211,5,2.5372016471012073,2.3515241211831,2.7228791730193147,5,441571.18887092656,441532.76845246315,441609.60928939,5,0.0,0.0,0.0,5,nan,nan,nan,0,"{""mission_success"": 5}"
