condition,case,variant,episode,seed,attack_pattern,assignment_mode,target_coverage_success,all_defenders_hit,cooperative_success,mission_success,failure_class,targets_covered,complete_groups,coordinated_groups,E_co_time_s,E_n_g,E_miss_m,E_t_s,mean_closest_approach_m,worst_closest_approach_m,mean_agent_return,simulated_time_s,sensor_delay_ms,position_noise_std_m,velocity_noise_std_mps,command_lag_ms,initial_perturbation_scale,defender_position_rms_m,attacker_radial_scale_std,idbo_runtime_ms,idbo_best_cost,idbo_repaired_cost,idbo_final_disagreement,assignment_repair_moves,case4_geometry
final_case4_plot_source_clean,case4,full,1,98101,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05486111111111184,0.18661466779831604,1.3580248646086237,26.68750000000024,0.7297146723542088,2.3156195291849784,441612.2625648007,28.400000000000002,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_plot_source_clean,case4,full,2,98102,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04166666666666726,0.16940096598343124,1.243792674078653,26.725000000000243,0.8091364999445186,2.65166292857581,441557.40710204944,28.200000000000003,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_plot_source_clean,case4,full,3,98103,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.07187500000000116,0.16182528827275194,1.6153952848947166,26.637500000000244,0.7573079210524749,2.7939820091775296,441565.3685260036,28.900000000000002,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_plot_source_clean,case4,full,4,98104,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.05486111111111214,0.1880362208951053,1.3245329536368184,26.693750000000243,0.7068014978941208,2.604075618536507,441507.80389452836,28.150000000000002,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
final_case4_plot_source_clean,case4,full,5,98105,bangbang,fixed,1,1,1,1,mission_success,8,8,8,0.04756944444444537,0.16111263390020442,1.2419446474204787,27.025000000000247,0.6921862429792357,2.320668150031211,441613.1022672504,28.85,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,nan,nan,nan,0,paper_case2_preset
